drug	atc
dr:D01782	R06AX07
dr:D01784	L01BC04
dr:D01786	R06AX15
dr:D01787	N03AX03
dr:D01790	L01XA03
dr:D01793	N06AX08
dr:D01794	C07AA17
dr:D01797	V08AB04
dr:D01798	A16AX07
dr:D01801	D04AA01
dr:D01801	R01AC06
dr:D01801	R06AC06
dr:D01802	S01XA05
dr:D01802	V03AB03
dr:D01804	C02DB04
dr:D01806	C07AA02
dr:D01807	N05BC04
dr:D01809	M01CC02
dr:D01810	C01DX16
dr:D01811	N02BA05
dr:D01812	C01DX05
dr:D01813	C04AC03
dr:D01817	V08AB02
dr:D01818	A02BX06
dr:D01819	J01DC07
dr:D01820	D07AB10
dr:D01820	S01BA10
dr:D01821	S01AA22
dr:D01822	C03BA07
dr:D01823	M01AG03
dr:D01824	M03BA01
dr:D01825	C05AA10
dr:D01825	D07AC04
dr:D01825	S01BA15
dr:D01825	S02BA08
dr:D01826	J01GB11
dr:D01828	A01AD07
dr:D01828	R03DX01
dr:D01829	G01AA11
dr:D01831	L02AE01
dr:D01832	N06BA07
dr:D01833	C01DX04
dr:D01836	J01DH04
dr:D01839	J01DI03
dr:D01840	C04AX32
dr:D01841	M02AA08
dr:D01843	V09IX04
dr:D01844	B01AX05
dr:D01847	C07AB14
dr:D01849	C08CA13
dr:D01854	A10BX08
dr:D01860	N05AB10
dr:D01862	C10AA08
dr:D01863	J01DD09
dr:D01864	B02BX02
dr:D01866	M01AC05
dr:D01868	J01GB13
dr:D01871	N04AA03
dr:D01872	R07AB01
dr:D01873	G04BD05
dr:D01876	N06BX15
dr:D01877	C03BA05
dr:D01880	V08AA02
dr:D01883	N06BX11
dr:D01884	V08AC09
dr:D01885	L01DB08
dr:D01886	A01AC03
dr:D01886	A07EA02
dr:D01886	C05AA01
dr:D01886	D07AA02
dr:D01886	D07AB11
dr:D01886	D07XA01
dr:D01886	H02AB09
dr:D01886	S01BA02
dr:D01886	S01CB03
dr:D01886	S02BA01
dr:D01891	A02BB02
dr:D01893	V08AB05
dr:D01896	B01AC23
dr:D01897	J01FA12
dr:D01898	N05AD01
dr:D01899	A02BX01
dr:D01901	N01AX15
dr:D01902	N02CX05
dr:D01904	J01DD11
dr:D01905	D08AK03
dr:D01907	L01BB05
dr:D01908	C08CA10
dr:D01909	J01DC12
dr:D01910	D09AA13
dr:D01911	L01DB04
dr:D01913	A11HA04
dr:D01913	S01XA26
dr:D01914	N06BX03
dr:D01915	C10AA07
dr:D01921	G03EA02
dr:D01929	R03BB04
dr:D01930	N07XX01
dr:D01934	V03AE06
dr:D01935	L01CA04
dr:D01936	V09HX01
dr:D01937	J05AH01
dr:D01938	D11AX12
dr:D01939	N05AE04
dr:D01940	V08AA01
dr:D01942	A04AD04
dr:D01943	C03DA02
dr:D01944	C04AX27
dr:D01946	R03BB02
dr:D01948	A01AC02
dr:D01948	C05AA09
dr:D01948	D07AB19
dr:D01948	D07XB05
dr:D01948	D10AA03
dr:D01948	H02AB02
dr:D01948	R01AD03
dr:D01948	S01BA01
dr:D01948	S01CB01
dr:D01948	S02BA06
dr:D01948	S03BA01
dr:D01953	G03CA03
dr:D01954	J01ED08
dr:D01954	S01AB05
dr:D01957	R07AB05
dr:D01964	S01EE04
dr:D01965	G04CA04
dr:D01966	C10AX09
dr:D01968	M05BA08
dr:D01969	C08DA02
dr:D01972	C01AA06
dr:D01973	N02CC06
dr:D01975	M01AB10
dr:D01975	M02AA14
dr:D01976	A03BB03
dr:D01976	S01FA03
dr:D01977	L01XE02
dr:D01978	R03AC09
dr:D01978	R03CC09
dr:D01979	V08AA03
dr:D01980	D01AC18
dr:D01981	B01AE05
dr:D01982	J05AF07
dr:D01983	V03AE02
dr:D01984	A02BC05
dr:D01986	G03CA04
dr:D01986	G03CC06
dr:D01989	G03CA04
dr:D01989	G03CC06
dr:D01990	D10AF01
dr:D01990	G01AA10
dr:D01990	J01FF01
dr:D01993	C05BB02
dr:D01995	D06BB05
dr:D01995	G01AX02
dr:D01995	J05AX05
dr:D01995	S01XA10
dr:D01996	J01MA22
dr:D01998	A07EA01
dr:D01998	C05AA04
dr:D01998	D07AA03
dr:D01998	D07XA02
dr:D01998	H02AB06
dr:D01998	R01AD02
dr:D01998	S01BA04
dr:D01998	S01CB02
dr:D01998	S02BA03
dr:D01998	S03BA02
dr:D01999	V08AA04
dr:D02002	J04AC01
dr:D02004	G04BE07
dr:D02004	N04BC07
dr:D02005	J01DD03
dr:D02006	V10BX01
dr:D02007	V04CJ02
dr:D02008	G04BE08
dr:D02009	D10AF02
dr:D02009	J01FA01
dr:D02009	S01AA17
dr:D02012	A02AB07
dr:D02014	C01CX09
dr:D02015	V08AA01
dr:D02017	R03DA02
dr:D02020	L01AX01
dr:D02021	V04CK01
dr:D02022	N05AB04
dr:D02023	R05DB24
dr:D02024	S01JA01
dr:D02025	V09CA02
dr:D02026	A12CC05
dr:D02029	V09BA02
dr:D02030	A16AA01
dr:D02032	A07EA04
dr:D02032	C05AA05
dr:D02032	D07AC01
dr:D02032	D07XC01
dr:D02032	H02AB01
dr:D02032	R01AD06
dr:D02032	R03BA04
dr:D02032	S01BA06
dr:D02032	S01CB04
dr:D02032	S02BA07
dr:D02032	S03BA03
dr:D02036	V08AA03
dr:D02037	N05AB03
dr:D02039	A06AD12
dr:D02041	A04AA03
dr:D02045	C08CA15
dr:D02047	B05AA05
dr:D02049	A07AA10
dr:D02049	J01XB01
dr:D02053	D08AX06
dr:D02053	V03AB18
dr:D02056	A12CA01
dr:D02056	B05CB01
dr:D02056	B05XA03
dr:D02057	A09AB03
dr:D02057	B05XA13
dr:D02058	B05XA12
dr:D02060	A12BA01
dr:D02060	B05XA01
dr:D02061	C03AA07
dr:D02064	M03BX03
dr:D02065	J01CA51
dr:D02065	J01CR01
dr:D02065	J01RA01
dr:D02066	C01CA02
dr:D02066	R03AB02
dr:D02066	R03CB01
dr:D02068	N06DA01
dr:D02069	A03BA01
dr:D02069	S01FA01
dr:D02070	S01FA05
dr:D02071	A04AD01
dr:D02071	N05CM05
dr:D02071	S01FA02
dr:D02073	G02AD03
dr:D02074	N06BA01
dr:D02075	S01XA01
dr:D02076	D11AX21
dr:D02076	S01EA05
dr:D02077	A12BA04
dr:D02078	N06BA02
dr:D02079	N02AJ07
dr:D02081	S01ED04
dr:D02082	C09CA02
dr:D02084	C01CE01
dr:D02085	C01CE02
dr:D02086	C01BB01
dr:D02086	C05AD01
dr:D02086	D04AB01
dr:D02086	N01BB02
dr:D02086	R02AD02
dr:D02086	S01HA07
dr:D02086	S02DA01
dr:D02087	C01BG01
dr:D02088	C01BB03
dr:D02089	R06AE01
dr:D02090	R06AE03
dr:D02091	D04AA04
dr:D02091	R06AC04
dr:D02092	A03FA02
dr:D02093	R03AC07
dr:D02094	A11DA01
dr:D02095	N07BB04
dr:D02096	N03AB05
dr:D02097	N03AG06
dr:D02098	S01HA04
dr:D02100	N05AE04
dr:D02101	R05DA04
dr:D02102	N07BC02
dr:D02103	N03AB02
dr:D02104	N07BB05
dr:D02105	H01AA02
dr:D02106	L01XX27
dr:D02108	V09IB01
dr:D02110	C01EB03
dr:D02110	M01AB01
dr:D02110	M02AA23
dr:D02110	S01BC01
dr:D02111	N02AD01
dr:D02112	B01AB01
dr:D02112	C05BA03
dr:D02112	S01XA14
dr:D02113	C10AC02
dr:D02114	P01BA02
dr:D02115	L01BA01
dr:D02115	L04AX03
dr:D02116	L02AE05
dr:D02117	H01AC04
dr:D02117	V04CD03
dr:D02118	H04AA01
dr:D02119	J01CA01
dr:D02119	S01AA19
dr:D02121	J01DD14
dr:D02122	A01AB13
dr:D02122	D06AA04
dr:D02122	J01AA07
dr:D02122	S01AA09
dr:D02122	S02AA08
dr:D02122	S03AA02
dr:D02123	J01MA13
dr:D02124	D06BB06
dr:D02124	J05AB13
dr:D02125	P01BA01
dr:D02126	P01BA03
dr:D02127	P02CB01
dr:D02129	A01AB22
dr:D02129	J01AA02
dr:D02130	A04AA03
dr:D02131	L01BC53
dr:D02132	D10AF01
dr:D02132	G01AA10
dr:D02132	J01FF01
dr:D02133	S01GA51
dr:D02134	J01FA10
dr:D02134	S01AA26
dr:D02135	N04BA02
dr:D02136	J01CA51
dr:D02136	J01CR50
dr:D02136	J01RA01
dr:D02137	J01CF01
dr:D02138	A07AA10
dr:D02138	J01XB01
dr:D02139	S02CA03
dr:D02141	B05AA05
dr:D02142	J01XA02
dr:D02143	D01AA03
dr:D02143	G01AA06
dr:D02143	J02AA02
dr:D02145	P02CB01
dr:D02146	N02AJ06
dr:D02147	R03AC02
dr:D02147	R03CC02
dr:D02148	R06AX04
dr:D02149	A01AD01
dr:D02149	B02BC09
dr:D02149	C01CA24
dr:D02149	R01AA14
dr:D02149	R03AA01
dr:D02149	S01EA01
dr:D02150	C01CA02
dr:D02150	R03AB02
dr:D02150	R03CB01
dr:D02151	R03AC11
dr:D02151	R03CC11
dr:D02154	N02AJ18
dr:D02156	A07EA01
dr:D02156	C05AA04
dr:D02156	D07AA03
dr:D02156	D07XA02
dr:D02156	H02AB06
dr:D02156	R01AD02
dr:D02156	S01BA04
dr:D02156	S01CB02
dr:D02156	S02BA03
dr:D02156	S03BA02
dr:D02157	J01CE01
dr:D02157	J01CE08
dr:D02157	S01AA14
dr:D02159	D01AE04
dr:D02160	N06BX02
dr:D02161	V08AB12
dr:D02162	N05AF03
dr:D02163	N05AB02
dr:D02164	D08AJ04
dr:D02164	D11AC01
dr:D02165	L01CD02
dr:D02166	L01DB07
dr:D02167	C01DX02
dr:D02168	L01XX17
dr:D02171	A06AB06
dr:D02172	R05DA07
dr:D02173	N06DA04
dr:D02174	A01AC02
dr:D02174	C05AA09
dr:D02174	D07AB19
dr:D02174	D07XB05
dr:D02174	D10AA03
dr:D02174	H02AB02
dr:D02174	R01AD03
dr:D02174	S01BA01
dr:D02174	S01CB01
dr:D02174	S02BA06
dr:D02174	S03BA01
dr:D02175	N02AA05
dr:D02176	A16AA01
dr:D02177	L01DC01
dr:D02178	J01MA11
dr:D02179	A11HA02
dr:D02181	J01GB08
dr:D02182	N01BC01
dr:D02182	R02AD03
dr:D02182	S01HA01
dr:D02182	S02DA02
dr:D02184	D10AF02
dr:D02184	J01FA01
dr:D02184	S01AA17
dr:D02185	D06AX02
dr:D02185	D10AF03
dr:D02185	G01AA05
dr:D02185	J01BA01
dr:D02185	S01AA01
dr:D02185	S02AA01
dr:D02185	S03AA08
dr:D02186	J01FA05
dr:D02187	J01XX01
dr:D02188	J01XX01
dr:D02190	J01CA03
dr:D02191	J01DC03
dr:D02193	S01EB03
dr:D02195	D06AX09
dr:D02195	R01AX06
dr:D02196	J01CF03
dr:D02197	L01CA02
dr:D02198	J01DD06
dr:D02199	G01AA08
dr:D02200	N07AX01
dr:D02200	S01EB01
dr:D02201	J01CA15
dr:D02203	J01CA18
dr:D02205	R05DA01
dr:D02205	S01XA06
dr:D02206	A10BA03
dr:D02207	M03AA02
dr:D02208	N05AL02
dr:D02209	J01GB10
dr:D02210	V04CE02
dr:D02211	N02CA01
dr:D02212	R01AX03
dr:D02212	R03BB01
dr:D02213	A03FA01
dr:D02214	L01DB03
dr:D02216	J01MA02
dr:D02216	S01AE03
dr:D02216	S02AA15
dr:D02216	S03AA07
dr:D02217	G03XC01
dr:D02218	A03AD01
dr:D02218	G04BE02
dr:D02219	D01AE15
dr:D02219	D01BA02
dr:D02220	C05AD04
dr:D02220	D04AB02
dr:D02220	N01BB06
dr:D02220	S01HA06
dr:D02220	S02DA04
dr:D02221	J01CA10
dr:D02222	J01DH02
dr:D02223	J01CG01
dr:D02224	V03AB14
dr:D02226	J01DB04
dr:D02227	N02AD01
dr:D02228	J01DC05
dr:D02229	G04BE03
dr:D02230	R02AB30
dr:D02231	J01CF02
dr:D02233	J01DE03
dr:D02234	R06AX02
dr:D02235	H01BA02
dr:D02236	N05AF01
dr:D02237	C02CC02
dr:D02237	S01EX01
dr:D02239	C01BA04
dr:D02240	V08AA01
dr:D02241	J01CA13
dr:D02242	N06BA03
dr:D02243	N06BX01
dr:D02245	R06AD01
dr:D02246	N04AA02
dr:D02247	N04AA02
dr:D02248	N05AA02
dr:D02249	S01GX06
dr:D02250	H01CB02
dr:D02251	J01CA12
dr:D02252	N05CA02
dr:D02253	N05CA01
dr:D02254	A12AA05
dr:D02255	A01AB21
dr:D02255	D06AA02
dr:D02255	J01AA03
dr:D02255	S01AA02
dr:D02256	A12AA07
dr:D02256	B05XA07
dr:D02256	G04BA03
dr:D02258	C10AA05
dr:D02259	V09FX03
dr:D02259	V10XA01
dr:D02260	N06AB05
dr:D02261	P01BC01
dr:D02262	P01BC01
dr:D02263	R05FA02
dr:D02267	J05AD01
dr:D02268	C04AE01
dr:D02271	N02AA01
dr:D02272	C01BA01
dr:D02274	M03CA01
dr:D02275	M03AB01
dr:D02276	C05BB01
dr:D02277	A16AX11
dr:D02282	J01AA09
dr:D02284	V09AA01
dr:D02284	V09HA02
dr:D02285	M05BA05
dr:D02286	A07EA04
dr:D02286	C05AA05
dr:D02286	D07AC01
dr:D02286	D07XC01
dr:D02286	H02AB01
dr:D02286	R01AD06
dr:D02286	R03BA04
dr:D02286	S01BA06
dr:D02286	S01CB04
dr:D02286	S02BA07
dr:D02286	S03BA03
dr:D02287	D07AB21
dr:D02288	A01AC03
dr:D02288	A07EA02
dr:D02288	C05AA01
dr:D02288	D07AA02
dr:D02288	D07XA01
dr:D02288	H02AB09
dr:D02288	S01BA02
dr:D02288	S01CB03
dr:D02288	S02BA01
dr:D02289	S01BA08
dr:D02290	M01AE09
dr:D02290	M02AA19
dr:D02290	R02AX01
dr:D02290	S01BC04
dr:D02292	M03AC02
dr:D02293	A11GB01
dr:D02297	J05AR03
dr:D02299	J01DB04
dr:D02300	C01EB10
dr:D02301	J01MB05
dr:D02302	J01MB07
dr:D02304	B05XB03
dr:D02305	J01MB01
dr:D02306	J01MA03
dr:D02307	J01MA03
dr:D02308	D05AX01
dr:D02312	V03AB17
dr:D02312	V04CG05
dr:D02316	A07BC01
dr:D02317	J01MA22
dr:D02318	J01MA07
dr:D02318	S01AE04
dr:D02321	L01XX01
dr:D02323	A10XA01
dr:D02324	A02BX13
dr:D02325	B05CX01
dr:D02325	V04CA02
dr:D02325	V06DC01
dr:D02327	R06AA09
dr:D02332	A11HA03
dr:D02335	B02BA02
dr:D02336	J01CE01
dr:D02336	S01AA14
dr:D02338	C07AB04
dr:D02339	J01CA09
dr:D02340	N05AH01
dr:D02341	M01AG04
dr:D02341	M02AA18
dr:D02342	C07AB07
dr:D02343	G02AD04
dr:D02344	J01DC03
dr:D02345	J01DC01
dr:D02346	J01FF02
dr:D02347	M03CA01
dr:D02348	J01CF01
dr:D02349	S01EA02
dr:D02350	M01AE04
dr:D02351	D06BA03
dr:D02352	J01DC04
dr:D02353	J01DB05
dr:D02354	R06AD03
dr:D02355	M01AB03
dr:D02355	M02AA21
dr:D02356	C08DA01
dr:D02357	N02CA04
dr:D02358	C07AB02
dr:D02359	G02CA01
dr:D02360	N06AB06
dr:D02361	N05CM06
dr:D02362	N06AB05
dr:D02363	C02KD01
dr:D02366	P01BA01
dr:D02367	G03AC09
dr:D02368	L01BC05
dr:D02369	L02AE05
dr:D02373	M05BA01
dr:D02374	S01ED04
dr:D02375	D01AE15
dr:D02375	D01BA02
dr:D02376	J01DE01
dr:D02379	P03BX01
dr:D02383	C01DX02
dr:D02386	C03CC02
dr:D02387	P01BB02
dr:D02390	A12CB02
dr:D02393	D10AX02
dr:D02393	S01AX06
dr:D02394	B03AA03
dr:D02396	R03AC06
dr:D02396	R03CC05
dr:D02397	A05BA01
dr:D02398	L01XX11
dr:D02402	V09GX01
dr:D02404	R03AC16
dr:D02404	R03CC08
dr:D02405	J01CE02
dr:D02406	J01DB07
dr:D02408	N06AA06
dr:D02409	V04CG30
dr:D02414	A01AB07
dr:D02414	D08AH03
dr:D02414	G01AC30
dr:D02414	R02AA14
dr:D02416	A02AB01
dr:D02418	S01EB05
dr:D02418	V03AB19
dr:D02419	D04AA32
dr:D02419	R06AA02
dr:D02420	J01FA02
dr:D02425	A10BB06
dr:D02427	A10BB04
dr:D02430	A10BB08
dr:D02434	J01EB04
dr:D02435	D06BA06
dr:D02435	J01ED07
dr:D02436	J01EB03
dr:D02437	A07AB03
dr:D02439	J01ED05
dr:D02440	A07AB02
dr:D02445	D08AX04
dr:D02447	A07AB04
dr:D02448	P01BD51
dr:D02450	J01ED03
dr:D02456	D02BA01
dr:D02457	V08AA07
dr:D02460	C03BA03
dr:D02461	J01CE01
dr:D02461	S01AA14
dr:D02464	V09XX04
dr:D02465	J02AX05
dr:D02466	P01BA06
dr:D02469	J01MA05
dr:D02471	J01MA15
dr:D02472	P01BB51
dr:D02474	J01MA10
dr:D02475	J01MA21
dr:D02476	D10AF04
dr:D02477	D10AF04
dr:D02480	P01AC01
dr:D02481	P01BE01
dr:D02482	P01BE03
dr:D02483	P01BE02
dr:D02484	P01BF01
dr:D02485	P01BX01
dr:D02486	P01AX11
dr:D02487	P01BB01
dr:D02489	P01CA02
dr:D02491	P01CB01
dr:D02494	L01XX09
dr:D02495	J05AB14
dr:D02496	J05AA01
dr:D02497	J05AE07
dr:D02498	J05AR10
dr:D02499	J05AX07
dr:D02500	D06BB10
dr:D02501	J02AX04
dr:D02502	J01CA51
dr:D02502	J01CR50
dr:D02502	J01RA01
dr:D02503	J01CR03
dr:D02503	J01RA01
dr:D02504	J01CA19
dr:D02505	J01CR05
dr:D02505	J01RA01
dr:D02506	J01CE02
dr:D02506	J01CE10
dr:D02508	J01CA02
dr:D02509	J01DH55
dr:D02512	S01AA15
dr:D02516	J01EC03
dr:D02517	J01ED04
dr:D02521	J04BA03
dr:D02523	D10AF02
dr:D02523	J01FA01
dr:D02523	S01AA17
dr:D02524	D10AF02
dr:D02524	J01FA01
dr:D02524	S01AA17
dr:D02525	D10AF02
dr:D02525	J01FA01
dr:D02525	S01AA17
dr:D02535	A03AB19
dr:D02536	N06BX02
dr:D02537	C01BD07
dr:D02540	J01MA19
dr:D02541	J01MA07
dr:D02541	S01AE04
dr:D02542	J01GB01
dr:D02542	S01AA12
dr:D02543	D06AX12
dr:D02543	J01GB06
dr:D02543	S01AA21
dr:D02544	J01GB08
dr:D02545	J01GB11
dr:D02548	P01AX05
dr:D02549	J04AB03
dr:D02549	S01AA16
dr:D02549	S02AA12
dr:D02554	A07AA11
dr:D02554	D06AX11
dr:D02555	J02AC04
dr:D02557	D01AC04
dr:D02558	N06DA03
dr:D02559	N06AG03
dr:D02561	N06AG02
dr:D02562	N04BD02
dr:D02564	C02KC01
dr:D02565	N06AA18
dr:D02566	N06AA21
dr:D02567	N06AB10
dr:D02570	N06AX23
dr:D02571	A08AA10
dr:D02572	N06AX09
dr:D02573	N06AX18
dr:D02574	N06BA09
dr:D02575	N06AX14
dr:D02577	G02CX02
dr:D02578	N06AX22
dr:D02579	N06AF05
dr:D02580	N06AF01
dr:D02582	D01AC12
dr:D02582	G01AF12
dr:D02583	D01AC12
dr:D02583	G01AF12
dr:D02587	C01AA08
dr:D02589	A07EB01
dr:D02589	D11AH03
dr:D02589	R01AC01
dr:D02589	R03BC01
dr:D02589	S01GX01
dr:D02591	A01AC02
dr:D02591	C05AA09
dr:D02591	D07AB19
dr:D02591	D07XB05
dr:D02591	D10AA03
dr:D02591	H02AB02
dr:D02591	R01AD03
dr:D02591	S01BA01
dr:D02591	S01CB01
dr:D02591	S02BA06
dr:D02591	S03BA01
dr:D02592	A01AC02
dr:D02592	C05AA09
dr:D02592	D07AB19
dr:D02592	D07XB05
dr:D02592	D10AA03
dr:D02592	H02AB02
dr:D02592	R01AD03
dr:D02592	S01BA01
dr:D02592	S01CB01
dr:D02592	S02BA06
dr:D02592	S03BA01
dr:D02593	A02BC02
dr:D02595	M03BX06
dr:D02596	L04AC07
dr:D02597	L04AB04
dr:D02598	L04AB02
dr:D02599	N04AB02
dr:D02604	N05AA04
dr:D02608	N05AB10
dr:D02609	N05AB04
dr:D02610	R06AD03
dr:D02611	N01AH04
dr:D02612	N05AF04
dr:D02613	N05AF02
dr:D02615	N05CB02
dr:D02618	N05CA03
dr:D02619	N05CM04
dr:D02621	N05AD09
dr:D02622	N05AD05
dr:D02623	N05AD04
dr:D02624	N05CF04
dr:D02625	N05AD02
dr:D02626	N05AD06
dr:D02627	N05AD07
dr:D02629	N05AG01
dr:D02630	N05AG03
dr:D02631	C01DX10
dr:D02642	N05AB09
dr:D02643	N05AB09
dr:D02666	N05AX14
dr:D02671	N05AC03
dr:D02680	N05AC04
dr:D02682	N05AL04
dr:D02683	N05AL04
dr:D02689	N05CH02
dr:D02690	C10AC01
dr:D02691	H01AC01
dr:D02692	G03GA02
dr:D02697	L01DB09
dr:D02698	L01CB02
dr:D02705	C01EA01
dr:D02705	G04BE01
dr:D02706	S01XA01
dr:D02707	B03BA03
dr:D02707	V03AB33
dr:D02709	M01AH03
dr:D02711	J01DB07
dr:D02712	A01AB15
dr:D02714	L01XE10
dr:D02714	L04AA18
dr:D02715	A07EC04
dr:D02716	N03AX16
dr:D02717	N05CM13
dr:D02720	B01AC19
dr:D02721	B01AC11
dr:D02724	S01EE03
dr:D02725	G02AD05
dr:D02729	A03FA07
dr:D02730	A06AX06
dr:D02731	G04BE09
dr:D02732	R03DC02
dr:D02733	R06AA10
dr:D02734	J05AF06
dr:D02735	M03AX01
dr:D02736	S01AD08
dr:D02737	J06BB16
dr:D02738	L02BX01
dr:D02740	N01BB52
dr:D02740	N01BB54
dr:D02742	C01EB13
dr:D02744	L03AB09
dr:D02744	S01AD05
dr:D02745	L03AB05
dr:D02747	L03AB11
dr:D02748	L03AB10
dr:D02750	S01EB08
dr:D02754	D05BB02
dr:D02756	L01DB04
dr:D02760	R06AX18
dr:D02764	D06BB03
dr:D02764	J05AB01
dr:D02764	S01AD03
dr:D02766	N03AG02
dr:D02769	C01EB10
dr:D02770	N05BA07
dr:D02771	N05BA07
dr:D02774	A01AD06
dr:D02774	B02BC05
dr:D02778	B01AC13
dr:D02780	N07BB03
dr:D02784	A16AB03
dr:D02787	N06AB07
dr:D02788	B05AA01
dr:D02791	V09GX03
dr:D02792	B05AA01
dr:D02794	V09GB02
dr:D02796	V09XA03
dr:D02798	D08AX08
dr:D02798	V03AB16
dr:D02798	V03AZ01
dr:D02800	L04AA15
dr:D02802	L04AA34
dr:D02807	A02AB02
dr:D02810	A16AB01
dr:D02815	D11AH04
dr:D02815	L01XX22
dr:D02817	N05CA21
dr:D02821	A02AD03
dr:D02822	R07AB07
dr:D02824	N02CC05
dr:D02825	N02CC05
dr:D02829	A03AE01
dr:D02837	B01AD02
dr:D02837	S01XA13
dr:D02841	L01XX03
dr:D02842	S01XA07
dr:D02845	D10AX01
dr:D02852	D09AA08
dr:D02852	M05BX02
dr:D02856	D09AA08
dr:D02856	M05BX02
dr:D02861	J05AE02
dr:D02862	A02AB03
dr:D02863	D09AA08
dr:D02863	M05BX02
dr:D02867	J05AE07
dr:D02877	A03AX08
dr:D02878	A06AH02
dr:D02884	R03DA10
dr:D02888	J01CA11
dr:D02889	J01CA08
dr:D02905	D08AA02
dr:D02906	D02BA01
dr:D02906	D11AX23
dr:D02907	D02BA01
dr:D02908	L01XD04
dr:D02910	C01BD01
dr:D02914	C08CA01
dr:D02922	P01BA06
dr:D02923	D01AE16
dr:D02925	J01CA04
dr:D02933	L01XX35
dr:D02934	L04AC03
dr:D02937	L03AA12
dr:D02938	B01AD09
dr:D02939	C01CX06
dr:D02941	N01AH05
dr:D02942	N01AH05
dr:D02947	B01AD03
dr:D02950	R01AC04
dr:D02950	R06AX05
dr:D02966	M01AX04
dr:D02968	A04AD12
dr:D02969	C01BB04
dr:D02971	B02AB01
dr:D02976	C01CA22
dr:D02983	H01BA01
dr:D02991	N01BB08
dr:D02994	L01XC02
dr:D02995	N05AH05
dr:D02997	L01XX02
dr:D03008	G02CX01
dr:D03020	A16AB02
dr:D03021	L01BC07
dr:D03028	G01AF13
dr:D03028	P01AB04
dr:D03033	L04AX01
dr:D03034	D10AX03
dr:D03039	J01CA09
dr:D03043	V03AN05
dr:D03044	J06AA06
dr:D03045	A07BC04
dr:D03046	L01BC01
dr:D03047	D06AX05
dr:D03047	J01XX10
dr:D03047	R02AB04
dr:D03048	D06AX05
dr:D03048	J01XX10
dr:D03048	R02AB04
dr:D03051	R03DA08
dr:D03058	L04AC02
dr:D03062	G03XC02
dr:D03063	L03AX03
dr:D03065	A01AD08
dr:D03065	D03AX06
dr:D03068	L04AA26
dr:D03069	A03BA04
dr:D03080	M01AE06
dr:D03083	N05BA24
dr:D03088	A03AB01
dr:D03089	N05BD01
dr:D03093	D10AE01
dr:D03098	D10AF02
dr:D03098	J01FA01
dr:D03098	S01AA17
dr:D03101	A11CA02
dr:D03101	D02BB01
dr:D03102	N07CA01
dr:D03103	A09AB02
dr:D03103	A16AA06
dr:D03106	L01XX25
dr:D03115	C04AX32
dr:D03127	D11AC09
dr:D03129	A06AB02
dr:D03129	A06AG02
dr:D03135	D10AB01
dr:D03135	P02BX01
dr:D03136	B01AE06
dr:D03150	L01XX32
dr:D03157	B01AD06
dr:D03162	D03BA03
dr:D03162	M09AB03
dr:D03163	S01BC11
dr:D03165	G02CB01
dr:D03165	N04BC01
dr:D03166	R06AA01
dr:D03184	R05DB13
dr:D03197	N02AF01
dr:D03199	N06AA15
dr:D03203	L04AA24
dr:D03204	L04AA22
dr:D03207	A16AB07
dr:D03208	C09XA02
dr:D03211	J02AX06
dr:D03213	B01AF02
dr:D03215	N06BA13
dr:D03217	G04BE10
dr:D03218	L01XE17
dr:D03222	L04AA28
dr:D03223	A03BA04
dr:D03224	A03BA04
dr:D03228	A16AB04
dr:D03229	L01DC01
dr:D03230	A10AB01
dr:D03230	A10AC01
dr:D03230	A10AD01
dr:D03230	A10AE01
dr:D03230	A10AF01
dr:D03231	B03XA01
dr:D03232	B03XA01
dr:D03234	M05BA07
dr:D03235	L03AA02
dr:D03238	A02AD04
dr:D03243	S01AX07
dr:D03244	A07BC02
dr:D03246	B03BA05
dr:D03247	L03AA10
dr:D03250	A10AE04
dr:D03251	A07BA01
dr:D03252	L01XE14
dr:D03254	M01AG03
dr:D03256	J05AB14
dr:D03257	L01XC03
dr:D03259	L01XC05
dr:D03260	G04BE09
dr:D03261	R05CA01
dr:D03262	A07AA08
dr:D03262	J01GB04
dr:D03262	S01AA24
dr:D03263	V03AE01
dr:D03264	N04AA10
dr:D03265	A06AD19
dr:D03265	A12CC04
dr:D03265	B05CB03
dr:D03267	H01CA01
dr:D03267	V04CM01
dr:D03269	G02AD02
dr:D03270	V03AE01
dr:D03271	A02AA05
dr:D03274	N05AA01
dr:D03276	N04AA05
dr:D03277	A11DA01
dr:D03281	A11HA06
dr:D03283	D03AX01
dr:D03285	D04AA32
dr:D03285	R06AA02
dr:D03287	H05BA04
dr:D03288	N07BB02
dr:D03290	D04AA10
dr:D03290	R06AD02
dr:D03294	A12AA02
dr:D03297	H01AC03
dr:D03300	A11HA31
dr:D03300	D03AX04
dr:D03301	A07EA01
dr:D03301	C05AA04
dr:D03301	D07AA03
dr:D03301	D07XA02
dr:D03301	H02AB06
dr:D03301	R01AD02
dr:D03301	S01BA04
dr:D03301	S01CB02
dr:D03301	S02BA03
dr:D03301	S03BA02
dr:D03302	A12AA01
dr:D03303	A12AA01
dr:D03304	L03AB02
dr:D03305	L03AB01
dr:D03306	A06AC08
dr:D03308	V09IX02
dr:D03308	V10XA02
dr:D03309	A02AC02
dr:D03315	D01AE04
dr:D03318	R05CA08
dr:D03325	D07AC13
dr:D03325	D07XC03
dr:D03325	R01AD09
dr:D03325	R03BA07
dr:D03326	V04CD05
dr:D03327	L01XD01
