drug	atc
dr:D07866	L01CD02
dr:D07867	A04AA04
dr:D07868	A03FA03
dr:D07869	N06DA02
dr:D07870	C01CA04
dr:D07871	S01EC03
dr:D07872	N06AA16
dr:D07873	R07AB01
dr:D07874	C02CA04
dr:D07875	D05AX01
dr:D07875	N06AA12
dr:D07876	A01AB22
dr:D07876	J01AA02
dr:D07877	A01AB22
dr:D07877	J01AA02
dr:D07878	R06AA09
dr:D07879	A03AD02
dr:D07880	N06AX21
dr:D07881	N01BX02
dr:D07881	R02AD04
dr:D07882	D01AC17
dr:D07883	D11AX16
dr:D07883	P01CX03
dr:D07884	D01AC17
dr:D07887	N02CC06
dr:D07890	S01GX06
dr:D07891	A08AA09
dr:D07892	C09AA02
dr:D07894	C01BC08
dr:D07895	C09DA01
dr:D07896	J05AF10
dr:D07898	M03BX09
dr:D07900	R06AX24
dr:D07900	S01GX10
dr:D07901	L01DB03
dr:D07902	R05CB04
dr:D07905	G02AB03
dr:D07906	G02AB02
dr:D07906	N02CA02
dr:D07907	L01XE03
dr:D07908	J01DH03
dr:D07909	D10AF02
dr:D07909	J01FA01
dr:D07909	S01AA17
dr:D07910	D10AF02
dr:D07910	J01FA01
dr:D07910	S01AA17
dr:D07913	N06AB10
dr:D07916	C07AB09
dr:D07917	A02BC05
dr:D07918	G03CA03
dr:D07919	G03CA03
dr:D07920	G03CA04
dr:D07920	G03CC06
dr:D07921	G03CA04
dr:D07921	G03CC06
dr:D07922	C01DX07
dr:D07923	R03DA06
dr:D07925	J04AK02
dr:D07928	G03CA01
dr:D07928	L02AA03
dr:D07929	R05DA01
dr:D07929	S01XA06
dr:D07930	N05BX03
dr:D07931	C01CA01
dr:D07934	V03AB03
dr:D07935	V03AB03
dr:D07938	N06AX12
dr:D07939	G03DC06
dr:D07941	C04AX32
dr:D07943	C08EA01
dr:D07944	N06BA10
dr:D07945	A08AA02
dr:D07946	C01CA19
dr:D07949	R03BX01
dr:D07949	R03DX03
dr:D07951	A03BB04
dr:D07953	M03BX30
dr:D07955	C03BA13
dr:D07958	R06AX26
dr:D07961	G04BD02
dr:D07962	C01BC04
dr:D07963	J01DC14
dr:D07965	J01CF05
dr:D07966	L01BB05
dr:D07967	H02AA02
dr:D07969	B01AA12
dr:D07971	N07CA03
dr:D07972	D07AB04
dr:D07973	C05AA08
dr:D07973	D07AC05
dr:D07973	D07XC05
dr:D07973	H02AB03
dr:D07974	L01BC02
dr:D07976	N05AF01
dr:D07977	N05AB02
dr:D07978	N02BG07
dr:D07979	N02BG07
dr:D07980	D07AB07
dr:D07980	D07XB03
dr:D07981	D07AC17
dr:D07981	R01AD08
dr:D07981	R03BA05
dr:D07983	C10AA04
dr:D07984	N06AB08
dr:D07985	B03BB01
dr:D07989	S01AD08
dr:D07990	R03AC13
dr:D07992	C09AA09
dr:D07993	N03AB05
dr:D07994	D09AA01
dr:D07994	R01AX08
dr:D07994	S01AA07
dr:D07995	J01XX01
dr:D07997	N02CC07
dr:D07998	J01XE03
dr:D07999	C03CA01
dr:D08000	D06AX01
dr:D08000	D09AA02
dr:D08000	J01XC01
dr:D08000	S01AA13
dr:D08001	C03CA01
dr:D08002	R02AB03
dr:D08003	D06AX01
dr:D08003	D09AA02
dr:D08003	J01XC01
dr:D08003	S01AA13
dr:D08005	V08CA11
dr:D08006	V08CA01
dr:D08007	V08CA02
dr:D08008	V08CA10
dr:D08009	C08DA02
dr:D08010	H01CC01
dr:D08011	J01MA16
dr:D08011	S01AE06
dr:D08012	J01MA15
dr:D08013	D06AX07
dr:D08013	J01GB03
dr:D08013	S01AA11
dr:D08013	S02AA14
dr:D08013	S03AA06
dr:D08015	B03AA06
dr:D08016	B03AA01
dr:D08017	J01CF05
dr:D08018	V08CA08
dr:D08020	C01BC07
dr:D08022	M01AX05
dr:D08023	M01AX05
dr:D08024	L01XX53
dr:D08025	V03AB32
dr:D08027	H01CA01
dr:D08027	V04CM01
dr:D08030	C02CC02
dr:D08030	S01EX01
dr:D08031	C02AC02
dr:D08032	L04AA19
dr:D08033	P01BX01
dr:D08035	N05AD01
dr:D08037	C01DX08
dr:D08038	C01DX08
dr:D08039	R03AC06
dr:D08039	R03CC05
dr:D08043	D03AX05
dr:D08043	M09AX01
dr:D08043	R01AX09
dr:D08043	S01KA01
dr:D08044	C02DB02
dr:D08045	R05DA03
dr:D08046	R05DA03
dr:D08047	N02AA03
dr:D08048	C01BA13
dr:D08049	C01BA13
dr:D08050	P01BA02
dr:D08052	G03DA03
dr:D08053	G03DA03
dr:D08054	N05BB01
dr:D08056	M05BA06
dr:D08057	C01CA16
dr:D08057	S01FB03
dr:D08058	C01EB16
dr:D08058	G02CC01
dr:D08058	M01AE01
dr:D08058	M02AA13
dr:D08058	R02AX02
dr:D08059	C01EB16
dr:D08059	G02CC01
dr:D08059	M01AE01
dr:D08059	M02AA13
dr:D08059	R02AX02
dr:D08060	C01BD05
dr:D08062	L01DB06
dr:D08063	M02AX05
dr:D08064	C04AX28
dr:D08065	B01AC11
dr:D08066	L01XE01
dr:D08067	C09CA09
dr:D08068	C09AA16
dr:D08070	N06AA02
dr:D08071	N06AA02
dr:D08074	C07AA23
dr:D08075	R01AA15
dr:D08076	R01AA15
dr:D08079	A11HA07
dr:D08083	L04AA33
dr:D08084	V08AA05
dr:D08085	N06AF05
dr:D08086	L01XX19
dr:D08088	R05DB04
dr:D08090	C01CA02
dr:D08090	R03AB02
dr:D08090	R03CB01
dr:D08091	D04AA22
dr:D08091	R06AD09
dr:D08092	C04AA01
dr:D08093	C04AA01
dr:D08094	A03FA07
dr:D08095	C01EB17
dr:D08098	N01AX03
dr:D08099	C02KD01
dr:D08100	N02AB01
dr:D08101	N02AB01
dr:D08102	M01AE03
dr:D08102	M02AA10
dr:D08103	M01AE03
dr:D08103	M02AA10
dr:D08104	M01AB15
dr:D08104	S01BC05
dr:D08105	R06AX17
dr:D08105	S01GX08
dr:D08106	C07AG01
dr:D08108	L01XE07
dr:D08109	J01DD06
dr:D08111	C08CA13
dr:D08113	L02AE02
dr:D08114	P02CE01
dr:D08115	S01ED03
dr:D08116	N01BB10
dr:D08117	R01AC02
dr:D08117	S01GX02
dr:D08118	R06AE09
dr:D08119	R05DB27
dr:D08120	J01MA12
dr:D08120	S01AE05
dr:D08121	N07BC05
dr:D08122	N07BC05
dr:D08127	C01BB01
dr:D08127	C05AD01
dr:D08127	D04AB01
dr:D08127	N01BB02
dr:D08127	R02AD02
dr:D08127	S01HA07
dr:D08127	S02DA01
dr:D08130	N06BA12
dr:D08131	C09AA03
dr:D08132	G02CB02
dr:D08132	N02CA07
dr:D08133	N05AN01
dr:D08134	N05AN01
dr:D08135	N05AN01
dr:D08136	N05AN01
dr:D08137	N05AN01
dr:D08139	S01GX05
dr:D08140	N06AA07
dr:D08141	N07BC04
dr:D08142	M01AB09
dr:D08143	J01DC08
dr:D08144	A07DA03
dr:D08145	N05CD11
dr:D08146	C09CA01
dr:D08147	S01BA14
dr:D08148	N05AH01
dr:D08152	D06BB07
dr:D08152	J05AX02
dr:D08155	C08CA11
dr:D08157	N04AA10
dr:D08160	A03AA04
dr:D08161	R06AX15
dr:D08162	M01AG04
dr:D08162	M02AA18
dr:D08163	R06AE05
dr:D08166	G03AC06
dr:D08166	G03DA02
dr:D08166	L02AB02
dr:D08167	G03AC05
dr:D08167	G03DB02
dr:D08167	L02AB01
dr:D08170	N05CH01
dr:D08171	N06AA14
dr:D08172	N05AD03
dr:D08173	L01AA03
dr:D08174	N06DX01
dr:D08177	B02BA02
dr:D08179	P01AX05
dr:D08180	C01CA11
dr:D08181	N01BB03
dr:D08182	N02AX05
dr:D08183	D04AA02
dr:D08183	R06AC01
dr:D08184	D04AA02
dr:D08184	R03DA12
dr:D08184	R06AC01
dr:D08185	J01DH02
dr:D08187	N06BA03
dr:D08190	N02BB02
dr:D08191	J01CA14
dr:D08192	C01CA09
dr:D08193	A14AA04
dr:D08194	C02AA05
dr:D08195	N07BC02
dr:D08199	J01XX05
dr:D08201	C01CA10
dr:D08204	L01XD03
dr:D08205	C02AB01
dr:D08207	G02AB01
dr:D08209	N04AA03
dr:D08212	C02CA03
dr:D08214	A01AB17
dr:D08214	D06BX01
dr:D08214	G01AF01
dr:D08214	J01XD01
dr:D08214	P01AB01
dr:D08215	C01BB02
dr:D08216	N06AX03
dr:D08217	C08CX01
dr:D08218	J02AX05
dr:D08219	S01AA22
dr:D08220	C01CA17
dr:D08222	N06AX17
dr:D08224	L01DB07
dr:D08225	C09AA13
dr:D08226	N05AE02
dr:D08227	D07AC13
dr:D08227	D07XC03
dr:D08227	R01AD09
dr:D08227	R03BA07
dr:D08229	R03DC03
dr:D08232	B02BD02
dr:D08233	N02AA01
dr:D08234	N02AA01
dr:D08235	N05AX10
dr:D08237	J01MA14
dr:D08237	S01AE07
dr:D08238	A03AD30
dr:D08239	C04AX10
dr:D08239	G04BE06
dr:D08241	H01CA02
dr:D08242	J01CF06
dr:D08243	C05CX02
dr:D08244	C04AX21
dr:D08245	D01AE22
dr:D08246	N02AF02
dr:D08247	V03AB02
dr:D08248	V03AB02
dr:D08249	A06AH04
dr:D08249	V03AB15
dr:D08250	A14AB01
dr:D08250	S01XA11
dr:D08251	A14AB01
dr:D08251	S01XA11
dr:D08253	R01AA08
dr:D08253	R01AB02
dr:D08253	S01GA01
dr:D08254	C02DB03
dr:D08255	N02CC02
dr:D08257	N06AX06
dr:D08258	N02BG06
dr:D08259	J05AE04
dr:D08260	A01AB08
dr:D08260	A07AA01
dr:D08260	B05CA09
dr:D08260	D06AX04
dr:D08260	J01GB05
dr:D08260	R02AB01
dr:D08260	S01AA03
dr:D08260	S02AA07
dr:D08260	S03AA01
dr:D08261	N07AA01
dr:D08261	S01EB06
dr:D08262	V08CA05
dr:D08263	A12CC08
dr:D08265	M09AA01
dr:D08266	A06AD12
dr:D08267	M09AA01
dr:D08268	J01GB07
dr:D08268	S01AA23
dr:D08270	C08CA04
dr:D08271	C04AE02
dr:D08273	N02AA04
dr:D08275	M01AX02
dr:D08275	M02AA17
dr:D08276	L01AD06
dr:D08280	N06BX10
dr:D08281	G03DB04
dr:D08283	N05BA16
dr:D08284	C01CA03
dr:D08285	G03AC01
dr:D08285	G03DC02
dr:D08286	C01CA05
dr:D08287	J01MA06
dr:D08287	S01AE02
dr:D08288	N06AA10
dr:D08289	R02AA21
dr:D08290	L01XX36
dr:D08291	J01MA01
dr:D08291	S01AE01
dr:D08291	S02AA16
dr:D08293	R01AC08
dr:D08293	S01GX09
dr:D08295	A07EC03
dr:D08296	D01AC13
dr:D08296	G01AF16
dr:D08297	N06AA05
dr:D08300	R03AB03
dr:D08300	R03CB03
dr:D08301	G03XC04
dr:D08306	J05AH02
dr:D08307	J01CF04
dr:D08308	C01CA08
dr:D08308	S01GA06
dr:D08309	C01CA08
dr:D08309	S01GA06
dr:D08310	R05DB09
dr:D08311	C05AD06
dr:D08312	N02CX06
dr:D08313	D01AC11
dr:D08313	G01AF17
dr:D08316	R05DB07
dr:D08317	R05DB07
dr:D08318	C07AA02
dr:D08319	D04AB03
dr:D08319	S01HA02
dr:D08321	C01DX03
dr:D08322	R01AA05
dr:D08322	R01AB07
dr:D08322	S01GA04
dr:D08324	M01AA03
dr:D08324	M02AA04
dr:D08324	S01BC02
dr:D08325	A03AA01
dr:D08326	A06AB01
dr:D08330	M01CC01
dr:D08334	R05DB05
dr:D08335	R05DB05
dr:D08337	J01EA03
dr:D08339	N04BC02
dr:D08340	C08EX02
dr:D08341	N05AB03
dr:D08342	N05AB03
dr:D08343	N02AB02
dr:D08346	G04BX06
dr:D08349	N06AF03
dr:D08350	J01CE05
dr:D08351	A10BA01
dr:D08352	A10BA01
dr:D08353	R06AX04
dr:D08354	B01AA02
dr:D08355	D04AA16
dr:D08355	R06AB05
dr:D08356	N03AA02
dr:D08357	P03AC03
dr:D08358	C04AX02
dr:D08360	J01CE02
dr:D08362	C04AB01
dr:D08362	V03AB36
dr:D08363	M01AA01
dr:D08363	M02AA01
dr:D08364	M01AA01
dr:D08364	M02AA01
dr:D08365	C01CA06
dr:D08365	R01AA04
dr:D08365	R01AB01
dr:D08365	R01BA03
dr:D08365	S01FB01
dr:D08365	S01GA05
dr:D08366	C01CA06
dr:D08366	R01AA04
dr:D08366	R01AB01
dr:D08366	R01BA03
dr:D08366	S01FB01
dr:D08366	S01GA05
dr:D08368	R01BA01
dr:D08369	A03AX12
dr:D08374	M02AA28
dr:D08375	M02AA28
dr:D08376	N07AX01
dr:D08376	S01EB01
dr:D08378	A10BG03
dr:D08379	J01MB04
dr:D08380	J01CA12
dr:D08381	P02CB01
dr:D08382	A03AA30
dr:D08385	N05AC04
dr:D08386	L01DB08
dr:D08387	R03AC08
dr:D08387	R03CC07
dr:D08389	A02BX03
dr:D08390	N06BX08
dr:D08396	J01CA02
dr:D08397	N02CX01
dr:D08398	C10AX08
dr:D08399	D08AC05
dr:D08401	A07AA05
dr:D08401	J01XB02
dr:D08401	S01AA18
dr:D08401	S02AA11
dr:D08401	S03AA03
dr:D08405	N06BX16
dr:D08407	C05AD07
dr:D08407	D04AB07
dr:D08408	R03DC02
dr:D08409	A14AA07
dr:D08409	G03XX01
dr:D08410	C10AA03
dr:D08411	C02CA01
dr:D08412	A07EA01
dr:D08412	C05AA04
dr:D08412	D07AA03
dr:D08412	D07XA02
dr:D08412	H02AB06
dr:D08412	R01AD02
dr:D08412	S01BA04
dr:D08412	S01CB02
dr:D08412	S02BA03
dr:D08412	S03BA02
dr:D08413	A07EA01
dr:D08413	C05AA04
dr:D08413	D07AA03
dr:D08413	D07XA02
dr:D08413	H02AB06
dr:D08413	R01AD02
dr:D08413	S01BA04
dr:D08413	S01CB02
dr:D08413	S02BA03
dr:D08413	S03BA02
dr:D08414	A07EA01
dr:D08414	C05AA04
dr:D08414	D07AA03
dr:D08414	D07XA02
dr:D08414	H02AB06
dr:D08414	R01AD02
dr:D08414	S01BA04
dr:D08414	S01CB02
dr:D08414	S02BA03
dr:D08414	S03BA02
dr:D08415	A07EA01
dr:D08415	C05AA04
dr:D08415	D07AA03
dr:D08415	D07XA02
dr:D08415	H02AB06
dr:D08415	R01AD02
dr:D08415	S01BA04
dr:D08415	S01CB02
dr:D08415	S02BA03
dr:D08415	S03BA02
dr:D08416	A07EA03
dr:D08416	H02AB07
dr:D08417	R05DB18
dr:D08418	M03BX03
dr:D08419	M03BX03
dr:D08420	P01BA03
dr:D08421	C01BA02
dr:D08422	C05AD05
dr:D08422	N01BA02
dr:D08422	S01HA05
dr:D08423	L01XB01
dr:D08424	R03AC16
dr:D08424	R03CC08
dr:D08425	N04AA04
dr:D08426	N04AA05
dr:D08427	M01AB14
dr:D08428	P01BB01
dr:D08430	N05AA03
dr:D08431	G03DB07
dr:D08432	D04AA10
dr:D08432	R06AD02
dr:D08434	N02BE05
dr:D08435	C01BC03
dr:D08436	D08AC03
dr:D08436	S01AX15
dr:D08438	J01CE03
dr:D08439	N05CM06
dr:D08440	S01AX10
dr:D08441	G04BD06
dr:D08443	C07AA05
dr:D08445	V03AB14
dr:D08446	N05AX07
dr:D08447	N06AA11
dr:D08448	S01HA04
dr:D08449	R01BA02
dr:D08451	P02CC01
dr:D08453	C02KC01
dr:D08454	A11HA02
dr:D08456	N05AH04
dr:D08457	G02CB04
dr:D08458	C01BA01
dr:D08459	C01BA01
dr:D08460	P01BC01
dr:D08461	P01BC01
dr:D08462	D04AB05
dr:D08463	A02BC04
dr:D08464	A07XA04
dr:D08465	G03XC01
dr:D08468	M05BX03
dr:D08469	N04BD02
dr:D08472	N06AX18
dr:D08473	N01AH06
dr:D08474	R03AC15
dr:D08474	R03CC14
dr:D08477	A11CA01
dr:D08477	D10AD02
dr:D08477	R01AX02
dr:D08477	S01XA02
dr:D08478	J01GB10
dr:D08479	J04AB02
dr:D08480	J04AB03
dr:D08480	S01AA16
dr:D08480	S02AA12
dr:D08482	C02AC06
dr:D08483	J05AC02
dr:D08484	M05BA07
dr:D08485	N02CC04
dr:D08488	C10BX03
dr:D08489	N04BC04
dr:D08490	N01BB09
dr:D08491	A10BG02
dr:D08492	C10AA07
dr:D08493	S01ED51
dr:D08494	A02BA06
dr:D08495	A02BA06
dr:D08496	J01MA10
dr:D08497	R06AX28
dr:D08499	C05CA01
dr:D08501	D03AX12
dr:D08504	V10BX02
dr:D08505	A16AX07
dr:D08509	H01AC04
dr:D08509	V04CD03
dr:D08510	D01AC14
dr:D08510	G01AF19
dr:D08512	V03AE02
dr:D08513	A08AA10
dr:D08514	G04BE03
dr:D08515	A05BA03
dr:D08516	A10BH01
dr:D08517	C02KX03
dr:D08520	R05CB07
dr:D08521	M01CB02
dr:D08522	G04BD08
dr:D08523	V04CD05
dr:D08524	L01XE05
dr:D08525	C07AA07
dr:D08526	J01XX04
dr:D08527	J01FA02
dr:D08528	J01FA02
dr:D08529	C09AA11
dr:D08530	B06AA55
dr:D08531	A07AA04
dr:D08531	J01GA01
dr:D08532	G04BX10
dr:D08533	J01CG01
dr:D08534	J01CA16
dr:D08535	D01AC09
dr:D08538	J01ED01
dr:D08539	J01EB03
dr:D08540	J01ED05
dr:D08543	D06BA05
dr:D08543	J01EB06
dr:D08546	A02BX08
dr:D08547	B01AB11
dr:D08548	V04CE02
dr:D08549	N05AL02
dr:D08552	L01XE04
dr:D08554	D05AX04
dr:D08555	N06DA01
dr:D08556	D11AH01
dr:D08556	L04AD02
dr:D08557	J01CA15
dr:D08559	L02BA01
dr:D08560	G04CA02
dr:D08562	L03AX11
dr:D08563	J01EA03
dr:D08566	C09AA14
dr:D08567	J01CA17
dr:D08569	G04CA03
dr:D08570	R03AC03
dr:D08570	R03CC03
dr:D08571	H01BA04
dr:D08572	C07AA16
dr:D08573	G03BA03
dr:D08574	G03BA03
dr:D08575	N07XX06
dr:D08578	R01AA06
dr:D08578	R01AB03
dr:D08578	S01GA02
dr:D08579	R05DA10
dr:D08580	A11DA01
dr:D08581	A11DA01
dr:D08582	J01BA02
dr:D08583	J01BA02
dr:D08584	J04AK07
dr:D08585	N05AB08
dr:D08587	D04AA01
dr:D08587	R01AC06
dr:D08587	R06AC06
dr:D08588	N03AG06
dr:D08589	N06AX14
dr:D08590	N05AL03
dr:D08593	J01CA13
dr:D08594	B01AC05
dr:D08597	N02AX01
dr:D08599	M05BA05
dr:D08600	C07AA06
dr:D08600	S01ED01
dr:D08603	L01BB03
dr:D08604	R05DB24
dr:D08605	J05AE09
dr:D08606	N07XX01
dr:D08607	B01AC17
dr:D08608	A03AC05
dr:D08610	A07EA05
dr:D08610	R01AD07
dr:D08611	M03BX02
dr:D08612	A11HA03
dr:D08614	C04AB02
dr:D08614	M02AX02
dr:D08617	M02AX06
dr:D08617	M03BX04
dr:D08618	L01XX17
dr:D08619	C03CA04
dr:D08620	L02BA02
dr:D08622	V10XA53
dr:D08623	N02AX02
dr:D08624	R01AA09
dr:D08625	N06AF04
dr:D08626	N06AX05
dr:D08628	B01AC21
dr:D08629	R03AC09
dr:D08629	R03CC09
dr:D08634	N05CM07
dr:D08635	L02BX02
dr:D08636	N05AB06
dr:D08637	N05AD02
dr:D08638	N04AA01
dr:D08639	A03AA05
dr:D08642	C01EB15
dr:D08643	R06AA10
dr:D08644	J01EA01
dr:D08645	D04AA04
dr:D08645	R06AC04
dr:D08646	C01EB10
dr:D08647	C01EB10
dr:D08648	R06AX07
dr:D08649	L02AE04
dr:D08652	D06BB02
dr:D08652	J05AC03
dr:D08653	N04AA12
dr:D08654	J01MA13
dr:D08655	M03AA02
dr:D08658	R01AA13
dr:D08659	H03BX02
dr:D08660	D07AC21
dr:D08661	S01EE02
dr:D08662	C02CA06
dr:D08663	C03BC01
dr:D08664	J05AB11
dr:D08667	N03AG01
dr:D08668	G04BE09
dr:D08669	N07BA03
dr:D08670	N06AX16
dr:D08673	N06AX09
dr:D08674	N02BG05
dr:D08675	L01CA01
dr:D08676	C04AX17
dr:D08677	C04AX07
dr:D08678	C04AX07
dr:D08679	L01CA02
dr:D08680	L01CA04
dr:D08681	B02BD10
dr:D08682	B01AA03
dr:D08684	R01AA07
dr:D08684	R01AB06
dr:D08684	S01GA03
dr:D08685	G04BE04
dr:D08686	N02BG08
dr:D08687	N05AE04
dr:D08688	C09AA15
dr:D08689	M05BA08
dr:D08690	N05CF02
dr:D08691	N05AF05
dr:D08692	N05AF05
dr:D08693	N05AF05
dr:D08695	N02AA58
dr:D08699	R01AD58
dr:D08699	R03AK06
dr:D08705	A09AA01
dr:D08735	C04AX24
dr:D08736	A01AA51
dr:D08738	C05CX03
dr:D08752	B06AA02
dr:D08759	V09GA04
dr:D08761	V09GA06
dr:D08762	V09GA04
dr:D08765	V09BA03
dr:D08766	V09DB07
dr:D08768	D04AA10
dr:D08768	R06AD02
dr:D08770	V01AA20
dr:D08771	V01AA20
dr:D08772	J01DD62
dr:D08773	J01CA51
dr:D08773	J01CR50
dr:D08773	J01RA01
dr:D08774	A02BD07
dr:D08774	J01RA01
dr:D08775	J05AR02
dr:D08776	J07AL01
dr:D08777	J07BK01
dr:D08778	J07BC02
dr:D08782	J06BB02
dr:D08791	J06BB02
dr:D08792	B02BB01
dr:D08792	B02BC30
dr:D08794	B02BD04
dr:D08796	B01AD12
dr:D08797	B02BD04
dr:D08798	B02BD02
dr:D08801	J06BB02
dr:D08802	B02BD07
dr:D08805	L03AB03
dr:D08837	R03BB05
dr:D08843	A10BJ04
dr:D08844	L03AB12
dr:D08854	L01DB10
dr:D08860	L04AA32
dr:D08865	C09CA09
dr:D08870	L01XX49
dr:D08872	S01AE08
dr:D08876	J05AP03
dr:D08879	N03AX23
dr:D08880	L01XX45
dr:D08881	L01XE32
dr:D08883	L01XE32
dr:D08884	J01DI02
dr:D08886	J01DI01
dr:D08890	C10AB11
dr:D08892	C08CA16
dr:D08894	D01AE04
dr:D08895	G03GA09
dr:D08897	A10BK01
dr:D08900	L01XE19
dr:D08901	L02BX02
dr:D08903	A02BC06
dr:D08914	L01XX41
dr:D08919	J01DI03
dr:D08923	G04BD11
dr:D08930	S01KA02
dr:D08933	L01XC26
dr:D08938	N07XX10
dr:D08946	C10AX11
dr:D08950	L01XE45
dr:D08953	L01XE08
dr:D08956	L01XX40
dr:D08958	G03XC05
dr:D08964	N03AX22
dr:D08966	C01CA06
dr:D08966	R01AA04
dr:D08966	R01AB01
dr:D08966	R01BA03
dr:D08966	S01FB01
dr:D08966	S01GA05
dr:D08969	N05AX17
dr:D08971	L03AX16
dr:D08976	L04AX06
dr:D08977	A02BX13
dr:D08985	R03DX08
dr:D08988	A04AD14
dr:D08990	B02BX04
dr:D08996	A10BH03
dr:D08997	D06BB12
dr:D09000	A06AD17
dr:D09000	A06AG01
dr:D09000	B05XA09
dr:D09012	J05AP02
dr:D09015	H01AC06
dr:D09016	B02BC06
dr:D09016	B02BD30
dr:D09017	B01AC24
dr:D09029	A16AB10
dr:D09032	L01CA05
dr:D09033	L04AD03
dr:D09038	C09XA01
dr:D09186	N07AA51
dr:D09187	G03FA11
dr:D09187	G03FB09
dr:D09188	G03FA01
dr:D09188	G03FB05
dr:D09189	J07AG51
dr:D09190	L04AA04
dr:D09196	C09DA06
dr:D09197	C09DA03
dr:D09205	A06AX05
dr:D09206	B01AD08
dr:D09207	L01XC09
dr:D09213	V08AA09
dr:D09214	L04AC05
dr:D09215	N03AF04
dr:D09216	N05AB05
dr:D09217	L01XX37
dr:D09219	C09DA07
dr:D09314	L01XC10
dr:D09315	L04AC08
dr:D09316	M04AX02
dr:D09317	N02BG10
dr:D09318	R03AC18
dr:D09319	R03AC18
dr:D09321	L01XC15
dr:D09323	M09AX03
dr:D09325	L01XC19
dr:D09330	J01MA23
dr:D09331	J01MA23
dr:D09337	L01XC23
dr:D09339	A02BC05
dr:D09347	B02BX09
dr:D09348	B02BX09
dr:D09355	A06AX04
dr:D09360	A05AA04
dr:D09371	L01XC21
dr:D09388	N05CH03
dr:D09393	D06BX02
dr:D09394	A07AA12
dr:D09400	L02BX02
dr:D09535	G04BD12
dr:D09539	N03AX12
dr:D09544	D06AX14
dr:D09546	B01AF03
dr:D09566	A10BH05
dr:D09567	G03AD02
dr:D09567	G03XB02
dr:D09568	M01AE18
dr:D09569	N03AX21
dr:D09570	R06AX29
dr:D09572	C02KX05
dr:D09574	L01XX44
dr:D09574	S01LA05
dr:D09575	J05AX23
dr:D09587	L01XC12
dr:D09588	L04AC09
dr:D09592	A10BK02
dr:D09595	R03AK07
dr:D09596	M09AB02
dr:D09598	J01DH06
dr:D09612	N03AF04
dr:D09617	V09AX05
dr:D09637	C10AX12
dr:D09638	C10AX12
dr:D09646	S01XA22
dr:D09653	P02CB01
dr:D09654	L01DB11
dr:D09669	L04AC11
dr:D09673	N07XX08
dr:D09674	N07XX08
dr:D09675	A16AB11
dr:D09683	L01XE34
dr:D09685	J01XX11
dr:D09686	J01XX11
dr:D09687	G03AD02
dr:D09687	G03XB02
dr:D09698	N06AX24
dr:D09699	N06AX24
dr:D09701	L02BX03
dr:D09710	B01AF03
dr:D09720	J05AG05
dr:D09724	L01XE13
dr:D09725	J07BB02
dr:D09727	A10AE06
dr:D09728	L01XE14
dr:D09729	A10BJ03
dr:D09730	L01XX46
dr:D09731	L01XE16
dr:D09733	L01XE13
dr:D09739	A02BX05
dr:D09741	G03FA17
dr:D09742	A02BD03
dr:D09742	J01RA01
dr:D09743	C09DB04
dr:D09744	A10BD05
dr:D09745	C09DB01
dr:D09750	N06DA05
dr:D09753	A10BH03
dr:D09755	L01CD04
dr:D09760	C01EB16
dr:D09760	G02CC01
dr:D09760	M01AE01
dr:D09760	M02AA13
dr:D09760	R02AX02
dr:D09761	L01XC25
dr:D09763	A10BK01
dr:D09765	B01AC26
dr:D09766	B01AC26
dr:D09773	J04AC01
dr:D09783	L04AA29
dr:D09785	J04AK06
dr:D09790	A07EB01
dr:D09790	D11AH03
dr:D09790	R01AC01
dr:D09790	R03BC01
dr:D09790	S01GX01
dr:D09793	J01DD07
dr:D09794	C01CA03
dr:D09795	V08CA01
dr:D09796	A01AC03
dr:D09796	A07EA02
dr:D09796	C05AA01
dr:D09796	D07AA02
dr:D09796	D07XA01
dr:D09796	H02AB09
dr:D09796	S01BA02
dr:D09796	S01CB03
dr:D09796	S02BA01
dr:D09802	D08AH01
dr:D09802	G01AC05
dr:D09802	R02AA02
dr:D09808	R06AA08
dr:D09813	L04AX04
dr:D09815	S01ED51
dr:D09818	R05DB09
dr:D09819	N05AA01
dr:D09820	H01BA01
dr:D09847	C01AA08
dr:D09848	A10BD06
dr:D09855	M09AX05
dr:D09872	J04AK05
dr:D09873	J04AK05
dr:D09874	R03DX10
dr:D09876	N05AX15
dr:D09881	V03AX03
dr:D09883	L01XE47
dr:D09889	A10BJ05
dr:D09893	A16AX10
dr:D09894	A16AX10
dr:D09900	M09AX06
dr:D09916	R07AX02
dr:D09919	L01XE29
dr:D09920	L01XE29
dr:D09921	M04AB05
dr:D09922	M04AB05
dr:D09939	L01XC27
dr:D09946	B03XA04
dr:D09947	B03XA04
dr:D09948	A06AX07
dr:D09950	L01XE24
dr:D09951	L01XE24
dr:D09958	J05AG05
dr:D09959	L01XE18
dr:D09960	L01XE18
dr:D09965	J01FA16
dr:D09966	L01XX51
dr:D09967	L04AC10
dr:D09970	L04AA29
dr:D09973	A16AX15
dr:D09974	A16AX15
dr:D09975	A16AX15
dr:D09980	L01XC14
dr:D09985	A16AX13
dr:D09988	H01CB04
dr:D09989	G04BE09
dr:D09992	L01XX43
dr:D09993	V03AE08
dr:D09994	B01AC27
dr:D09996	L01XE15
dr:D09997	N05AX15
dr:D09998	B03XA03
dr:D09999	N02AJ13
dr:D10000	B03XA01
dr:D10001	L04AA27
dr:D10002	V09AX06
