atc	icd
A02BX13	K21
A02BC01	K21
A02BA04	K21
A02BA02	K21
A02BA01	K21
A02BC02	K21
A02BC03	K21
A02BA03	K21
A03FA01	K21
A02BC04	K21
A02BC06	K21
A02BC05	K21
A02BA01	K21
A02BC05	K21
A02BC05	K21
A02BC05	K21
C03DA01	E26.0
H02CA01	E26.0
C03DA02	E26.0
H01AA01	M33
L04AX01	M33
S03BA02	M33
S01BA03	M33
L01AA01	M33
S03BA03	M33
S03BA02	M33
H02AB04	M33
S02BA01	M33
S03BA01	M33
S03BA01	M33
S01BA05	M33
H02AB04	M33
H02AB07	M33
L04AD02	M33
S01BA05	M33
S02BA01	M33
S03BA02	M33
H02AB04	M33
A14AA05	D47.4
G03BA03	D47.4
L01XE18	D47.4
S03BA02	M35.3
S03BA03	M35.3
S03BA02	M35.3
H02AB04	M35.3
S02BA01	M35.3
S03BA01	M35.3
S03BA01	M35.3
S01BA05	M35.3
H02AB07	M35.3
S03BA02	M35.3
H02AB04	M35.3
N04BC06	N64.3
N04BC01	N64.3
G02CB06	N64.3
M03AX01	G24.3
M03AX01	G24.3
N05CD09	G47.0
N05CD02	G47.0
N05CD05	G47.0
N05CM07	G47.0
N06AA12	G47.0
N05CF04	G47.0
N05CM03	G47.0
N05CF01	G47.0
N05CD06	G47.0
N05CA02	G47.0
N03AA02	G47.0
N05CD04	G47.0
N05CD03	G47.0
N05CD01	G47.0
N05CH02	G47.0
R06AA02	G47.0
N05CA06	G47.0
N05CF02	G47.0
N05CM19	G47.0
N05CA01	G47.0
N03AA02	G47.0
N05CD10	G47.0
P02BA01	B66.1
N07BB04	F10.5
N07BB04	F10.5
N07BB03	F10.5
P03AA04	F10.5
N07BB05	F10.5
L01XX05	D47.3
L01XX35	D47.3
L01AD06	C82
L01DB07	C82
L01AA09	C82
L01XC02	C82
L04AA40	C82
L01DB03	C82
L01BC05	C82
L01AA02	C82
L01XX02	C82
V10XX02	C82
L03AX16	C82
L01AD07	C82
L01XC15	C82
L01BB05	C82
L01AA06	C82
L01XA01	C82
L01CA03	C82
L01BC01	C82
L01DB04	C82
L01DB01	C82
L01XX19	C82
H02AB04	C82
L01CA01	C82
L03AB05	C82
L01DC01	C82
L01DB08	C82
L01XA02	C82
S03BA02	C82
L01CB01	C82
L01AD01	C82
L01XX47	C82
C01CA27	G23
A03AA07	K58
A03CA02	K58
A03BA03	K58
A03AE01	K58
A06AC08	K58
A06AX04	K58
A03AB05	K58
A07DA06	K58
A03AB12	K58
A03AA05	K58
C05AD06	K58
N05BA12	K58
M03BX09	G11
M03BX02	G11
M03CA01	G11
M03BX01	G11
V04CJ02	G11
P02BA01	B66
N04BC01	E22.0
H01CB02	E22.0
H01CB05	E22.0
H01CB03	E22.0
R07AX01	I27.0
B01AC19	I27.0
A11HA01	I73.0
S03BA02	I73.0
C10AD02	I73.0
C10AD01	I73.0
C04AA01	I73.0
S03BA03	I73.0
H02AB04	I73.0
S03BA01	I73.0
S01BA05	I73.0
S03BA02	I73.0
H02AB04	I73.0
R07AX01	I27
C02KX01	I27
B01AC09	I27
C02KX02	I27
B01AC09	I27
B01AC19	I27
B01AC11	I27
G04BE08	I27
G04BE03	I27
B01AC27	I27
C02KX05	I27
C02KX04	I27
G04BE03	I27
B01AC21	I27
C02KX05	I27.2
N03AX16	G53.0
N03AX12	G53.0
N03AX12	G53.0
B01AE03	I73.1
G04BE01	I73.1
B02BX03	I73.1
C04AF01	I73.1
C10AD01	I73.1
G04BE01	I73.1
C04AA01	I73.1
B01AE03	I70
G04BE01	I70
A11HA03	I70
B02BX03	I70
C10AD01	I70
G04BE01	I70
C04AA01	I70
P02BA01	B66.0
B01AE03	I74
G04BE01	I74
C04AD03	I74
B01AC19	I74
B01AC23	I74
B02BX03	I74
B01AC05	I74
G04BE01	I74
R02AX02	Q25.0
S01BC01	Q25.0
C05AE01	P29
C02DD01	P29
C01CE02	P29
C01CE02	P29
C01DX16	P29
C05AE02	P29
C08CA04	P29
S01ED02	I20
V03AB22	I20
C08CA15	I20
C01DX11	I20
C08CA07	I20
C05AE01	I20
C07AB08	I20
C07AA03	I20
C10AA02	I20
C01EB18	I20
C07AG02	I20
C07AB07	I20
C07AB03	I20
C01DX16	I20
C07AA01	I20
N02BA01	I20
C08CA01	I20
C07AB02	I20
C08CA08	I20
C01DA14	I20
C05AE02	I20
C07AB04	I20
S01ED05	I20
C01DX10	I20
B01AC22	I20
C08CA05	I20
B01AC56	I20
R03DA05	I20
C08DA01	I20
C08EA02	I20
C07AA12	I20
C07AA05	I20
C08DB01	I20
S01ED02	I10
C02AC02	I10
C09AA14	I10
C02BB01	I10
C09AA07	I10
C09AA09	I10
C09CA04	I10
C08CA15	I10
C08CA07	I10
D11AX01	I10
C07AB08	I10
C09AA02	I10
C09AA04	I10
C04AX02	I10
C02AA02	I10
C02CA01	I10
C09AA06	I10
C09AA10	I10
C07AA03	I10
C03DA04	I10
C03AA08	I10
C09DA04	I10
C03BA11	I10
C09CA03	I10
G04CA03	I10
S01EA04	I10
C09CA08	I10
C09CA06	I10
C07AB12	I10
C09DA09	I10
C03DB02	I10
C09XA02	I10
C09DB07	I10
C07AG02	I10
C07AB07	I10
C07AB09	I10
C02AB01	I10
C03AA06	I10
C09AA05	I10
C07AB03	I10
C03DA01	I10
C03BA05	I10
C03CA01	I10
C08CA01	I10
C09AA13	I10
C09CA07	I10
C03CA04	I10
C03AA03	I10
C07AB02	I10
A11HA03	I10
C09AA08	I10
C09AA01	I10
C09AA03	I10
C03BA09	I10
C02DB02	I10
C08CA08	I10
C03BA04	I10
C04AF01	I10
C07AB04	I10
S01ED05	I10
C07AG01	I10
C08CA10	I10
C09DA07	I10
C02LA51	I10
C09DA06	I10
C09DA01	I10
C08CA16	I10
C09DA03	I10
C09CA09	I10
C07AB02	I10
C08CA04	I10
C09AA16	I10
C08CA05	I10
C08CA11	I10
C09CA01	I10
C09DB01	I10
C08CA12	I10
C07AG02	I10
C02CA06	I10
C09DA04	I10
C09BB10	I10
C09DA02	I10
C09BA09	I10
C09BA13	I10
C09DA08	I10
C09DB05	I10
C02LB01	I10
C09BA03	I10
C03EA01	I10
C03EA01	I10
C03EA01	I10
C07BB02	I10
C07BB07	I10
C09BA01	I10
C09BA02	I10
C09BA06	I10
C09BA07	I10
C09DB02	I10
C09DX01	I10
C09DX03	I10
C09XA52	I10
C02LC01	I10
C03AA04	I10
C08DA01	I10
C09AA12	I10
C07AA12	I10
C07BA05	I10
C08CA03	I10
C09CA02	I10
C07AA05	I10
C07AB06	I10
C02CA04	I10
C07AB07	I10
C08CA02	I10
C08CA14	I10
C08DB01	I10
C07BA12	I10
C07CB03	I10
C09DB04	I10
C09DX05	I10
A03FA01	K28
A02BA06	K28
A12CC10	K28
A06AD01	K28
A03FA01	K28
A02BA08	K28
A02BX14	K28
G04BX01	K28
S01FA03	K28
A02AB01	K28
A02BC01	K28
A02BX13	K28
G02AD06	K28
R03BB06	K28
A02BC01	K28
A02BX02	K28
A03CA02	K28
A02BC01	K28
A02BX04	K28
A02BA04	K28
A02BX07	K28
A02BA02	K28
A03BB01	K28
A02BX11	K28
N05AL01	K28
A02BA01	K28
A03BA03	K28
A02BC03	K28
A02BA03	K28
A02BX03	K28
A02BC04	K28
A03AB19	K28
A03AB05	K28
A02BC05	K28
A03AA30	K28
A02BA01	K28
A02BC05	K28
C05AD06	K28
N05BA12	K28
A02BC05	K28
A02BC05	K28
C10AA01	E78
C10AX02	E78
C10AA07	E78
C10AB01	E78
C10AA02	E78
S01XA26	E78
V03AE06	E78
C10AC04	E78
C10AB05	E78
C10AA08	E78
C10AD02	E78
C10AA04	E78
C10AA03	E78
A10BG01	E78
A11HA03	E78
C10AX09	E78
C10AD01	E78
C10AA05	E78
C10AB04	E78
C10AB02	E78
C10BA05	E78
C10BA01	E78
C10BA02	E78
C10AX13	E78
C10AB11	E78
C10AA08	E78
C10AX14	E78
C10AA05	E78
N06AX21	M79.7
N03AX16	M79.7
C10AA07	E78.4
B05AA05	E78.4
C10AB05	E78.4
C10AD02	E78.4
C10AB11	E78.4
R02AX02	M79.2
N03AF01	M79.2
N03AX16	M79.2
L02AE01	N80
H01CA02	N80
G03FB01	N80
G03DB08	N80
G03DB01	N80
G03XA01	N80
L02AE02	N80
L02AE03	N80
L02AB02	N80
L02AE01	D25
H01CA02	D25
L02AE02	D25
A02BX14	H04.1
S01XA20	H04.1
S01XA25	H04.1
S01KA01	H04.1
S01XA18	H04.1
B03XA02	N19
G03BA03	N19
B03XA01	N19
B03XA01	N19
B03XA03	N19
A11HA03	T69.1
A11HA01	T69.1
C10AD02	T69.1
C01EB02	T69.1
C01EB02	T69.1
C04AA01	T69.1
S03BA03	T69.1
S01BA05	T69.1
S01AA12	H01.1
S01AE06	H01.1
S03BA02	H01.1
S01AE07	H01.1
S01CB05	H01.1
S01BA03	H01.1
S03AA06	H01.1
S02BA01	H01.1
S03BA03	H01.1
H02AB04	H01.1
S03BA01	H01.1
J01XA01	H01.1
S03BA01	H01.1
S01BA05	H01.1
S01BA05	H01.1
S02BA01	H01.1
S01AE05	H01.1
S03BA02	H01.1
H02AB04	H01.1
S03BA02	E05
B03BA01	E05
H03BB02	E05
H03BA02	E05
B03BA04	E05
V03AB33	E05
V10XA01	E05
N03AA02	E05
S03BA03	E05
S02BA01	E05
S03BA01	E05
S03BA01	E05
S01BA05	E05
S03BA02	E05
H02AB04	E05
N06AX21	F33
N05AA02	F33
N06AB03	F33
N06AA17	F33
N06AA16	F33
N06AB05	F33
N06AA07	F33
N06AB05	F33
N06AA02	F33
N05BA02	F33
N06AA04	F33
N06AX12	F33
N06AX05	F33
N06AB04	F33
N06AX06	F33
N06BA05	F33
N06AB06	F33
N06AX23	F33
N05AL01	F33
N05AA02	F33
N04BD01	F33
N06AX12	F33
N06AX23	F33
N05AX12	F33
N06AX24	F33
N06AX26	F33
N06CA01	F33
N06AB10	F33
N05AX16	F33
N06AB05	F33
N05BA01	F33
N06AA09	F33
N06BA03	F33
N06AX16	F33
N06AB08	F33
N06CA03	F33
S03BA02	E06.1
S01BA03	E06.1
S03BA03	E06.1
S03BA01	E06.1
S03BA01	E06.1
S01BA05	E06.1
S01BA05	E06.1
S02BA01	E06.1
S03BA02	E06.1
H02AB04	E06.1
D07AC10	L10
S03BA02	L10
S01BA03	L10
J04BA02	L10
D07AD01	L10
S03BA03	L10
S03BA02	L10
S03BA01	L10
S03BA03	L10
H02AB04	L10
S02BA01	L10
S03BA01	L10
S03BA03	L10
S03BA01	L10
S01BA05	L10
H02AB04	L10
H02AB07	L10
S01BA05	L10
S02BA01	L10
S03BA02	L10
H02AB04	L10
S03BA03	L10
R03BA07	L10
N05AA02	F20
N05AB02	F20
N05AB03	F20
C02AA02	F20
N05AA01	F20
N05AD01	F20
N05AB02	F20
N05AH01	F20
N05AB04	F20
N05AE04	F20
N05AE04	F20
N03AF01	F20
N05AH04	F20
N05AD01	F20
N05AE01	F20
N05AL01	F20
N05AH01	F20
N05AB03	F20
N05AA02	F20
N05AD05	F20
N05AB03	F20
N05AC01	F20
N05AE05	F20
N05AD01	F20
N05AX15	F20
N05AX12	F20
N05AH03	F20
N05AG02	F20
N05AH02	F20
N05AH03	F20
N05AX16	F20
N05AH05	F20
N05AX12	F20
N05AX11	F20
N05AA01	F20
N05AX08	F20
N05AB03	F20
N05AX10	F20
D07AC10	L12
S03BA02	L12
S01BA03	L12
J04BA02	L12
D07AD01	L12
S03BA03	L12
S03BA01	L12
S03BA03	L12
H02AB04	L12
S02BA01	L12
S03BA01	L12
S03BA03	L12
S03BA01	L12
S01BA05	L12
S01BA05	L12
S02BA01	L12
S03BA02	L12
H02AB04	L12
S03BA03	L12
R03BA07	L12
S01LA04	H35.8
S01LA05	H35.8
S03BA01	H35.8
S01BA05	H35.8
S01AX06	L21
S01XA26	L21
A11HA06	L21
D07AC10	L21
S03BA02	L21
J02AB02	L21
S02BA01	L21
S01XA26	L21
S01BA03	L21
D10AB02	L21
A11HA05	L21
A11HA06	L21
D07AC19	L21
S03BA03	L21
S03BA03	L21
H02AB04	L21
S02BA01	L21
S03BA01	L21
G01AX12	L21
S03BA01	L21
S01BA05	L21
S01BA05	L21
S02BA01	L21
S03BA02	L21
H02AB04	L21
N03AX09	F31
N05AA02	F31
N05AA01	F31
N05AH01	F31
N03AG01	F31
N05AE04	F31
N03AF01	F31
N05AH04	F31
N05AD01	F31
N05AN01	F31
N05AA02	F31
N05AE05	F31
N03AG01	F31
N05AX15	F31
N05AX12	F31
N05AH03	F31
N05AH05	F31
N05AA01	F31
N05AX08	F31
N06CA03	F31
S03BA01	L43
S01BA05	L43
R03BA01	L43
S01BA10	L43
D05BB01	L43
S03BA03	L43
H02AB04	L43
S03BA01	L43
S03BA03	L43
S03BA01	L43
S01BA05	L43
S01BA05	L43
S03BA02	L43
L04AX01	M31.3
S03BA02	M31.3
L01XC02	M31.3
L01AA01	M31.3
S03BA03	M31.3
H02AB04	M31.3
S03BA01	M31.3
S03BA01	M31.3
S01BA05	M31.3
H02AB04	M31.3
S01BA05	M31.3
S02BA01	M31.3
S03BA02	M31.3
H02AB04	M31.3
H01AA01	L40
D07AC08	L40
S01BC08	L40
D05AX05	L40
S01BC07	L40
S03BA01	L40
D07AC10	L40
D07AC21	L40
S01GX09	L40
D07AC07	L40
S02BA01	L40
S03BA02	L40
S03BA02	L40
R03BA01	L40
D05AC01	L40
S02BA01	L40
D05AX04	L40
D05AX03	L40
S01BA03	L40
L04AC05	L40
D10AB02	L40
S01BA10	L40
D05AX02	L40
D07AC19	L40
D05BB02	L40
L04AA32	L40
L04AA29	L40
D07AD01	L40
L04AC10	L40
L04AB01	L40
L04AB04	L40
L04AC16	L40
D05AX52	L40
L04AC12	L40
L04AC13	L40
L04AB02	L40
D05BB01	L40
D05BA02	L40
L04AX03	L40
S03BA03	L40
S03BA01	L40
S01XA18	L40
S03BA03	L40
H02AB04	L40
S02BA01	L40
S03BA01	L40
S03BA03	L40
S03BA01	L40
S01BA05	L40
S01BA05	L40
S02BA01	L40
L04AX03	L40
S03BA02	L40
H02AB04	L40
S03BA03	L40
R03BA07	L40
D07XC02	L40
H01AA01	N04
C03BA08	N04
C03CC01	N04
C03CA02	N04
C03AA04	N04
S03BA02	N04
C03DA01	N04
L01XC02	N04
S01BA03	N04
C03BA04	N04
C03EA01	N04
H01AA02	N04
L01AA01	N04
S03BA03	N04
S03BA02	N04
S01XA18	N04
H02AB04	N04
S02BA01	N04
S03BA01	N04
S03BA01	N04
S01BA05	N04
H02AB04	N04
S01BA05	N04
S02BA01	N04
S03BA02	N04
H02AB04	N04
L04AX01	M31.7
L01XC02	M31.7
L01AA01	M31.7
H02AB04	M31.7
D07AC10	L44.0
S03BA02	L44.0
D05AX04	L44.0
D05BB01	L44.0
S03BA03	L44.0
S03BA01	L44.0
S03BA03	L44.0
S01BA05	L44.0
S01BA05	L44.0
S03BA02	L44.0
S03BA03	L44.0
S01BA10	L42
D07AC19	L42
D07AD01	L42
S03BA03	L42
S03BA03	L42
R03BA07	L42
C10AX02	E78
N06AX21	F41.1
N06AB05	F41.1
N06AB05	F41.1
N05BA02	F41.1
N03AA02	F41.1
N05BA18	F41.1
N05BA22	F41.1
N06CA01	F41.1
N06AB10	F41.1
N03AA02	F41.1
N05BA01	F41.1
N06AX16	F41.1
N05BA12	F41.1
D07AC08	L40.3
S01BC08	L40.3
S03BA01	L40.3
D07AC10	L40.3
D07AC07	L40.3
S02BA01	L40.3
S03BA02	L40.3
S03BA02	L40.3
R03BA01	L40.3
S02BA01	L40.3
D05AX04	L40.3
S01BA03	L40.3
S01BA10	L40.3
D07AC19	L40.3
D07AD01	L40.3
L04AC10	L40.3
L04AB04	L40.3
L04AC16	L40.3
L04AC12	L40.3
L04AC13	L40.3
L04AB02	L40.3
D05BB01	L40.3
S03BA03	L40.3
S03BA01	L40.3
S01XA18	L40.3
S03BA03	L40.3
H02AB04	L40.3
S02BA01	L40.3
S03BA01	L40.3
S03BA03	L40.3
S03BA01	L40.3
S01BA05	L40.3
S01BA05	L40.3
S02BA01	L40.3
S03BA02	L40.3
H02AB04	L40.3
S03BA03	L40.3
R03BA07	L40.3
N06AB03	F41.0
N06AB05	F41.0
N06AB05	F41.0
N03AE01	F41.0
N06AB06	F41.0
N06AB05	F41.0
N06AX16	F41.0
N05BA12	F41.0
L01XC07	C48.1
L01XX54	C48.1
L01CA02	C22.3
L01CD01	C22.3
L03AB02	C71.6
L01XA01	C71.6
L01AD01	C71.6
L01BC01	G03
H05BX03	E21.1
D05AX03	E21.1
H05BX04	E21.1
H05BX01	E21.1
N06AB05	F93.2
N06AB06	F93.2
N06AB10	F93.2
N06AB05	F93.2
N06AX16	F93.2
N06AB08	F93.2
N05AA01	F48
N05AA01	F48
H01AA01	M08
M01AE12	M08
S03BA02	M08
A07EC01	M08
S01BA03	M08
L04AA24	M08
L04AB01	M08
L04AB04	M08
L04AC08	M08
L04AX03	M08
S03BA03	M08
S03BA02	M08
H02AB04	M08
S02BA01	M08
S03BA01	M08
L04AC07	M08
S03BA01	M08
S01BA05	M08
H02AB04	M08
H02AB07	M08
S01BA05	M08
S02BA01	M08
L04AX03	M08
S03BA02	M08
H02AB04	M08
D02AE01	L85.1
D05AX04	L85.1
D05BB01	L85.1
M02AA18	M45
H01AA01	M45
S03BA02	M45
N02BA01	M45
S01BA03	M45
L04AB05	M45
L04AB06	M45
L04AC10	M45
L04AB01	M45
L04AB04	M45
L04AB02	M45
M02AA12	M45
S03BA03	M45
S03BA02	M45
H02AB04	M45
S02BA01	M45
S03BA01	M45
S03BA01	M45
S01BA05	M45
H02AB04	M45
H02AB07	M45
S01BA05	M45
S02BA01	M45
S01BC01	M45
S03BA02	M45
H02AB04	M45
A03AX09	K86.1
B02AB04	K86.1
L04AA18	D30.0
L04AA18	D43.2
H01AA01	L51.2
S03BA02	L51.2
S01BA03	L51.2
S01KA01	L51.2
S03BA03	L51.2
S03BA02	L51.2
H02AB04	L51.2
S02BA01	L51.2
S03BA01	L51.2
S03BA01	L51.2
S01BA05	L51.2
H02AB04	L51.2
H02AB07	L51.2
S01BA05	L51.2
S02BA01	L51.2
S03BA02	L51.2
H02AB04	L51.2
H01AA01	L51.9
S01BA03	L51.9
S03BA02	L51.9
S02BA01	L51.9
S03BA01	L51.9
S03BA01	L51.9
H02AB04	L51.9
S01BA05	L51.9
S02BA01	L51.9
S03BA02	L51.9
H02AB04	L51.9
S01XA10	A81.1
L03AB01	A81.1
S03BA02	M31.6
H02AB04	M31.6
S02BA01	M31.6
S03BA01	M31.6
L04AC07	M31.6
H02AB04	M31.6
S01BA05	M31.6
H05BX02	E23.0
N06AB03	F50
N06BA12	F50
B02BX03	H91.2
M05BA07	M87.1
M05BA07	M87.1
M05BA08	M87.1
M05BA04	M87.1
L04AX01	M35.1
L01AA01	M35.1
H02AB04	M35.1
S03BA03	K72
H02AB04	K72
S03BA01	K72
S03BA01	K72
S03BA02	K72
H02AB04	K72
R03AC12	J44
R03AC13	J44
R03AC13	J44
R03DX07	J44
S01EC01	J44
R03CC03	J44
R03CB01	J44
R03BB06	J44
V03AB23	J44
R03CB03	J44
R03DA04	J44
R03AL03	J44
S01EC01	J44
R03CC08	J44
R03AC18	J44
R03AK06	J44
R03CC13	J44
R03CC04	J44
R03AK07	J44
R03AL02	J44
R03AL04	J44
R03AK10	J44
R03BB54	J44
R03DA05	J44
R03BB05	J44
R03BB07	J44
R03CC11	J44
R03CC02	J44
R03AC19	J44
R03BB01	J44
S03BA02	J44
R03AL08	J44
R03AL07	J44
R03BB04	J44
H02AB07	J44
R03CC11	J44
R03DA54	J44
H01AA01	H46
S03BA02	H46
S01BA03	H46
S03BA03	H46
H02AB04	H46
S03BA01	H46
S03BA01	H46
S01BA05	H46
S02BA01	H46
S03BA02	H46
H02AB04	H46
S03BA02	M30.3
N02BA01	M30.3
L04AB02	M30.3
S03BA02	M30.3
B01AB04	I80.2
L03AB01	G04.1
C01BA02	I49.4
C07AB04	I49.4
C01BA01	I49.4
C01BA03	I49.4
C01BC04	I49.4
C07AA05	I49.4
C05AE01	I21
C10AA02	I21
B01AD07	I21
C01CA03	I21
C07AB03	I21
N02BA01	I21
C10AD02	I21
C01CA04	I21
C07AB02	I21
C01CA03	I21
C05AE02	I21
B01AC25	I21
B01AC22	I21
B01AC26	I21
B01AC56	I21
C08DA01	I21
C07AA05	I21
S01XA14	I21
S03BA03	Q81
S03BA01	Q81
S03BA02	Q81
H02AB04	Q81
H01AC01	Q87.1
G03GA02	E28.2
G03GA05	E28.2
C05AE01	I25.1
C09AA04	I25.1
C10AD02	I25.1
H01AC01	Q77.4
S03BA02	M94.1
H02AB07	M94.1
N05AA01	E80
S01BC08	Q80
G04BE01	Q22.4
N05BA09	G40.4
N03AX09	G40.4
N03AE01	G40.4
N03AF03	G40.4
N03AX11	G40.4
N03AX17	G40.4
A11CC03	E20
D05AX03	E20
S03BA02	J44.8
L01AD06	C86.5
L01DB07	C86.5
L01BA05	C86.5
L01DB03	C86.5
L01BC05	C86.5
L01XX02	C86.5
L01XX49	C86.5
L01XC25	C86.5
L01AD07	C86.5
L01XX39	C86.5
L01AA06	C86.5
L01XA01	C86.5
L01CA03	C86.5
L01BC01	C86.5
L01DB04	C86.5
L01DB01	C86.5
L01XX19	C86.5
H02AB04	C86.5
L01CA01	C86.5
L01DC01	C86.5
L01DB08	C86.5
L01XA02	C86.5
S03BA02	C86.5
L01CB01	C86.5
L01AD01	C86.5
C02AC02	F90.0
N06BA09	F90.0
N06BA01	F90.0
N06BA04	F90.0
N06BA04	F90.0
N06BA11	F90.0
N06BA01	F90.0
N06BA02	F90.0
N06BA12	F90.0
N06BA03	F90.0
L01XD01	K22.7
S01BA03	I02
S03BA03	I02
H02AB04	I02
S02BA01	I02
S03BA01	I02
S03BA01	I02
S01BA05	I02
S01BA05	I02
S02BA01	I02
S03BA02	I02
H02AB04	I02
A16AB07	E74.0
M09AX06	G71.0
S03BA02	G71.0
G03EK01	Q56
G03BA01	Q56
G03BA03	Q56
G03GA01	Q56
P02CB02	B74
J04AK02	A31
J04AB04	A31
J01FA09	A31
S01AA26	A31
J04AB02	A31
J01GA01	A31
M05BX05	E83.3
