ds	icd	pathway
ds:H02261	G31.8	NA
ds:H02262	G31.8	NA
ds:H00063	G31.9	path:hsa03008
ds:H00063	G31.9	path:hsa04730
ds:H01891	G31.9	NA
ds:H01230	G35	NA
ds:H01490	G35	NA
ds:H01491	G36.0	NA
ds:H00809	G40.1	NA
ds:H01815	G40.1	NA
ds:H02214	G40.1	path:hsa04150
ds:H00606	G40.3	path:hsa04723
ds:H00606	G40.3	path:hsa04724
ds:H00606	G40.3	path:hsa04726
ds:H00606	G40.3	path:hsa04727
ds:H00606	G40.3	path:hsa04728
ds:H00783	G40.3	path:hsa04080
ds:H00783	G40.3	path:hsa04727
ds:H00783	G40.3	path:hsa04728
ds:H00806	G40.3	path:hsa04725
ds:H00808	G40.3	path:hsa04010
ds:H00808	G40.3	path:hsa04727
ds:H00810	G40.3	NA
ds:H01775	G40.3	NA
ds:H01994	G40.3	NA
ds:H01995	G40.3	NA
ds:H02150	G40.3	NA
ds:H02212	G40.3	NA
ds:H02213	G40.3	NA
ds:H02215	G40.3	path:hsa04727
ds:H02216	G40.3	NA
ds:H02217	G40.3	NA
ds:H00577	G40.4	NA
ds:H00783	G40.4	path:hsa04080
ds:H00783	G40.4	path:hsa04727
ds:H00783	G40.4	path:hsa04728
ds:H01258	G40.4	path:hsa04270
ds:H01460	G40.4	path:hsa00601
ds:H01813	G40.4	NA
ds:H01818	G40.4	path:hsa04728
ds:H01819	G40.4	NA
ds:H01827	G40.4	path:hsa04724
ds:H01808	G40.5	NA
ds:H01124	G40.8	path:hsa00750
ds:H01247	G40.8	path:hsa00310
ds:H02058	G40.8	NA
ds:H02250	G40.8	NA
ds:H00775	G43.1	path:hsa04010
ds:H00775	G43.1	path:hsa04020
ds:H00775	G43.1	path:hsa04260
ds:H00775	G43.1	path:hsa04721
ds:H00775	G43.1	path:hsa04724
ds:H00775	G43.1	path:hsa04725
ds:H00775	G43.1	path:hsa04727
ds:H00775	G43.1	path:hsa04728
ds:H00775	G43.1	path:hsa04730
ds:H01588	G44.0	NA
ds:H00688	G47	path:hsa04710
ds:H01609	G47.0	NA
ds:H00689	G47.2	path:hsa00380
ds:H00689	G47.2	path:hsa01100
ds:H00916	G47.3	path:hsa04010
ds:H00916	G47.3	path:hsa04722
ds:H01293	G47.4	NA
ds:H01624	G53.0	NA
ds:H01131	G54.5	NA
ds:H00798	G56.0	NA
ds:H00264	G60.0	path:hsa00970
ds:H00816	G60.0	NA
ds:H01155	G60.0	path:hsa04146
ds:H01155	G60.0	path:hsa04514
ds:H01296	G60.0	NA
ds:H00075	G60.1	path:hsa04146
ds:H00204	G60.1	NA
ds:H00848	G60.2	NA
ds:H00265	G60.8	path:hsa00600
ds:H00265	G60.8	path:hsa04010
ds:H00265	G60.8	path:hsa04144
ds:H00265	G60.8	path:hsa04145
ds:H00265	G60.8	path:hsa04210
ds:H00265	G60.8	path:hsa04722
ds:H00774	G60.8	NA
ds:H01259	G60.8	NA
ds:H01836	G60.8	path:hsa04722
ds:H01436	G61.0	NA
ds:H01527	G61.8	NA
ds:H01578	G62.0	NA
ds:H01594	G70.0	NA
ds:H00770	G70.2	path:hsa00520
ds:H00770	G70.2	path:hsa00564
ds:H00770	G70.2	path:hsa04080
ds:H00770	G70.2	path:hsa04512
ds:H00770	G70.2	path:hsa04725
ds:H00562	G71.0	NA
ds:H00563	G71.0	NA
ds:H00565	G71.0	NA
ds:H00566	G71.0	NA
ds:H00567	G71.0	path:hsa04144
ds:H00567	G71.0	path:hsa04510
ds:H00585	G71.0	NA
ds:H00590	G71.0	path:hsa04510
ds:H00590	G71.0	path:hsa04810
ds:H00591	G71.0	NA
ds:H00592	G71.0	NA
ds:H00593	G71.0	path:hsa00514
ds:H00593	G71.0	path:hsa00515
ds:H00593	G71.0	path:hsa04120
ds:H00593	G71.0	path:hsa04144
ds:H00593	G71.0	path:hsa04510
ds:H00593	G71.0	path:hsa04530
ds:H00594	G71.0	path:hsa00520
ds:H00594	G71.0	path:hsa04141
ds:H00594	G71.0	path:hsa04260
ds:H00594	G71.0	path:hsa04530
ds:H00697	G71.0	NA
ds:H00704	G71.0	path:hsa03015
ds:H01778	G71.0	path:hsa04151
ds:H01778	G71.0	path:hsa04510
ds:H01778	G71.0	path:hsa04512
ds:H01963	G71.0	NA
ds:H01964	G71.0	NA
ds:H01965	G71.0	NA
ds:H01974	G71.0	NA
ds:H01975	G71.0	NA
ds:H01976	G71.0	NA
ds:H01977	G71.0	NA
ds:H02182	G71.0	path:hsa04144
ds:H02182	G71.0	path:hsa04510
ds:H00493	G71.1	NA
ds:H00568	G71.1	NA
ds:H00705	G71.1	NA
ds:H00743	G71.1	NA
ds:H00744	G71.1	NA
ds:H01777	G71.1	path:hsa04512
ds:H01780	G71.1	NA
ds:H00657	G71.2	NA
ds:H00698	G71.2	path:hsa04260
ds:H00698	G71.2	path:hsa04360
ds:H00698	G71.2	path:hsa04666
ds:H00698	G71.2	path:hsa04810
ds:H00699	G71.2	path:hsa04020
ds:H00699	G71.2	path:hsa04730
ds:H00700	G71.2	path:hsa00562
ds:H00700	G71.2	path:hsa04070
ds:H00700	G71.2	path:hsa04144
ds:H00700	G71.2	path:hsa04721
ds:H00700	G71.2	path:hsa04961
ds:H00701	G71.2	path:hsa04260
ds:H00702	G71.2	path:hsa04260
ds:H00703	G71.2	path:hsa04260
ds:H00703	G71.2	path:hsa04530
ds:H01310	G71.2	path:hsa04020
ds:H01310	G71.2	path:hsa04730
ds:H01957	G71.2	path:hsa00515
ds:H01958	G71.2	path:hsa04512
ds:H01959	G71.2	path:hsa00515
ds:H01960	G71.2	path:hsa00515
ds:H01961	G71.2	path:hsa00515
ds:H01962	G71.2	path:hsa00515
ds:H02084	G71.2	NA
ds:H02258	G71.2	path:hsa04020
ds:H02258	G71.2	path:hsa04611
ds:H00898	G71.3	path:hsa00970
ds:H01200	G71.3	path:hsa00190
ds:H01347	G71.3	path:hsa00190
ds:H01347	G71.3	path:hsa00970
ds:H01348	G71.3	NA
ds:H01356	G71.3	path:hsa00190
ds:H01356	G71.3	path:hsa00970
ds:H01368	G71.3	path:hsa00190
ds:H01368	G71.3	path:hsa00860
ds:H01368	G71.3	path:hsa04260
ds:H01369	G71.3	path:hsa00190
ds:H01384	G71.3	NA
ds:H01390	G71.3	path:hsa00240
ds:H02201	G71.3	NA
ds:H02237	G71.3	path:hsa00230
ds:H00594	G71.8	path:hsa00520
ds:H00594	G71.8	path:hsa04141
ds:H00594	G71.8	path:hsa04260
ds:H00594	G71.8	path:hsa04530
ds:H00595	G71.8	path:hsa04010
ds:H00595	G71.8	path:hsa04141
ds:H00595	G71.8	path:hsa04510
ds:H00596	G71.8	path:hsa00520
ds:H01129	G71.8	path:hsa04020
ds:H01229	G71.8	path:hsa04530
ds:H01291	G71.8	NA
ds:H01338	G71.8	path:hsa04151
ds:H01338	G71.8	path:hsa04510
ds:H01338	G71.8	path:hsa04512
ds:H01340	G71.8	path:hsa04151
ds:H01340	G71.8	path:hsa04510
ds:H01340	G71.8	path:hsa04512
ds:H01341	G71.8	path:hsa04151
ds:H01341	G71.8	path:hsa04510
ds:H01341	G71.8	path:hsa04512
ds:H01781	G71.8	NA
ds:H02031	G71.8	NA
ds:H02179	G71.8	path:hsa04144
ds:H02179	G71.8	path:hsa04510
ds:H02247	G71.8	NA
ds:H02268	G71.8	NA
ds:H00215	G72.3	path:hsa04725
ds:H00745	G72.3	NA
ds:H00746	G72.3	path:hsa04010
ds:H00746	G72.3	path:hsa04020
ds:H00746	G72.3	path:hsa04260
ds:H00746	G72.3	path:hsa04270
ds:H00746	G72.3	path:hsa04725
ds:H00746	G72.3	path:hsa04727
ds:H00746	G72.3	path:hsa04912
ds:H00747	G72.3	NA
ds:H00748	G72.3	path:hsa04725
ds:H01596	G73.1	NA
ds:H01097	G80.9	path:hsa04727
ds:H00265	G90.1	path:hsa00600
ds:H00265	G90.1	path:hsa04010
ds:H00265	G90.1	path:hsa04144
ds:H00265	G90.1	path:hsa04145
ds:H00265	G90.1	path:hsa04210
ds:H00265	G90.1	path:hsa04722
ds:H01987	G90.1	NA
ds:H00935	G90.8	path:hsa04060
ds:H00935	G90.8	path:hsa04630
ds:H01005	G90.8	path:hsa00350
ds:H02174	G90.8	NA
ds:H00839	G93.0	path:hsa04510
ds:H00839	G93.0	path:hsa04512
ds:H00836	G93.4	path:hsa04920
ds:H00836	G93.4	path:hsa04976
ds:H01807	G93.4	NA
ds:H00998	G98	path:hsa04960
ds:H00998	G98	path:hsa04961
ds:H00998	G98	path:hsa04964
ds:H01644	H01.0	NA
ds:H01644	H01.1	NA
ds:H01905	H02.7	path:hsa04010
ds:H01641	H04.1	NA
ds:H01366	H10.9	NA
ds:H01273	H16.8	NA
ds:H00726	H18.5	NA
ds:H00951	H18.5	NA
ds:H00952	H18.5	NA
ds:H00953	H18.5	NA
ds:H00954	H18.5	path:hsa00533
ds:H00955	H18.5	NA
ds:H00956	H18.5	path:hsa04810
ds:H00957	H18.5	path:hsa00562
ds:H00957	H18.5	path:hsa04070
ds:H00957	H18.5	path:hsa04145
ds:H00957	H18.5	path:hsa04810
ds:H00958	H18.5	path:hsa04350
ds:H00959	H18.5	NA
ds:H00960	H18.5	NA
ds:H00963	H18.5	NA
ds:H01221	H18.5	NA
ds:H00789	H19.8	NA
ds:H01504	H20.8	NA
ds:H01202	H26	path:hsa04141
ds:H02204	H26.0	NA
ds:H01504	H30.8	NA
ds:H01116	H31.2	NA
ds:H01768	H31.2	NA
ds:H02107	H31.2	NA
ds:H00589	H35.0	path:hsa04310
ds:H02251	H35.0	NA
ds:H01798	H35.2	NA
ds:H00821	H35.3	NA
ds:H01130	H35.4	NA
ds:H01180	H35.4	path:hsa04390
ds:H00481	H35.5	path:hsa00230
ds:H00481	H35.5	path:hsa04744
ds:H00527	H35.5	path:hsa00830
ds:H00527	H35.5	path:hsa00900
ds:H00527	H35.5	path:hsa03040
ds:H00527	H35.5	path:hsa04744
ds:H00690	H35.5	NA
ds:H00732	H35.5	NA
ds:H00779	H35.5	NA
ds:H00805	H35.5	path:hsa04510
ds:H00805	H35.5	path:hsa04512
ds:H00805	H35.5	path:hsa04514
ds:H00814	H35.5	NA
ds:H00819	H35.5	path:hsa00062
ds:H00819	H35.5	path:hsa01040
ds:H00819	H35.5	path:hsa02010
ds:H00825	H35.5	path:hsa00830
ds:H00825	H35.5	path:hsa04744
ds:H00837	H35.5	path:hsa00230
ds:H00837	H35.5	path:hsa00830
ds:H00837	H35.5	path:hsa04744
ds:H00974	H35.5	NA
ds:H01010	H35.5	NA
ds:H01015	H35.5	NA
ds:H01890	H35.5	NA
ds:H02073	H35.5	path:hsa04514
ds:H02075	H35.5	NA
ds:H02077	H35.5	NA
ds:H02078	H35.5	NA
ds:H02108	H35.5	path:hsa04610
ds:H02110	H35.5	NA
ds:H02135	H35.5	NA
ds:H01651	H35.8	NA
ds:H00612	H40.1	path:hsa03008
ds:H01717	H46	NA
ds:H02203	H47.0	NA
ds:H00068	H47.2	path:hsa00190
ds:H01020	H47.2	NA
ds:H01201	H47.2	NA
ds:H01365	H47.2	path:hsa00190
ds:H01378	H47.2	NA
ds:H01118	H49.4	NA
ds:H01395	H49.4	NA
ds:H00838	H49.8	path:hsa04145
ds:H00838	H49.8	path:hsa04540
ds:H01355	H49.8	path:hsa00190
ds:H01355	H49.8	path:hsa04260
ds:H00633	H50.8	NA
ds:H02041	H52.1	NA
ds:H00971	H53.5	path:hsa04744
ds:H00976	H53.5	NA
ds:H00787	H53.6	path:hsa04010
ds:H00787	H53.6	path:hsa04020
ds:H00787	H53.6	path:hsa04080
ds:H00787	H53.6	path:hsa04724
ds:H00787	H53.6	path:hsa04744
ds:H00973	H53.8	path:hsa04744
ds:H00776	H55	NA
ds:H01495	H81.0	NA
ds:H01201	H90.3	NA
ds:H01705	H90.3	NA
ds:H01704	H91.2	NA
ds:H01705	H91.2	NA
ds:H00604	H91.9	NA
ds:H00605	H91.9	NA
ds:H01209	H91.9	NA
ds:H01924	I02	NA
ds:H01633	I10	NA
ds:H01631	I11	NA
ds:H01631	I13	NA
ds:H00242	I15.2	path:hsa04960
ds:H00258	I15.2	path:hsa00140
ds:H00602	I15.2	path:hsa00140
ds:H00603	I15.8	path:hsa04960
ds:H01632	I20	NA
ds:H01730	I21	NA
ds:H01742	I25.1	path:hsa04022
ds:H01742	I25.1	path:hsa04310
ds:H01621	I27	path:hsa04350
ds:H01619	I27.0	path:hsa04350
ds:H01866	I27.0	NA
ds:H01622	I27.2	NA
ds:H01868	I34.1	NA
ds:H00334	I39.8	NA
ds:H00295	I40	path:hsa05416
ds:H00292	I42	path:hsa05410
ds:H00293	I42	path:hsa05412
ds:H00294	I42	path:hsa05414
ds:H01219	I42	path:hsa04260
ds:H01216	I42.8	path:hsa04260
ds:H02094	I42.8	NA
ds:H01631	I43	NA
ds:H01154	I45.6	path:hsa04910
ds:H01154	I45.6	path:hsa04920
ds:H01154	I45.6	path:hsa05410
ds:H02091	I45.8	path:hsa04261
ds:H02125	I45.8	NA
ds:H00720	I45.81	path:hsa04261
ds:H00720	I45.81	path:hsa04921
ds:H01019	I47.2	path:hsa04020
ds:H01019	I47.2	path:hsa04260
ds:H01019	I47.2	path:hsa04261
ds:H02269	I47.2	NA
ds:H00731	I48	path:hsa04261
ds:H00731	I48	path:hsa04270
ds:H00728	I49.0	path:hsa04010
ds:H00728	I49.0	path:hsa04020
ds:H00728	I49.0	path:hsa04260
ds:H00728	I49.0	path:hsa04270
ds:H00728	I49.0	path:hsa05410
ds:H00728	I49.0	path:hsa05412
ds:H00728	I49.0	path:hsa05414
ds:H01729	I49.1	NA
ds:H01729	I49.2	NA
ds:H01729	I49.3	NA
ds:H01729	I49.4	NA
ds:H02122	I49.9	path:hsa04114
ds:H01631	I50	NA
ds:H01631	I51	NA
ds:H00536	I67.3	path:hsa04330
ds:H00877	I67.3	path:hsa04510
ds:H00877	I67.3	path:hsa04512
ds:H01396	I67.5	path:hsa04270
ds:H01626	I70	NA
ds:H00800	I71.0	path:hsa04010
ds:H00800	I71.0	path:hsa04060
ds:H00800	I71.0	path:hsa04144
ds:H00800	I71.0	path:hsa04350
ds:H00800	I71.0	path:hsa04380
ds:H00800	I71.0	path:hsa04390
ds:H00800	I71.0	path:hsa04520
ds:H00801	I71.2	path:hsa04010
ds:H00801	I71.2	path:hsa04020
ds:H00801	I71.2	path:hsa04060
ds:H00801	I71.2	path:hsa04270
ds:H00801	I71.2	path:hsa04350
ds:H00801	I71.2	path:hsa04510
ds:H00801	I71.2	path:hsa04520
ds:H00801	I71.2	path:hsa04530
ds:H00801	I71.2	path:hsa04810
ds:H01620	I73.0	NA
ds:H01625	I73.1	NA
ds:H00771	I73.8	NA
ds:H01629	I74	NA
ds:H00533	I78.0	path:hsa04350
ds:H01723	I80.2	NA
ds:H01433	I82.0	NA
ds:H00896	I89.8	path:hsa04115
ds:H00896	I89.8	path:hsa04150
ds:H00896	I89.8	path:hsa04910
ds:H01031	I95.1	NA
ds:H00579	I99	path:hsa04510
ds:H00579	I99	path:hsa04512
ds:H00333	J02.0	NA
ds:H01424	J02.0	NA
ds:H00333	J03.0	NA
ds:H00399	J09	path:hsa05164
ds:H00398	J10	path:hsa05164
ds:H00401	J12.1	NA
ds:H01423	J13	NA
ds:H00304	J14	NA
ds:H00333	J15.3	NA
ds:H00333	J15.4	NA
ds:H00341	J15.7	NA
ds:H00340	J15.8A	NA
ds:H00341	J20.0	NA
ds:H00304	J20.1	NA
ds:H00401	J20.5	NA
ds:H00401	J21.0	NA
ds:H01360	J30	NA
ds:H01714	J43	NA
ds:H01103	J43.9	path:hsa04610
ds:H01714	J44	NA
ds:H01713	J44.8	NA
ds:H01873	J44.8	NA
ds:H00079	J45	path:hsa05310
ds:H01191	J45	NA
ds:H00892	J47	path:hsa04960
ds:H00346	J67	NA
ds:H01122	J84.0	path:hsa04060
ds:H01122	J84.0	path:hsa04630
ds:H02124	J84.0	NA
ds:H01299	J84.1	NA
ds:H00830	J84.8	NA
ds:H01110	J93.1	NA
ds:H00564	J98.0	NA
ds:H00618	K00.2	NA
ds:H00652	K00.2	path:hsa04340
ds:H00625	K00.4	path:hsa04310
ds:H00432	K00.5	NA
ds:H00615	K00.5	NA
ds:H01331	K02	NA
ds:H01317	K05	NA
ds:H01408	K05	NA
ds:H01440	K05	NA
ds:H02050	K05.4	path:hsa04142
ds:H01250	K06.1	path:hsa04010
ds:H00497	K10.8	path:hsa04650
ds:H01602	K21	NA
ds:H01901	K22.7	NA
ds:H01634	K25	NA
ds:H01634	K26	NA
ds:H01634	K27	NA
ds:H01634	K28	NA
ds:H00286	K50	path:hsa04060
ds:H00286	K50	path:hsa04140
ds:H00286	K50	path:hsa04621
ds:H00286	K50	path:hsa04630
ds:H00286	K50	path:hsa05321
ds:H01466	K51	path:hsa04060
ds:H01466	K51	path:hsa04630
ds:H01466	K51	path:hsa05321
ds:H01615	K58	NA
ds:H01276	K59.8	path:hsa04010
ds:H01276	K59.8	path:hsa04510
ds:H02122	K59.8	path:hsa04114
ds:H01853	K63.3	NA
ds:H01506	K72	NA
ds:H01712	K72	NA
ds:H01367	K72.0	path:hsa00970
ds:H01367	K72.0	path:hsa04122
ds:H01467	K74.3	NA
ds:H01133	K74.5	NA
ds:H02194	K74.6	path:hsa03008
ds:H02225	K74.6	NA
ds:H01333	K75.8	path:hsa00561
ds:H01333	K75.8	path:hsa04932
ds:H01333	K76.0	path:hsa00561
ds:H01333	K76.0	path:hsa04932
ds:H01264	K76.5	NA
ds:H00628	K76.8	path:hsa00120
ds:H00628	K76.8	path:hsa00140
ds:H00628	K76.8	path:hsa04146
ds:H01936	K76.8	path:hsa00860
ds:H02099	K76.8	path:hsa00120
ds:H02099	K76.8	path:hsa04146
ds:H01213	K80	path:hsa02010
ds:H01213	K80	path:hsa04975
ds:H01213	K80	path:hsa04976
ds:H01213	K81.9	path:hsa02010
ds:H01213	K81.9	path:hsa04975
ds:H01213	K81.9	path:hsa04976
ds:H00624	K83.1	path:hsa04530
ds:H00624	K83.1	path:hsa04976
ds:H00624	K83.1	path:hsa04979
ds:H02192	K83.1	path:hsa04976
ds:H02192	K83.1	path:hsa04979
ds:H01681	K85	NA
ds:H00933	K86.1	path:hsa04971
ds:H00933	K86.1	path:hsa04972
ds:H00933	K86.1	path:hsa04974
ds:H00933	K86.1	path:hsa04976
ds:H01680	K86.1	NA
ds:H02123	K90.0	NA
ds:H00988	K90.8	NA
ds:H01469	K91.8	NA
ds:H01648	L10	NA
ds:H01650	L12	NA
ds:H01362	L13.0	NA
ds:H01358	L20	NA
ds:H01652	L21	NA
ds:H01357	L23	NA
ds:H01656	L40	NA
ds:H01663	L40.1	NA
ds:H01663	L40.3	NA
ds:H01660	L42	NA
ds:H01654	L43	NA
ds:H01659	L44.0	NA
ds:H02159	L50.2	NA
ds:H01799	L50.4	NA
ds:H01694	L51.1	NA
ds:H01694	L51.2	NA
ds:H01695	L51.9	NA
ds:H01473	L52	NA
ds:H01307	L60.3	path:hsa04020
ds:H01307	L60.3	path:hsa04070
ds:H01307	L60.3	path:hsa04310
ds:H01158	L63.1	NA
ds:H00784	L65.8	path:hsa04961
ds:H00784	L65.8	path:hsa04978
ds:H00786	L65.9	NA
ds:H00866	L67.8	path:hsa03022
ds:H01445	L70.0	NA
ds:H00780	L72.8	NA
ds:H00681	L73.2	path:hsa04310
ds:H00681	L73.2	path:hsa04330
ds:H00681	L73.2	path:hsa04722
ds:H02281	L74.4	path:hsa04020
ds:H01372	L80	path:hsa04621
ds:H00588	L81.6	NA
ds:H00793	L81.6	NA
ds:H01906	L81.6	NA
ds:H00880	L81.8	path:hsa04623
ds:H00884	L81.8	path:hsa04916
ds:H01673	L85.1	NA
ds:H01206	L90.5	path:hsa04080
ds:H01206	L90.5	path:hsa04610
ds:H02089	L91	NA
ds:H01595	L93	NA
ds:H01133	L94.0	NA
ds:H00630	M05	path:hsa05323
ds:H01516	M06.1	NA
ds:H02062	M06.8	NA
ds:H01672	M08	path:hsa04060
ds:H01672	M08	path:hsa04630
ds:H01532	M10	path:hsa00230
ds:H01236	M11.1	NA
ds:H01193	M11.2	path:hsa00040
ds:H01193	M11.2	path:hsa00500
ds:H01193	M11.2	path:hsa00512
ds:H01193	M11.2	path:hsa04010
ds:H01193	M11.2	path:hsa04810
ds:H01193	M11.2	path:hsa04961
ds:H01382	M30.0	NA
ds:H01468	M30.1	NA
ds:H01718	M30.3	NA
ds:H01655	M31.3	NA
ds:H01465	M31.4	NA
ds:H01465	M31.6	NA
ds:H01698	M31.6	NA
ds:H01658	M31.7	NA
ds:H00080	M32	path:hsa05322
ds:H01500	M32.1	NA
ds:H01604	M33	NA
ds:H01492	M34	NA
ds:H01502	M35.0	path:hsa04620
ds:H01502	M35.0	path:hsa04630
ds:H01710	M35.1	NA
ds:H01606	M35.3	NA
ds:H01746	M35.8	path:hsa04621
ds:H01746	M35.8	path:hsa04622
ds:H01746	M35.8	path:hsa04623
ds:H01674	M45	path:hsa04612
ds:H01711	M48.0	NA
ds:H00431	M48.8	path:hsa04350
ds:H00333	M60.0A	NA
ds:H00430	M61.1	path:hsa04350
ds:H00441	M61.5	path:hsa04020
ds:H00614	M72.9	NA
ds:H01638	M79.2	NA
ds:H01391	M79.6	path:hsa04750
ds:H01636	M79.7	NA
ds:H01593	M80	path:hsa04380
ds:H01593	M80	path:hsa04933
ds:H01593	M80	path:hsa04961
ds:H01593	M80	path:hsa04978
ds:H01593	M81	path:hsa04380
ds:H01593	M81	path:hsa04933
ds:H01593	M81	path:hsa04961
ds:H01593	M81	path:hsa04978
ds:H01593	M82	path:hsa04380
ds:H01593	M82	path:hsa04933
ds:H01593	M82	path:hsa04961
ds:H01593	M82	path:hsa04978
ds:H01774	M85.2	path:hsa04310
ds:H01709	M87.1	path:hsa00140
ds:H01709	M87.1	path:hsa04066
ds:H01529	M87.8	path:hsa04066
ds:H01529	M87.8	path:hsa04370
ds:H00437	M88	path:hsa04380
ds:H00457	M89.4	NA
ds:H00623	M89.5	path:hsa04330
ds:H01865	M89.5	NA
ds:H02042	M89.5	path:hsa04064
ds:H02042	M89.5	path:hsa04380
ds:H00613	M89.8	NA
ds:H01526	M91.1	path:hsa04510
ds:H01526	M91.1	path:hsa04512
ds:H00448	M93.2	NA
ds:H01758	M94.1	NA
ds:H01726	N00.5	path:hsa04610
ds:H01581	N02.8	NA
ds:H01657	N04	NA
ds:H00576	N04.9	path:hsa04510
ds:H00576	N04.9	path:hsa04512
ds:H00626	N05.1	NA
ds:H01260	N07.6	path:hsa04510
ds:H01260	N07.6	path:hsa04512
ds:H01260	N07.6	path:hsa04810
ds:H01500	N08.5	NA
ds:H01037	N13.7	path:hsa04310
ds:H00541	N15	path:hsa04614
ds:H01642	N19	NA
ds:H00195	N20.2	path:hsa00230
ds:H02145	N20.2	NA
ds:H00252	N25.1	path:hsa04962
ds:H00241	N25.8	path:hsa04964
ds:H00241	N25.8	path:hsa04966
ds:H00243	N25.8	path:hsa04960
ds:H00428	N25.8	path:hsa04966
ds:H00429	N25.8	path:hsa04964
ds:H00694	N25.8	path:hsa00562
ds:H00694	N25.8	path:hsa04070
ds:H02142	N25.8	NA
ds:H02147	N25.8	NA
ds:H02148	N25.8	NA
ds:H02149	N25.8	NA
ds:H01551	N30.1	NA
ds:H00753	N31.8	path:hsa00531
ds:H00753	N31.8	path:hsa01100
ds:H00347	N37.0	NA
ds:H01176	N39	NA
ds:H00890	N46	NA
ds:H01208	N46	NA
ds:H01282	N46	NA
ds:H01607	N64.3	NA
ds:H01380	N76	NA
ds:H01639	N80	NA
ds:H01897	N97.8	NA
ds:H01039	N98.1	path:hsa04080
ds:H00289	O01	NA
ds:H00365	O26.4	path:hsa05168
ds:H02193	O26.6	path:hsa04976
ds:H01607	O92.5	NA
ds:H01607	O92.6	NA
ds:H01631	P29	NA
ds:H00395	P35.0	NA
ds:H00368	P35.1	path:hsa05163
ds:H00365	P35.2	path:hsa05168
ds:H00333	P36.0	NA
ds:H00333	P36.1	NA
ds:H02152	P59.8	NA
ds:H00512	P70.2	path:hsa04910
ds:H00512	P70.2	path:hsa04930
ds:H00512	P70.2	path:hsa04950
ds:H00513	P70.2	path:hsa04930
ds:H01174	P78.3	path:hsa04978
ds:H02120	Q00.0	NA
ds:H00269	Q02	NA
ds:H00616	Q02	path:hsa03008
ds:H00990	Q02	NA
ds:H01211	Q02	NA
ds:H02282	Q02	NA
ds:H01677	Q03	path:hsa04360
ds:H01677	Q03	path:hsa04514
ds:H01677	Q03	path:hsa04530
ds:H01678	Q03.1	NA
ds:H00263	Q04.0	path:hsa04340
ds:H00267	Q04.2	path:hsa04340
ds:H00120	Q04.3	path:hsa00515
ds:H00120	Q04.3	path:hsa00515
ds:H00268	Q04.3	NA
ds:H00530	Q04.3	path:hsa00562
ds:H00530	Q04.3	path:hsa04070
ds:H00530	Q04.3	path:hsa04340
ds:H00792	Q04.3	NA
ds:H00897	Q04.3	path:hsa00970
ds:H00897	Q04.3	path:hsa03015
ds:H00897	Q04.3	path:hsa03018
ds:H01001	Q04.3	NA
ds:H01722	Q04.3	NA
ds:H01811	Q04.3	NA
ds:H01921	Q04.3	NA
ds:H01937	Q04.3	NA
ds:H00839	Q04.6	path:hsa04510
ds:H00839	Q04.6	path:hsa04512
ds:H01160	Q04.6	path:hsa04340
ds:H00270	Q04.8	NA
ds:H00271	Q04.8	NA
ds:H00544	Q04.8	NA
ds:H01034	Q04.8	path:hsa04360
ds:H01034	Q04.8	path:hsa04514
ds:H01251	Q04.8	path:hsa04150
ds:H01251	Q04.8	path:hsa04910
ds:H01870	Q04.8	NA
ds:H01881	Q04.8	NA
ds:H00262	Q05	path:hsa00670
ds:H02272	Q07.8	NA
ds:H00826	Q10.3	NA
ds:H00677	Q10.4	path:hsa04010
ds:H01027	Q11	NA
ds:H02172	Q11	NA
ds:H02170	Q11.2	NA
ds:H01202	Q12.0	path:hsa04141
ds:H00662	Q12.1	NA
ds:H00676	Q12.3	NA
ds:H01114	Q13	NA
ds:H01159	Q13	NA
ds:H00635	Q13.1	NA
ds:H00961	Q13.3	NA
ds:H01029	Q13.4	NA
ds:H01075	Q13.4	path:hsa00514
ds:H01075	Q13.4	path:hsa04350
ds:H00620	Q13.8	path:hsa04350
ds:H01256	Q14	NA
ds:H02112	Q14.0	NA
ds:H02270	Q14.2	NA
ds:H02231	Q14.8	NA
ds:H01203	Q15.0	path:hsa00140
ds:H01203	Q15.0	path:hsa00380
ds:H01203	Q15.0	path:hsa00980
ds:H02045	Q15.8	NA
ds:H02074	Q15.8	NA
ds:H02104	Q15.8	NA
ds:H02115	Q16.1	NA
ds:H01012	Q18	NA
ds:H00817	Q18.8	NA
ds:H02202	Q18.8	NA
ds:H01736	Q20.0	NA
ds:H00918	Q20.1	NA
ds:H00550	Q20.3	NA
ds:H01263	Q20.9	NA
ds:H01926	Q21.0	NA
ds:H00546	Q21.1	NA
ds:H00547	Q21.2	NA
ds:H00549	Q21.3	path:hsa04330
ds:H01785	Q22.4	NA
ds:H00554	Q23.1	path:hsa04330
ds:H00554	Q23.1	path:hsa04350
ds:H01272	Q23.4	path:hsa04540
ds:H02199	Q24	NA
ds:H02230	Q24.8	NA
ds:H01630	Q25.0	path:hsa04270
ds:H00553	Q25.3	NA
ds:H00531	Q27.3	NA
ds:H00919	Q27.8	NA
ds:H02044	Q27.8	path:hsa04066
ds:H02044	Q27.8	path:hsa04151
ds:H02043	Q27.9	path:hsa04010
ds:H00534	Q28.3	NA
ds:H01002	Q28.8	path:hsa00230
ds:H01002	Q28.8	path:hsa00500
ds:H01002	Q28.8	path:hsa00740
ds:H01002	Q28.8	path:hsa00760
