ds	drug
ds:H01656	dr:D02754
ds:H00630	dr:D07007
ds:H01532	dr:D07007
ds:H01331	dr:D00943
ds:H01481	dr:D03665
ds:H00409	dr:D03230
ds:H00408	dr:D03230
ds:H00410	dr:D03230
ds:H00512	dr:D03230
ds:H00513	dr:D03230
ds:H00002	dr:D05134
ds:H00286	dr:D03441
ds:H00630	dr:D03441
ds:H01507	dr:D03441
ds:H01674	dr:D03441
ds:H01657	dr:D07040
ds:H00630	dr:D07040
ds:H01642	dr:D03231
ds:H00368	dr:D03256
ds:H01643	dr:D04761
ds:H00328	dr:D05706
ds:H01634	dr:D01991
ds:H00374	dr:D06798
ds:H01445	dr:D01996
ds:H00111	dr:D01996
ds:H00112	dr:D01996
ds:H00110	dr:D01996
ds:H01408	dr:D01996
ds:H00341	dr:D01996
ds:H00328	dr:D01996
ds:H01366	dr:D01996
ds:H01634	dr:D02266
ds:H00005	dr:D04489
ds:H00011	dr:D04489
ds:H01613	dr:D04489
ds:H01464	dr:D04489
ds:H00003	dr:D03259
ds:H00315	dr:D03262
ds:H00319	dr:D03262
ds:H00342	dr:D03262
ds:H01565	dr:D03319
ds:H01566	dr:D03319
ds:H00746	dr:D04948
ds:H01600	dr:D03264
ds:H00218	dr:D05349
ds:H01680	dr:D05349
ds:H00337	dr:D05316
ds:H01519	dr:D08357
ds:H01563	dr:D06478
ds:H00057	dr:D05768
ds:H01597	dr:D05768
ds:H00079	dr:D04296
ds:H00013	dr:D01985
ds:H00014	dr:D01985
ds:H00017	dr:D01985
ds:H01596	dr:D05479
ds:H01331	dr:D05919
ds:H01532	dr:D05624
ds:H00241	dr:D05624
ds:H00243	dr:D05624
ds:H00428	dr:D05624
ds:H00429	dr:D05624
ds:H01723	dr:D03353
ds:H01587	dr:D03353
ds:H01730	dr:D03359
ds:H01317	dr:D03362
ds:H01634	dr:D05276
ds:H01366	dr:D08011
ds:H01649	dr:D04820
ds:H01653	dr:D04820
ds:H01483	dr:D05394
ds:H00219	dr:D05401
ds:H01360	dr:D07630
ds:H01624	dr:D07630
ds:H01578	dr:D07630
ds:H00003	dr:D05803
ds:H00001	dr:D03546
ds:H00002	dr:D03546
ds:H00612	dr:D10569
ds:H01593	dr:D10579
ds:H00409	dr:D04475
ds:H00408	dr:D04475
ds:H00410	dr:D04475
ds:H00512	dr:D04475
ds:H00513	dr:D04475
ds:H00412	dr:D04008
ds:H01593	dr:D06078
ds:H01566	dr:D06956
ds:H00079	dr:D06961
ds:H00010	dr:D03150
ds:H01464	dr:D03150
ds:H00011	dr:D03150
ds:H01615	dr:D03306
ds:H01563	dr:D03835
ds:H00079	dr:D05366
ds:H01714	dr:D05366
ds:H01611	dr:D00123
ds:H01551	dr:D05428
ds:H00014	dr:D06503
ds:H00015	dr:D06503
ds:H01360	dr:D08806
ds:H01358	dr:D08806
ds:H00079	dr:D08806
ds:H00079	dr:D06985
ds:H00079	dr:D06987
ds:H01360	dr:D06987
ds:H00036	dr:D04715
ds:H00020	dr:D04715
ds:H00018	dr:D04715
ds:H00019	dr:D04715
ds:H01632	dr:D05597
ds:H01730	dr:D05597
ds:H01633	dr:D09196
ds:H00057	dr:D08969
ds:H00612	dr:D06274
ds:H00366	dr:D06298
ds:H00365	dr:D06298
ds:H00079	dr:D06966
ds:H01662	dr:D06966
ds:H00366	dr:D06284
ds:H01563	dr:D08605
ds:H01671	dr:D07026
ds:H01609	dr:D07028
ds:H01445	dr:D07002
ds:H01445	dr:D01112
ds:H01633	dr:D07041
ds:H01466	dr:D08083
ds:H00286	dr:D08083
ds:H00821	dr:D09574
ds:H01651	dr:D09574
ds:H01457	dr:D09574
ds:H00020	dr:D09574
ds:H00975	dr:D10211
ds:H00030	dr:D10212
ds:H00319	dr:D10214
ds:H00343	dr:D10214
ds:H00337	dr:D10214
ds:H00376	dr:D10214
ds:H00336	dr:D05187
ds:H00411	dr:D08778
ds:H00085	dr:D08779
ds:H01718	dr:D08779
ds:H01006	dr:D08780
ds:H00412	dr:D08781
ds:H00337	dr:D08782
ds:H00304	dr:D09189
ds:H01656	dr:D04795
ds:H01663	dr:D04795
ds:H01643	dr:D04799
ds:H01663	dr:D04806
ds:H01646	dr:D07938
ds:H01643	dr:D06392
ds:H00024	dr:D06397
ds:H00342	dr:D06466
ds:H00022	dr:D06466
ds:H00372	dr:D06511
ds:H00315	dr:D06485
ds:H00978	dr:D06498
ds:H00010	dr:D08880
ds:H00409	dr:D06645
ds:H00328	dr:D00186
ds:H00297	dr:D00186
ds:H01213	dr:D00186
ds:H00210	dr:D06408
ds:H01621	dr:D08514
ds:H00172	dr:D08831
ds:H00167	dr:D08831
ds:H01418	dr:D08997
ds:H00413	dr:D09012
ds:H01360	dr:D08497
ds:H01895	dr:D07445
ds:H01600	dr:D08768
ds:H01360	dr:D08768
ds:H01360	dr:D08769
ds:H00079	dr:D08770
ds:H01360	dr:D08770
ds:H00409	dr:D08843
ds:H00334	dr:D08772
ds:H01213	dr:D08772
ds:H00320	dr:D08774
ds:H01563	dr:D08775
ds:H01321	dr:D08776
ds:H00366	dr:D08777
ds:H01490	dr:D03639
ds:H00131	dr:D06565
ds:H00409	dr:D06553
ds:H01507	dr:D08860
ds:H01656	dr:D08860
ds:H00222	dr:D08792
ds:H01646	dr:D07793
ds:H01649	dr:D08035
ds:H00862	dr:D08035
ds:H00010	dr:D08173
ds:H00219	dr:D08794
ds:H01360	dr:D08118
ds:H01633	dr:D07895
ds:H00085	dr:D08785
ds:H00085	dr:D08786
ds:H01718	dr:D08786
ds:H01436	dr:D08786
ds:H01468	dr:D08786
ds:H00085	dr:D08787
ds:H00412	dr:D08790
ds:H00337	dr:D08791
ds:H00223	dr:D08795
ds:H01381	dr:D08795
ds:H01587	dr:D08795
ds:H00412	dr:D08799
ds:H00337	dr:D08801
ds:H00219	dr:D08797
ds:H00945	dr:D08802
ds:H00394	dr:D08804
ds:H00395	dr:D08804
ds:H00214	dr:D08815
ds:H00630	dr:D06927
ds:H01609	dr:D06929
ds:H01622	dr:D06929
ds:H01671	dr:D06929
ds:H01671	dr:D06936
ds:H01611	dr:D00131
ds:H00085	dr:D08784
ds:H00079	dr:D06955
ds:H01656	dr:D08733
ds:H01663	dr:D08734
ds:H01656	dr:D08734
ds:H01592	dr:D06407
ds:H01609	dr:D06934
ds:H00612	dr:D08493
ds:H01445	dr:D06938
ds:H01892	dr:D08870
ds:H01633	dr:D08892
ds:H00056	dr:D04905
ds:H00413	dr:D09987
ds:H00039	dr:D09992
ds:H01621	dr:D09994
ds:H01714	dr:D09319
ds:H01615	dr:D09355
ds:H00018	dr:D09371
ds:H00014	dr:D09371
ds:H00020	dr:D09371
ds:H00001	dr:D08933
ds:H00002	dr:D08933
ds:H00630	dr:D09783
ds:H01656	dr:D09783
ds:H01466	dr:D09783
ds:H00038	dr:D09996
ds:H01633	dr:D09197
ds:H00155	dr:D08946
ds:H00282	dr:D06635
ds:H00031	dr:D04024
ds:H00059	dr:D08575
ds:H01563	dr:D10571
ds:H00409	dr:D09848
ds:H01739	dr:D04429
ds:H00255	dr:D04429
ds:H01563	dr:D09881
ds:H01588	dr:D00676
ds:H00010	dr:D09337
ds:H00630	dr:D03203
ds:H01672	dr:D03203
ds:H00079	dr:D08699
ds:H01714	dr:D08699
ds:H00338	dr:D09394
ds:H01445	dr:D09544
ds:H00975	dr:D10193
ds:H00126	dr:D03020
ds:H00408	dr:D04540
ds:H00409	dr:D04540
ds:H00409	dr:D04477
ds:H00408	dr:D04477
ds:H00410	dr:D04477
ds:H00512	dr:D04477
ds:H00513	dr:D04477
ds:H00128	dr:D04670
ds:H01240	dr:D09348
ds:H01608	dr:D08957
ds:H00409	dr:D09566
ds:H01360	dr:D09570
ds:H01622	dr:D09572
ds:H01621	dr:D09572
ds:H01634	dr:D08704
ds:H01593	dr:D07578
ds:H00001	dr:D09325
ds:H00011	dr:D08971
ds:H00006	dr:D08971
ds:H01613	dr:D08971
ds:H01464	dr:D08971
ds:H00008	dr:D08971
ds:H00010	dr:D08971
ds:H00079	dr:D08985
ds:H01633	dr:D08865
ds:H00005	dr:D09314
ds:H01532	dr:D09316
ds:H01563	dr:D00899
ds:H01445	dr:D10792
ds:H00057	dr:D00502
ds:H01633	dr:D00635
ds:H06132	dr:D00635
ds:H01602	dr:D00724
ds:H01634	dr:D00724
ds:H00320	dr:D00724
ds:H01522	dr:D00724
ds:H00006	dr:D09932
ds:H01316	dr:D10021
ds:H00004	dr:D00248
ds:H00012	dr:D00248
ds:H00035	dr:D00248
ds:H00043	dr:D00248
ds:H01563	dr:D09575
ds:H01460	dr:D00535
ds:H01633	dr:D00617
ds:H01631	dr:D00617
ds:H01633	dr:D01549
ds:H01456	dr:D01549
ds:H00612	dr:D01017
ds:H00892	dr:D00848
ds:H00342	dr:D00848
ds:H00630	dr:D04358
ds:H01507	dr:D04358
ds:H01674	dr:D04358
ds:H01466	dr:D04358
ds:H00021	dr:D05380
ds:H01316	dr:D02219
ds:H00363	dr:D02219
ds:H01334	dr:D02219
ds:H01499	dr:D02219
ds:H01520	dr:D02219
ds:H00845	dr:D09674
ds:H00126	dr:D09675
ds:H00408	dr:D09727
ds:H00409	dr:D09727
ds:H00410	dr:D09727
ds:H00512	dr:D09727
ds:H00513	dr:D09727
ds:H00024	dr:D09400
ds:H00014	dr:D09731
ds:H00014	dr:D09733
ds:H00612	dr:D00603
ds:H01372	dr:D09752
ds:H00409	dr:D09753
ds:H01398	dr:D05868
ds:H00010	dr:D10131
ds:H01621	dr:D10135
ds:H00409	dr:D00944
ds:H00342	dr:D00211
ds:H02029	dr:D00211
ds:H01458	dr:D00211
ds:H00344	dr:D00211
ds:H01600	dr:D00669
ds:H01609	dr:D00669
ds:H01360	dr:D00669
ds:H00219	dr:D02235
ds:H00253	dr:D02235
ds:H01490	dr:D10172
ds:H00014	dr:D10018
ds:H00010	dr:D10019
ds:H01635	dr:D00334
ds:H01293	dr:D02078
ds:H01895	dr:D02078
ds:H00007	dr:D09587
ds:H01601	dr:D09587
ds:H01653	dr:D00710
ds:H01316	dr:D00885
ds:H01334	dr:D00885
ds:H00363	dr:D00885
ds:H01634	dr:D02535
ds:H00048	dr:D06272
ds:H00021	dr:D06272
ds:H00032	dr:D06272
ds:H00412	dr:D01655
ds:H00409	dr:D10025
ds:H01633	dr:D00437
ds:H01632	dr:D00437
ds:H01634	dr:D00481
ds:H01615	dr:D00481
ds:H01633	dr:D01553
ds:H00038	dr:D04603
ds:H00021	dr:D04603
ds:H00398	dr:D09547
ds:H00004	dr:D06413
ds:H01656	dr:D01272
ds:H01663	dr:D01272
ds:H01660	dr:D01272
ds:H01595	dr:D01272
ds:H01648	dr:D01272
ds:H01650	dr:D01272
ds:H01362	dr:D01272
ds:H01463	dr:D01272
ds:H00024	dr:D00586
ds:H01633	dr:D00357
ds:H01456	dr:D00357
ds:H01602	dr:D08903
ds:H00409	dr:D09744
ds:H01633	dr:D09745
ds:H01463	dr:D09761
ds:H00009	dr:D09761
ds:H01892	dr:D09761
ds:H01563	dr:D09958
ds:H00079	dr:D10295
ds:H01605	dr:D09960
ds:H00012	dr:D09960
ds:H01662	dr:D01279
ds:H01633	dr:D01279
ds:H01634	dr:D01279
ds:H01615	dr:D01279
ds:H01472	dr:D09873
ds:H00020	dr:D05350
ds:H00031	dr:D00966
ds:H00038	dr:D09966
ds:H01656	dr:D09967
ds:H01507	dr:D09967
ds:H01674	dr:D09967
ds:H01663	dr:D09967
ds:H00041	dr:D02815
ds:H01649	dr:D09876
ds:H01653	dr:D09876
ds:H01940	dr:D03207
ds:H00320	dr:D09742
ds:H01633	dr:D01104
ds:H01633	dr:D01145
ds:H00630	dr:D02934
ds:H00282	dr:D02934
ds:H00021	dr:D03305
ds:H00010	dr:D03305
ds:H00006	dr:D03305
ds:H00004	dr:D03305
ds:H00412	dr:D03305
ds:H00413	dr:D03305
ds:H01696	dr:D03305
ds:H01724	dr:D03305
ds:H00202	dr:D10003
ds:H01763	dr:D10003
ds:H00630	dr:D00742
ds:H01672	dr:D00742
ds:H01507	dr:D00742
ds:H01674	dr:D00742
ds:H01656	dr:D00742
ds:H01600	dr:D00778
ds:H01609	dr:D01310
ds:H00079	dr:D01360
ds:H01714	dr:D01360
ds:H00079	dr:D01428
ds:H01714	dr:D01428
ds:H00630	dr:D02597
ds:H01672	dr:D02597
ds:H01507	dr:D02597
ds:H01674	dr:D02597
ds:H00286	dr:D02597
ds:H01466	dr:D02597
ds:H01656	dr:D02597
ds:H00681	dr:D02597
ds:H01663	dr:D02597
ds:H01476	dr:D02597
ds:H00409	dr:D09592
ds:H01633	dr:D09594
ds:H01730	dr:D09766
ds:H00155	dr:D09638
ds:H01383	dr:D09638
ds:H00018	dr:D01695
ds:H00079	dr:D00529
ds:H01360	dr:D00529
ds:H01649	dr:D01164
ds:H01653	dr:D01164
ds:H01646	dr:D01164
ds:H01633	dr:D03415
ds:H01602	dr:D04056
ds:H01634	dr:D04056
ds:H01532	dr:D09786
ds:H01472	dr:D09785
ds:H00409	dr:D09889
ds:H00330	dr:D09686
ds:H01646	dr:D09699
ds:H00024	dr:D09701
ds:H00218	dr:D09916
ds:H01532	dr:D09921
ds:H00409	dr:D09978
ds:H00198	dr:D09985
ds:H00126	dr:D09894
ds:H00079	dr:D05251
ds:H01609	dr:D00706
ds:H01666	dr:D02749
ds:H00021	dr:D02749
ds:H01316	dr:D01092
ds:H00363	dr:D01092
ds:H01334	dr:D01092
ds:H01633	dr:D01333
ds:H00155	dr:D01366
ds:H01635	dr:D01366
ds:H00014	dr:D04023
ds:H00019	dr:D04023
ds:H00115	dr:D05782
ds:H01463	dr:D03106
ds:H00021	dr:D03218
ds:H00219	dr:D05201
ds:H00079	dr:D09595
ds:H01714	dr:D09595
ds:H00010	dr:D01760
ds:H00007	dr:D01760
ds:H00011	dr:D01760
ds:H01613	dr:D01760
ds:H01463	dr:D01760
ds:H00005	dr:D01760
ds:H01464	dr:D01760
ds:H01892	dr:D01760
ds:H00008	dr:D01760
ds:H00001	dr:D01760
ds:H00002	dr:D01760
ds:H00004	dr:D01760
ds:H00012	dr:D01760
ds:H00100	dr:D06889
ds:H01649	dr:D06623
ds:H00612	dr:D00347
ds:H01495	dr:D00347
ds:H00001	dr:D00161
ds:H00002	dr:D00161
ds:H00003	dr:D00161
ds:H00004	dr:D00161
ds:H00016	dr:D02063
ds:H01559	dr:D02063
ds:H00054	dr:D02063
ds:H00014	dr:D02063
ds:H00024	dr:D02063
ds:H00007	dr:D02063
ds:H00011	dr:D02063
ds:H01613	dr:D02063
ds:H01463	dr:D02063
ds:H00005	dr:D02063
ds:H01464	dr:D02063
ds:H01892	dr:D02063
ds:H00008	dr:D02063
ds:H00001	dr:D02063
ds:H00002	dr:D02063
ds:H00010	dr:D09813
ds:H01484	dr:D09813
ds:H00009	dr:D09813
ds:H00612	dr:D09815
ds:H01963	dr:D09900
ds:H00005	dr:D09321
ds:H01613	dr:D09321
ds:H00126	dr:D09029
ds:H01358	dr:D10873
ds:H01635	dr:D10385
ds:H00155	dr:D10385
ds:H01646	dr:D10185
ds:H00024	dr:D10398
ds:H01358	dr:D10354
ds:H01615	dr:D10403
ds:H00024	dr:D10452
ds:H01321	dr:D10455
ds:H01398	dr:D10205
ds:H00342	dr:D10210
ds:H00038	dr:D10615
ds:H00409	dr:D10459
ds:H00612	dr:D10463
ds:H01634	dr:D10466
ds:H01602	dr:D10466
ds:H00320	dr:D10466
ds:H00275	dr:D10468
ds:H00413	dr:D10469
ds:H00978	dr:D10476
ds:H01633	dr:D10480
ds:H00024	dr:D10218
ds:H01464	dr:D10223
ds:H00005	dr:D10223
ds:H00011	dr:D10223
ds:H00084	dr:D10223
ds:H01490	dr:D10483
ds:H01633	dr:D10282
ds:H01633	dr:D10283
ds:H00413	dr:D10625
ds:H01490	dr:D00746
ds:H00409	dr:D10195
ds:H00036	dr:D01211
ds:H00020	dr:D01211
ds:H00413	dr:D10093
ds:H00219	dr:D10227
ds:H00155	dr:D10292
ds:H01635	dr:D10292
ds:H00030	dr:D10192
ds:H00029	dr:D10192
ds:H01418	dr:D10192
ds:H00044	dr:D10192
ds:H00413	dr:D10105
ds:H00409	dr:D10263
ds:H00409	dr:D10264
ds:H01633	dr:D10280
ds:H01633	dr:D10281
ds:H01633	dr:D10284
ds:H01398	dr:D10127
ds:H01646	dr:D10133
ds:H00005	dr:D01907
ds:H00011	dr:D01907
ds:H01613	dr:D01907
ds:H01464	dr:D01907
ds:H01633	dr:D10243
ds:H00409	dr:D10244
ds:H00413	dr:D10366
ds:H00368	dr:D00579
ds:H00365	dr:D00579
ds:H00409	dr:D10253
ds:H01612	dr:D10255
ds:H01714	dr:D10256
ds:H01635	dr:D10257
ds:H00155	dr:D10257
ds:H01609	dr:D10082
ds:H01608	dr:D10012
ds:H00038	dr:D10104
ds:H00014	dr:D10104
ds:H00409	dr:D10261
ds:H00409	dr:D10266
ds:H01633	dr:D10267
ds:H01633	dr:D10268
ds:H01633	dr:D10269
ds:H01657	dr:D10270
ds:H01633	dr:D10270
ds:H01633	dr:D10271
ds:H01633	dr:D10273
ds:H01633	dr:D10275
ds:H01633	dr:D10276
ds:H01633	dr:D10277
ds:H01633	dr:D10278
ds:H00031	dr:D10372
ds:H01641	dr:D10374
ds:H01563	dr:D10113
ds:H01633	dr:D10279
ds:H01633	dr:D10285
ds:H01633	dr:D10286
ds:H01633	dr:D10288
ds:H01633	dr:D10289
ds:H00057	dr:D10293
ds:H01662	dr:D10294
ds:H01646	dr:D10294
ds:H00612	dr:D10298
ds:H01316	dr:D10300
ds:H00148	dr:D10377
ds:H01646	dr:D02567
ds:H01662	dr:D02567
ds:H01670	dr:D02567
ds:H00862	dr:D00560
ds:H01649	dr:D00560
ds:H01240	dr:D08990
ds:H00978	dr:D10307
ds:H00630	dr:D10308
ds:H00057	dr:D10191
ds:H01656	dr:D10438
ds:H01663	dr:D10438
ds:H01593	dr:D10156
ds:H00409	dr:D10159
ds:H00409	dr:D10160
ds:H01316	dr:D10169
ds:H00123	dr:D10333
ds:H01714	dr:D10505
ds:H00409	dr:D10743
ds:H00079	dr:D10506
ds:H00365	dr:D10518
ds:H00366	dr:D10518
ds:H00219	dr:D10522
ds:H01633	dr:D10525
ds:H00020	dr:D10526
ds:H00320	dr:D10519
ds:H01632	dr:D10527
ds:H01730	dr:D10527
ds:H01656	dr:D10534
ds:H00235	dr:D10537
ds:H00219	dr:D10538
ds:H01635	dr:D10557
ds:H00155	dr:D10557
ds:H01383	dr:D10557
ds:H00163	dr:D10557
ds:H00043	dr:D10559
ds:H00413	dr:D10639
ds:H01714	dr:D10501
ds:H00079	dr:D10501
ds:H01632	dr:D10513
ds:H00014	dr:D10514
ds:H00366	dr:D10564
ds:H00409	dr:D10570
ds:H00408	dr:D10570
ds:H00410	dr:D10570
ds:H00512	dr:D10570
ds:H00513	dr:D10570
ds:H00413	dr:D10578
ds:H01328	dr:D10643
ds:H02033	dr:D10643
ds:H01669	dr:D10677
ds:H00945	dr:D10532
ds:H00314	dr:D10535
ds:H00413	dr:D10582
ds:H00409	dr:D10586
ds:H01633	dr:D10591
ds:H00155	dr:D10711
ds:H01635	dr:D10711
ds:H00039	dr:D10729
ds:H00014	dr:D10551
ds:H01483	dr:D10566
ds:H01618	dr:D10566
ds:H01431	dr:D10566
ds:H01213	dr:D10577
ds:H00213	dr:D10595
ds:H01321	dr:D10601
ds:H00031	dr:D10688
ds:H01714	dr:D10744
ds:H00005	dr:D10679
ds:H00361	dr:D10670
ds:H00218	dr:D10685
ds:H00031	dr:D10733
ds:H01609	dr:D02253
ds:H00731	dr:D02272
ds:H01729	dr:D02272
ds:H01483	dr:D04666
ds:H01618	dr:D04666
ds:H00045	dr:D04666
ds:H00003	dr:D05029
ds:H01511	dr:D05029
ds:H01624	dr:D00332
ds:H01681	dr:D01670
ds:H01680	dr:D01670
ds:H01587	dr:D01670
ds:H00320	dr:D10774
ds:H00079	dr:D05429
ds:H01714	dr:D05429
ds:H01632	dr:D05429
ds:H01633	dr:D11069
ds:H00409	dr:D10752
ds:H01563	dr:D10753
ds:H01656	dr:D10788
ds:H00219	dr:D10770
ds:H00079	dr:D09874
ds:H00079	dr:D02732
ds:H01360	dr:D02732
ds:H00149	dr:D10813
ds:H01555	dr:D10817
ds:H00022	dr:D10817
ds:H01649	dr:D00283
ds:H01729	dr:D00303
ds:H00731	dr:D00303
ds:H01785	dr:D00180
ds:H00549	dr:D00180
ds:H01629	dr:D00180
ds:H01625	dr:D00180
ds:H00080	dr:D00180
ds:H01626	dr:D00180
ds:H00612	dr:D10804
ds:H01633	dr:D10805
ds:H00004	dr:D06414
ds:H00001	dr:D06414
ds:H01892	dr:D06637
ds:H00020	dr:D10819
ds:H00004	dr:D09951
ds:H00001	dr:D09951
ds:H01634	dr:D01165
ds:H01213	dr:D01165
ds:H01633	dr:D00519
ds:H01649	dr:D00454
ds:H01653	dr:D00454
ds:H00057	dr:D00559
ds:H01597	dr:D00559
ds:H01633	dr:D00619
ds:H01632	dr:D00619
ds:H00731	dr:D00619
ds:H01730	dr:D00619
ds:H00731	dr:D00631
ds:H01632	dr:D00631
ds:H00079	dr:D01479
ds:H00892	dr:D01479
ds:H00342	dr:D01479
ds:H01633	dr:D01667
ds:H01633	dr:D03769
ds:H00347	dr:D07486
ds:H00292	dr:D00636
ds:H00731	dr:D00636
ds:H00612	dr:D01691
ds:H01633	dr:D01691
ds:H01632	dr:D01691
ds:H00612	dr:D02076
ds:H01563	dr:D10756
ds:H00014	dr:D10766
ds:H00219	dr:D10760
ds:H00612	dr:D02193
ds:H00219	dr:D10757
ds:H00731	dr:D00638
ds:H01729	dr:D00638
ds:H00413	dr:D10778
ds:H00219	dr:D10759
ds:H01316	dr:D10762
ds:H00010	dr:D10777
ds:H00413	dr:D10900
ds:H00409	dr:D00335
ds:H01431	dr:D10497
ds:H00038	dr:D10604
ds:H01596	dr:D10689
ds:H01626	dr:D01748
ds:H01625	dr:D01748
ds:H01620	dr:D01748
ds:H01643	dr:D01748
ds:H00299	dr:D00285
ds:H01521	dr:D00285
ds:H01312	dr:D00285
ds:H00111	dr:D00285
ds:H00112	dr:D00285
ds:H01632	dr:D00432
ds:H01633	dr:D00432
ds:H00032	dr:D09920
ds:H00021	dr:D09920
ds:H00048	dr:D09920
ds:H00223	dr:D10684
ds:H01381	dr:D10684
ds:H01587	dr:D10684
ds:H01633	dr:D10892
ds:H01316	dr:D01980
ds:H00363	dr:D01980
ds:H01334	dr:D01980
ds:H01621	dr:D02229
ds:H00282	dr:D09315
ds:H00912	dr:D09315
ds:H00206	dr:D09315
ds:H00288	dr:D09315
ds:H01672	dr:D09315
ds:H00031	dr:D09980
ds:H01634	dr:D00295
ds:H01602	dr:D00295
ds:H01522	dr:D00295
ds:H01656	dr:D10061
ds:H01663	dr:D10061
ds:H01593	dr:D10606
ds:H01602	dr:D01984
ds:H01634	dr:D01984
ds:H00320	dr:D01984
ds:H01522	dr:D01984
ds:H01895	dr:D04747
ds:H01703	dr:D04747
ds:H00085	dr:D08783
ds:H01718	dr:D08783
ds:H01604	dr:D08783
ds:H01527	dr:D08783
ds:H01594	dr:D08783
ds:H01648	dr:D08783
ds:H01650	dr:D08783
ds:H01436	dr:D08783
ds:H00109	dr:D11120
ds:H01656	dr:D10071
ds:H01663	dr:D10071
ds:H01593	dr:D03684
ds:H01470	dr:D03684
ds:H00100	dr:D02664
ds:H01813	dr:D05775
ds:H00413	dr:D10882
ds:H01633	dr:D10274
ds:H01714	dr:D08837
ds:H01714	dr:D10181
ds:H00630	dr:D03354
ds:H01502	dr:D03354
ds:H01694	dr:D03354
ds:H01641	dr:D03354
ds:H01646	dr:D10309
ds:H01649	dr:D10309
ds:H00286	dr:D02598
ds:H01466	dr:D02598
ds:H00630	dr:D02598
ds:H01674	dr:D02598
ds:H01507	dr:D02598
ds:H01656	dr:D02598
ds:H01476	dr:D02598
ds:H01663	dr:D02598
ds:H01718	dr:D02598
ds:H01637	dr:D08890
ds:H01635	dr:D08890
ds:H00342	dr:D00591
ds:H01633	dr:D00349
ds:H01633	dr:D01562
ds:H01633	dr:D02082
ds:H00001	dr:D02197
ds:H00002	dr:D02197
ds:H00003	dr:D02197
ds:H00007	dr:D02197
ds:H00043	dr:D02197
ds:H00037	dr:D02197
ds:H01666	dr:D02197
ds:H00010	dr:D02197
ds:H00042	dr:D02197
ds:H00630	dr:D00118
ds:H01532	dr:D00118
ds:H01674	dr:D00118
ds:H00366	dr:D00118
ds:H01299	dr:D10396
ds:H01662	dr:D00701
ds:H01645	dr:D00701
ds:H01609	dr:D00701
ds:H00783	dr:D00701
ds:H01633	dr:D00483
ds:H01632	dr:D00483
ds:H00731	dr:D00483
ds:H01730	dr:D00483
ds:H01577	dr:D00483
ds:H01482	dr:D00483
ds:H01729	dr:D00483
ds:H00100	dr:D03235
ds:H01633	dr:D01369
ds:H00023	dr:D00343
ds:H00013	dr:D00343
ds:H00024	dr:D00343
ds:H00030	dr:D00343
ds:H00036	dr:D00343
ds:H00027	dr:D00343
ds:H00007	dr:D00343
ds:H00011	dr:D00343
ds:H01613	dr:D00343
ds:H01463	dr:D00343
ds:H00005	dr:D00343
ds:H01464	dr:D00343
ds:H01892	dr:D00343
ds:H00008	dr:D00343
ds:H00001	dr:D00343
ds:H00002	dr:D00343
ds:H00035	dr:D00343
ds:H00037	dr:D00343
ds:H00043	dr:D00343
ds:H01513	dr:D00343
ds:H00048	dr:D00343
ds:H00021	dr:D00343
ds:H01667	dr:D03304
ds:H00038	dr:D03304
ds:H00412	dr:D03304
ds:H00413	dr:D03304
ds:H01656	dr:D00316
ds:H01663	dr:D00316
ds:H00735	dr:D00316
ds:H00691	dr:D00316
ds:H00734	dr:D00316
ds:H01673	dr:D00316
ds:H00715	dr:D00316
ds:H01659	dr:D00316
ds:H01654	dr:D00316
ds:H01646	dr:D02260
ds:H01664	dr:D02260
ds:H01670	dr:D02260
ds:H01450	dr:D02260
ds:H00023	dr:D00275
ds:H00027	dr:D00275
ds:H00022	dr:D00275
ds:H00048	dr:D00275
ds:H00024	dr:D00275
ds:H00014	dr:D00275
ds:H00017	dr:D00275
ds:H00030	dr:D00275
ds:H00043	dr:D00275
ds:H00018	dr:D00275
ds:H00013	dr:D00275
ds:H00036	dr:D00275
ds:H00015	dr:D00275
ds:H00026	dr:D00275
ds:H00007	dr:D00275
ds:H00011	dr:D00275
ds:H01613	dr:D00275
ds:H01463	dr:D00275
ds:H00005	dr:D00275
ds:H01464	dr:D00275
ds:H01892	dr:D00275
ds:H00008	dr:D00275
ds:H00001	dr:D00275
ds:H00002	dr:D00275
ds:H00037	dr:D00275
ds:H01667	dr:D00275
ds:H01635	dr:D10568
ds:H00155	dr:D10568
ds:H00368	dr:D10801
ds:H01479	dr:D09669
ds:H01649	dr:D02995
ds:H01653	dr:D02995
ds:H01563	dr:D10836
ds:H01563	dr:D10838
ds:H01649	dr:D10364
ds:H00821	dr:D05386
ds:H01466	dr:D00165
ds:H01644	dr:D00165
ds:H00031	dr:D08914
ds:H00330	dr:D02142
ds:H01591	dr:D06402
ds:H00021	dr:D06402
ds:H00045	dr:D06402
ds:H01463	dr:D06320
ds:H00031	dr:D00963
ds:H00004	dr:D09728
ds:H01360	dr:D00666
ds:H01635	dr:D01300
ds:H00079	dr:D02151
ds:H01714	dr:D02151
ds:H00413	dr:D10827
ds:H00361	dr:D02472
ds:H00010	dr:D08976
ds:H00219	dr:D10821
ds:H00409	dr:D10826
ds:H01621	dr:D06213
ds:H01316	dr:D01620
ds:H00363	dr:D01620
ds:H01334	dr:D01620
ds:H00014	dr:D10450
ds:H01563	dr:D00353
ds:H00412	dr:D00353
