ds	drug	atc	icd
ds:H00288	dr:D00570	M04AC01	E85.0
ds:H00289	dr:D00125	L01CB01	O01
ds:H00292	dr:D00636	C01BD01	I42
ds:H00294	dr:D00255	C07AG02	I42
ds:H00294	dr:D00634	C07AB07	I42
ds:H00297	dr:D00874	S01AE07	A20
ds:H00297	dr:D02216	S03AA07	A20
ds:H00297	dr:D00186	S03AA07	A20
ds:H00297	dr:D02122	S03AA02	A20
ds:H00297	dr:D00850	J01AA08	A20
ds:H00297	dr:D00307	J01AA02	A20
ds:H00297	dr:D01350	J01GA01	A20
ds:H00297	dr:D02129	J01AA02	A20
ds:H00297	dr:D00588	S01AE05	A20
ds:H00297	dr:D03903	J01AA02	A20
ds:H00297	dr:D00290	J01AA01	A20
ds:H00299	dr:D00285	J01EE01	A03
ds:H00304	dr:D09189	J07AG51	J20.1
ds:H00305	dr:D00104	S03AA08	A57
ds:H00305	dr:D02184	S01AA17	A57
ds:H00305	dr:D02185	S03AA08	A57
ds:H00305	dr:D02122	S03AA02	A57
ds:H00305	dr:D00140	S01AA17	A57
ds:H00305	dr:D00850	J01AA08	A57
ds:H00305	dr:D00307	J01AA02	A57
ds:H00305	dr:D01350	J01GA01	A57
ds:H00305	dr:D02129	J01AA02	A57
ds:H00305	dr:D03903	J01AA02	A57
ds:H00305	dr:D00290	J01AA01	A57
ds:H00306	dr:D05408	S01AA14	A28.0
ds:H00306	dr:D01053	S01AA14	A28.0
ds:H00310	dr:D02122	S03AA02	A78
ds:H00310	dr:D00850	J01AA08	A78
ds:H00310	dr:D00307	J01AA02	A78
ds:H00310	dr:D02129	J01AA02	A78
ds:H00310	dr:D00588	S01AE05	A78
ds:H00310	dr:D03903	J01AA02	A78
ds:H00310	dr:D00290	J01AA01	A78
ds:H00311	dr:D02009	S01AA17	A48.2
ds:H00311	dr:D01361	S01AA17	A48.2
ds:H00311	dr:D02184	S01AA17	A48.2
ds:H00311	dr:D00140	S01AA17	A48.2
ds:H00312	dr:D00210	S01AE02	A21
ds:H00312	dr:D00104	S03AA08	A21
ds:H00312	dr:D02185	S03AA08	A21
ds:H00312	dr:D02122	S03AA02	A21
ds:H00312	dr:D00850	J01AA08	A21
ds:H00312	dr:D00307	J01AA02	A21
ds:H00312	dr:D01350	J01GA01	A21
ds:H00312	dr:D02129	J01AA02	A21
ds:H00312	dr:D00588	S01AE05	A21
ds:H00312	dr:D03903	J01AA02	A21
ds:H00312	dr:D00290	J01AA01	A21
ds:H00314	dr:D10535	J07AH08	A39
ds:H00314	dr:D01053	S01AA14	A39
ds:H00315	dr:D00915	S01AA27	A54
ds:H00315	dr:D00183	J01MB02	A54
ds:H00315	dr:D02119	S01AA19	A54
ds:H00315	dr:D00258	J01DD08	A54
ds:H00315	dr:D02009	S01AA17	A54
ds:H00315	dr:D00924	J01DD04	A54
ds:H00315	dr:D00927	J01CA06	A54
ds:H00315	dr:D00229	J01CA04	A54
ds:H00315	dr:D01251	S01AA19	A54
ds:H00315	dr:D01668	J01CR04	A54
ds:H00315	dr:D00869	J01XX04	A54
ds:H00315	dr:D01361	S01AA17	A54
ds:H00315	dr:D00104	S03AA08	A54
ds:H00315	dr:D02216	S03AA07	A54
ds:H00315	dr:D02184	S01AA17	A54
ds:H00315	dr:D02185	S03AA08	A54
ds:H00315	dr:D00263	J01DB01	A54
ds:H00315	dr:D03262	S01AA24	A54
ds:H00315	dr:D06485	J01RA01	A54
ds:H00315	dr:D02122	S03AA02	A54
ds:H00315	dr:D00914	S01AA27	A54
ds:H00315	dr:D00140	S01AA17	A54
ds:H00315	dr:D00850	J01AA08	A54
ds:H00315	dr:D01053	S01AA14	A54
ds:H00315	dr:D00307	J01AA02	A54
ds:H00315	dr:D02129	J01AA02	A54
ds:H00315	dr:D03903	J01AA02	A54
ds:H00315	dr:D00290	J01AA01	A54
ds:H00319	dr:D05356	NA	A37
ds:H00319	dr:D00276	J01FA09	A37
ds:H00319	dr:D01361	S01AA17	A37
ds:H00319	dr:D00104	S03AA08	A37
ds:H00319	dr:D02184	S01AA17	A37
ds:H00319	dr:D02185	S03AA08	A37
ds:H00319	dr:D00095	S01EA01	A37
ds:H00319	dr:D03262	S01AA24	A37
ds:H00319	dr:D10214	NA	A37
ds:H00319	dr:D02122	S03AA02	A37
ds:H00319	dr:D00140	S01AA17	A37
ds:H00319	dr:D01628	J01DD16	A37
ds:H00319	dr:D00290	J01AA01	A37
ds:H00319	dr:D07032	NA	A37
ds:H00319	dr:D04340	R05FA02	A37
ds:H00320	dr:D00409	P01AB01	A49.8
ds:H00320	dr:D05259	A02BC01	A49.8
ds:H00320	dr:D00229	J01CA04	A49.8
ds:H00320	dr:D10245	A02BD08	A49.8
ds:H00320	dr:D10246	A02BD05	A49.8
ds:H00320	dr:D00455	A02BC01	A49.8
ds:H00320	dr:D00276	J01FA09	A49.8
ds:H00320	dr:D10775	NA	A49.8
ds:H00320	dr:D00355	A02BC03	A49.8
ds:H00320	dr:D08774	J01RA01	A49.8
ds:H00320	dr:D00724	A02BC04	A49.8
ds:H00320	dr:D09742	J01RA01	A49.8
ds:H00320	dr:D10466	NA	A49.8
ds:H00320	dr:D10519	NA	A49.8
ds:H00320	dr:D10774	NA	A49.8
ds:H00320	dr:D01984	A02BC05	A49.8
ds:H00320	dr:D11114	A02BC05	A49.8
ds:H00320	dr:D10520	NA	A49.8
ds:H00321	dr:D02122	S03AA02	A04.5
ds:H00321	dr:D00850	J01AA08	A04.5
ds:H00321	dr:D00307	J01AA02	A04.5
ds:H00321	dr:D02129	J01AA02	A04.5
ds:H00321	dr:D03903	J01AA02	A04.5
ds:H00321	dr:D00290	J01AA01	A04.5
ds:H00322	dr:D00104	S03AA08	A75
ds:H00322	dr:D02185	S03AA08	A75
ds:H00322	dr:D02122	S03AA02	A75
ds:H00322	dr:D00850	J01AA08	A75
ds:H00322	dr:D00307	J01AA02	A75
ds:H00322	dr:D02129	J01AA02	A75
ds:H00322	dr:D03903	J01AA02	A75
ds:H00322	dr:D00290	J01AA01	A75
ds:H00323	dr:D02122	S03AA02	A77
ds:H00323	dr:D00850	J01AA08	A77
ds:H00323	dr:D00307	J01AA02	A77
ds:H00323	dr:D02129	J01AA02	A77
ds:H00323	dr:D03903	J01AA02	A77
ds:H00323	dr:D00290	J01AA01	A77
ds:H00324	dr:D00104	S03AA08	A75.3
ds:H00324	dr:D02185	S03AA08	A75.3
ds:H00324	dr:D02122	S03AA02	A75.3
ds:H00324	dr:D00850	J01AA08	A75.3
ds:H00324	dr:D00290	J01AA01	A75.3
ds:H00325	dr:D02122	S03AA02	A23
ds:H00325	dr:D00850	J01AA08	A23
ds:H00325	dr:D00307	J01AA02	A23
ds:H00325	dr:D01350	J01GA01	A23
ds:H00325	dr:D02129	J01AA02	A23
ds:H00325	dr:D00588	S01AE05	A23
ds:H00325	dr:D03903	J01AA02	A23
ds:H00325	dr:D00290	J01AA01	A23
ds:H00326	dr:D02122	S03AA02	A44
ds:H00326	dr:D00850	J01AA08	A44
ds:H00326	dr:D00307	J01AA02	A44
ds:H00326	dr:D02129	J01AA02	A44
ds:H00326	dr:D03903	J01AA02	A44
ds:H00326	dr:D00290	J01AA01	A44
ds:H00328	dr:D02119	S01AA19	A22
ds:H00328	dr:D05408	S01AA14	A22
ds:H00328	dr:D01251	S01AA19	A22
ds:H00328	dr:D00210	S01AE02	A22
ds:H00328	dr:D02461	S01AA14	A22
ds:H00328	dr:D02216	S03AA07	A22
ds:H00328	dr:D05706	J06BB18	A22
ds:H00328	dr:D01996	J01MA22	A22
ds:H00328	dr:D00186	S03AA07	A22
ds:H00328	dr:D02122	S03AA02	A22
ds:H00328	dr:D00850	J01AA08	A22
ds:H00328	dr:D01053	S01AA14	A22
ds:H00328	dr:D00307	J01AA02	A22
ds:H00328	dr:D02129	J01AA02	A22
ds:H00328	dr:D00588	S01AE05	A22
ds:H00328	dr:D03903	J01AA02	A22
ds:H00328	dr:D00290	J01AA01	A22
ds:H00330	dr:D02195	R01AX06	U82.1
ds:H00330	dr:D01080	J01XX09	U82.1
ds:H00330	dr:D09686	J01XX11	U82.1
ds:H00330	dr:D02142	J01XA02	U82.1
ds:H00330	dr:D00947	J01XX08	U82.1
ds:H00330	dr:D00926	J01XA01	U82.1
ds:H00332	dr:D05408	S01AA14	A32
ds:H00332	dr:D01361	S01AA17	A32
ds:H00332	dr:D02184	S01AA17	A32
ds:H00332	dr:D00140	S01AA17	A32
ds:H00332	dr:D00850	J01AA08	A32
ds:H00332	dr:D01053	S01AA14	A32
ds:H00332	dr:D00307	J01AA02	A32
ds:H00332	dr:D02129	J01AA02	A32
ds:H00332	dr:D03903	J01AA02	A32
ds:H00332	dr:D00290	J01AA01	A32
ds:H00333	dr:D01073	J01FF01	P36.1
ds:H00333	dr:D02132	J01FF01	P36.1
ds:H00333	dr:D01990	J01FF01	P36.1
ds:H00334	dr:D01473	J01DC14	I39.8
ds:H00334	dr:D00409	P01AB01	I39.8
ds:H00334	dr:D02119	S01AA19	I39.8
ds:H00334	dr:D02226	J01DB04	I39.8
ds:H00334	dr:D02009	S01AA17	I39.8
ds:H00334	dr:D01401	J01DE02	I39.8
ds:H00334	dr:D02509	J01DH55	I39.8
ds:H00334	dr:D05408	S01AA14	I39.8
ds:H00334	dr:D00344	J01DH51	I39.8
ds:H00334	dr:D02461	S01AA14	I39.8
ds:H00334	dr:D00921	J01DD02	I39.8
ds:H00334	dr:D01080	J01XX09	I39.8
ds:H00334	dr:D00905	J01DB04	I39.8
ds:H00334	dr:D02346	J01FF02	I39.8
ds:H00334	dr:D01063	S03AA06	I39.8
ds:H00334	dr:D08772	J01DD62	I39.8
ds:H00334	dr:D00926	J01XA01	I39.8
ds:H00334	dr:D00919	J01DD01	I39.8
ds:H00334	dr:D01053	S01AA14	I39.8
ds:H00334	dr:D01350	J01GA01	I39.8
ds:H00334	dr:D01836	J01DH04	I39.8
ds:H00336	dr:D05408	S01AA14	A48.0
ds:H00336	dr:D00104	S03AA08	A48.0
ds:H00336	dr:D02185	S03AA08	A48.0
ds:H00336	dr:D05187	NA	A48.0
ds:H00336	dr:D02122	S03AA02	A48.0
ds:H00336	dr:D00140	S01AA17	A48.0
ds:H00336	dr:D01053	S01AA14	A48.0
ds:H00336	dr:D00290	J01AA01	A48.0
ds:H00337	dr:D05356	NA	A35
ds:H00337	dr:D05257	J07AM51	A35
ds:H00337	dr:D05256	J07AM51	A35
ds:H00337	dr:D05408	S01AA14	A35
ds:H00337	dr:D02184	S01AA17	A35
ds:H00337	dr:D05316	J07AM01	A35
ds:H00337	dr:D10214	NA	A35
ds:H00337	dr:D08782	J06BB02	A35
ds:H00337	dr:D08791	J06BB02	A35
ds:H00337	dr:D08801	J06BB02	A35
ds:H00337	dr:D00140	S01AA17	A35
ds:H00337	dr:D00789	N05AA01	A35
ds:H00337	dr:D01053	S01AA14	A35
ds:H00338	dr:D00409	P01AB01	A04.7
ds:H00338	dr:D09394	A07AA12	A04.7
ds:H00338	dr:D00926	J01XA01	A04.7
ds:H00339	dr:D05408	S01AA14	A05.1
ds:H00339	dr:D01053	S01AA14	A05.1
ds:H00339	dr:D05368	NA	A05.1
ds:H00339	dr:D11173	NA	A05.1
ds:H00340	dr:D00947	J01XX08	J15.8A
ds:H00340	dr:D00854	J01FG02	J15.8A
ds:H00341	dr:D01710	J01FA06	J20.0
ds:H00341	dr:D01996	J01MA22	J20.0
ds:H00341	dr:D00588	S01AE05	J20.0
ds:H00342	dr:D01036	R05DA07	A19
ds:H00342	dr:D00346	J04AC01	A19
ds:H00342	dr:D03278	NA	A19
ds:H00342	dr:D00878	J04AK02	A19
ds:H00342	dr:D03063	L03AX03	A19
ds:H00342	dr:D01574	NA	A19
ds:H00342	dr:D00424	J04AB04	A19
ds:H00342	dr:D01643	NA	A19
ds:H00342	dr:D00877	J04AB01	A19
ds:H00342	dr:D00221	V03AB23	A19
ds:H00342	dr:D00144	J04AK01	A19
ds:H00342	dr:D00175	R05CB03	A19
ds:H00342	dr:D01569	R05DB21	A19
ds:H00342	dr:D00973	S01BA03	A19
ds:H00342	dr:D01609	R05DB21	A19
ds:H00342	dr:D03368	J04AA03	A19
ds:H00342	dr:D02002	J04AC01	A19
ds:H00342	dr:D01495	R05DB24	A19
ds:H00342	dr:D01845	NA	A19
ds:H00342	dr:D03262	S01AA24	A19
ds:H00342	dr:D06466	L03AX03	A19
ds:H00342	dr:D00848	R05DA09	A19
ds:H00342	dr:D00211	J04AB02	A19
ds:H00342	dr:D10210	J04AM05	A19
ds:H00342	dr:D01479	R05CB06	A19
ds:H00342	dr:D00591	J04AD03	A19
ds:H00342	dr:D00683	R03CC02	A19
ds:H00342	dr:D00244	S03BA03	A19
ds:H00342	dr:D00981	S03BA02	A19
ds:H00342	dr:D00979	H02AB04	A19
ds:H00342	dr:D00978	S02BA01	A19
ds:H00342	dr:D00292	S03BA01	A19
ds:H00342	dr:D01106	R05CB04	A19
ds:H00342	dr:D00975	S03BA01	A19
ds:H00342	dr:D01350	J01GA01	A19
ds:H00342	dr:D00473	H02AB07	A19
ds:H00342	dr:D00983	S01BA05	A19
ds:H00342	dr:D00088	S02BA01	A19
ds:H00342	dr:D00588	S01AE05	A19
ds:H00342	dr:D00472	S03BA02	A19
ds:H00342	dr:D00407	H02AB04	A19
ds:H00342	dr:D06964	NA	A19
ds:H00342	dr:D04340	R05FA02	A19
ds:H00342	dr:D04313	R06AB54	A19
ds:H00343	dr:D02009	S01AA17	A36
ds:H00343	dr:D03925	J06AA01	A36
ds:H00343	dr:D03927	J07AF01	A36
ds:H00343	dr:D05356	NA	A36
ds:H00343	dr:D05257	J07AM51	A36
ds:H00343	dr:D05256	J07AM51	A36
ds:H00343	dr:D05408	S01AA14	A36
ds:H00343	dr:D02461	S01AA14	A36
ds:H00343	dr:D01361	S01AA17	A36
ds:H00343	dr:D02184	S01AA17	A36
ds:H00343	dr:D10214	NA	A36
ds:H00343	dr:D00140	S01AA17	A36
ds:H00343	dr:D01053	S01AA14	A36
ds:H00344	dr:D00278	J04BA01	A30
ds:H00344	dr:D00905	J01DB04	A30
ds:H00344	dr:D00592	J04BA02	A30
ds:H00344	dr:D00211	J04AB02	A30
ds:H00344	dr:D00453	S02AA16	A30
ds:H00346	dr:D00981	S03BA02	J67
ds:H00346	dr:D00473	H02AB07	J67
ds:H00347	dr:D02134	S01AA26	N37.0
ds:H00347	dr:D07486	S01AA26	N37.0
ds:H00348	dr:D00104	S03AA08	A55
ds:H00348	dr:D02185	S03AA08	A55
ds:H00348	dr:D02122	S03AA02	A55
ds:H00348	dr:D00140	S01AA17	A55
ds:H00348	dr:D00850	J01AA08	A55
ds:H00348	dr:D00307	J01AA02	A55
ds:H00348	dr:D02129	J01AA02	A55
ds:H00348	dr:D03903	J01AA02	A55
ds:H00348	dr:D00290	J01AA01	A55
ds:H00349	dr:D02122	S03AA02	A71
ds:H00349	dr:D00850	J01AA08	A71
ds:H00349	dr:D00307	J01AA02	A71
ds:H00349	dr:D02129	J01AA02	A71
ds:H00349	dr:D03903	J01AA02	A71
ds:H00349	dr:D00290	J01AA01	A71
ds:H00350	dr:D02122	S03AA02	A70
ds:H00350	dr:D00850	J01AA08	A70
ds:H00350	dr:D00307	J01AA02	A70
ds:H00350	dr:D02129	J01AA02	A70
ds:H00350	dr:D03903	J01AA02	A70
ds:H00350	dr:D00290	J01AA01	A70
ds:H00353	dr:D00914	S01AA27	A69.2
ds:H00354	dr:D01016	V03AB21	A53
ds:H00354	dr:D02420	J01FA02	A53
ds:H00354	dr:D00229	J01CA04	A53
ds:H00354	dr:D05408	S01AA14	A53
ds:H00354	dr:D01251	S01AA19	A53
ds:H00354	dr:D02461	S01AA14	A53
ds:H00354	dr:D02157	S01AA14	A53
ds:H00354	dr:D01361	S01AA17	A53
ds:H00354	dr:D02184	S01AA17	A53
ds:H00354	dr:D02122	S03AA02	A53
ds:H00354	dr:D00140	S01AA17	A53
ds:H00354	dr:D00850	J01AA08	A53
ds:H00354	dr:D01053	S01AA14	A53
ds:H00354	dr:D00307	J01AA02	A53
ds:H00354	dr:D02129	J01AA02	A53
ds:H00354	dr:D03903	J01AA02	A53
ds:H00354	dr:D00290	J01AA01	A53
ds:H00355	dr:D02122	S03AA02	A27
ds:H00355	dr:D01053	S01AA14	A27
ds:H00355	dr:D01350	J01GA01	A27
ds:H00355	dr:D00290	J01AA01	A27
ds:H00356	dr:D02486	P01AX11	A07.2
ds:H00359	dr:D02494	L01XX09	B55
ds:H00359	dr:D00203	J02AA01	B55
ds:H00360	dr:D01426	P01AB02	A06
ds:H00360	dr:D00409	P01AB01	A06
ds:H00360	dr:D00868	A07AA06	A06
ds:H00360	dr:D01361	S01AA17	A06
ds:H00360	dr:D02184	S01AA17	A06
ds:H00360	dr:D02125	P01BA01	A06
ds:H00360	dr:D02122	S03AA02	A06
ds:H00360	dr:D00140	S01AA17	A06
ds:H00360	dr:D00850	J01AA08	A06
ds:H00360	dr:D00307	J01AA02	A06
ds:H00360	dr:D02129	J01AA02	A06
ds:H00360	dr:D03903	J01AA02	A06
ds:H00361	dr:D02126	P01BA03	B53
ds:H00361	dr:D00831	P01BC02	B53
ds:H00361	dr:D02114	P01BA02	B53
ds:H00361	dr:D02262	P01BC01	B53
ds:H00361	dr:D00488	P01BD01	B53
ds:H00361	dr:D02261	P01BC01	B53
ds:H00361	dr:D02125	P01BA01	B53
ds:H00361	dr:D02484	P01BF01	B53
ds:H00361	dr:D10670	NA	B53
ds:H00361	dr:D02472	P01BB51	B53
ds:H00361	dr:D02129	J01AA02	B53
ds:H00361	dr:D03903	J01AA02	B53
ds:H00362	dr:D01426	P01AB02	A07.1
ds:H00362	dr:D00409	P01AB01	A07.1
ds:H00362	dr:D02486	P01AX11	A07.1
ds:H00363	dr:D00350	J02AC02	B37
ds:H00363	dr:D00416	S02AA13	B37
ds:H00363	dr:D00882	S02AA13	B37
ds:H00363	dr:D00886	D01AC09	B37
ds:H00363	dr:D02501	J02AX04	B37
ds:H00363	dr:D02465	J02AX05	B37
ds:H00363	dr:D00351	J02AB02	B37
ds:H00363	dr:D01775	D01AC10	B37
ds:H00363	dr:D00282	G01AF02	B37
ds:H00363	dr:D00322	J02AC01	B37
ds:H00363	dr:D01480	G01AF07	B37
ds:H00363	dr:D02555	J02AC04	B37
ds:H00363	dr:D01720	D01AE16	B37
ds:H00363	dr:D02219	D01BA02	B37
ds:H00363	dr:D00885	G01AF17	B37
ds:H00363	dr:D01092	NA	B37
ds:H00363	dr:D01980	D01AC18	B37
ds:H00363	dr:D01620	NA	B37
ds:H00363	dr:D00202	G01AA01	B37
ds:H00363	dr:D01429	J02AC01	B37
ds:H00363	dr:D00578	J02AC03	B37
ds:H00363	dr:D00323	J02AX01	B37
ds:H00364	dr:D00322	J02AC01	B45
ds:H00364	dr:D01429	J02AC01	B45
ds:H00364	dr:D00578	J02AC03	B45
ds:H00364	dr:D00323	J02AX01	B45
ds:H00365	dr:D00398	J05AB11	P35.2
ds:H00365	dr:D00317	S01AD07	P35.2
ds:H00365	dr:D00333	S01AD09	P35.2
ds:H00365	dr:D02764	S01AD03	P35.2
ds:H00365	dr:D05407	J05AB13	P35.2
ds:H00365	dr:D00222	S01AD03	P35.2
ds:H00365	dr:D00391	S01AD02	P35.2
ds:H00365	dr:D06298	S01AD06	P35.2
ds:H00365	dr:D00579	J05AD01	P35.2
ds:H00365	dr:D10518	J05AB11	P35.2
ds:H00365	dr:D07709	NA	P35.2
ds:H00366	dr:D00452	M01AE07	B02
ds:H00366	dr:D01594	S01BC07	B02
ds:H00366	dr:D00398	J05AB11	B02
ds:H00366	dr:D01823	M01AG03	B02
ds:H00366	dr:D00317	S01AD07	B02
ds:H00366	dr:D02764	S01AD03	B02
ds:H00366	dr:D01239	S03BA02	B02
ds:H00366	dr:D01122	R02AX02	B02
ds:H00366	dr:D00222	S01AD03	B02
ds:H00366	dr:D06298	S01AD06	B02
ds:H00366	dr:D06284	J06BB03	B02
ds:H00366	dr:D08777	J07BK01	B02
ds:H00366	dr:D10518	J05AB11	B02
ds:H00366	dr:D10564	NA	B02
ds:H00366	dr:D00118	M02AA12	B02
ds:H00366	dr:D00244	S03BA03	B02
ds:H00366	dr:D00979	H02AB04	B02
ds:H00366	dr:D00978	S02BA01	B02
ds:H00366	dr:D00292	S03BA01	B02
ds:H00366	dr:D00975	S03BA01	B02
ds:H00366	dr:D00385	S01BA05	B02
ds:H00366	dr:D00983	S01BA05	B02
ds:H00366	dr:D00088	S02BA01	B02
ds:H00366	dr:D00472	S03BA02	B02
ds:H00366	dr:D00407	H02AB04	B02
ds:H00368	dr:D02267	J05AD01	P35.1
ds:H00368	dr:D00333	S01AD09	P35.1
ds:H00368	dr:D04301	S01AD09	P35.1
ds:H00368	dr:D00273	J05AB12	P35.1
ds:H00368	dr:D03256	J05AB14	P35.1
ds:H00368	dr:D00579	J05AD01	P35.1
ds:H00368	dr:D10801	J05AX18	P35.1
ds:H00372	dr:D06511	NA	B03
ds:H00374	dr:D06798	NA	B07
ds:H00376	dr:D05543	NA	A80
ds:H00376	dr:D02300	C01EB10	A80
ds:H00376	dr:D06458	J06BA01	A80
ds:H00376	dr:D10214	NA	A80
ds:H00377	dr:D06504	J07BG01	A82
ds:H00377	dr:D05248	NA	A82
ds:H00384	dr:D06347	J07BL01	A95
ds:H00394	dr:D04866	J07BD01	B05
ds:H00394	dr:D06458	J06BA01	B05
ds:H00394	dr:D08804	NA	B05
ds:H00395	dr:D06512	J07BJ01	P35.0
ds:H00395	dr:D08804	NA	P35.0
ds:H00396	dr:D05089	J07BE01	B26
ds:H00398	dr:D00901	J05AC02	J10
ds:H00398	dr:D01937	J05AH01	J10
ds:H00398	dr:D03829	J05AH03	J10
ds:H00398	dr:D05182	J07BB01	J10
ds:H00398	dr:D00777	N04BB01	J10
ds:H00398	dr:D07042	NA	J10
ds:H00398	dr:D00900	J05AH02	J10
ds:H00398	dr:D00902	J05AH01	J10
ds:H00398	dr:D09547	NA	J10
ds:H00398	dr:D09537	NA	J10
ds:H00398	dr:D11021	NA	J10
ds:H00399	dr:D10215	J07BB01	J09
ds:H00399	dr:D09537	NA	J09
ds:H00401	dr:D02737	J06BB16	J21.0
ds:H00406	dr:D02861	J05AE02	B24
ds:H00408	dr:D05595	A10BX05	E10
ds:H00408	dr:D00061	NA	E10
ds:H00408	dr:D10200	A10BK05	E10
ds:H00408	dr:D06960	NA	E10
ds:H00408	dr:D03230	A10AF01	E10
ds:H00408	dr:D04475	A10AD05	E10
ds:H00408	dr:D04540	A10AB06	E10
ds:H00408	dr:D04477	A10AD04	E10
ds:H00408	dr:D09727	A10AE06	E10
ds:H00408	dr:D10570	A10AD06	E10
ds:H00408	dr:D03250	A10AE04	E10
ds:H00408	dr:D04539	A10AE05	E10
ds:H00408	dr:D07004	NA	E10
ds:H00408	dr:D05373	NA	E10
ds:H00409	dr:D00596	A10BG02	E11
ds:H00409	dr:D00593	A10BB12	E11
ds:H00409	dr:D10317	NA	E11
ds:H00409	dr:D00945	A10BG03	E11
ds:H00409	dr:D02206	A10BA03	E11
ds:H00409	dr:D01665	A10BF03	E11
ds:H00409	dr:D01854	A10BX08	E11
ds:H00409	dr:D05595	A10BX05	E11
ds:H00409	dr:D00061	NA	E11
ds:H00409	dr:D10200	A10BK05	E11
ds:H00409	dr:D03582	C10AC04	E11
ds:H00409	dr:D00379	A10BB05	E11
ds:H00409	dr:D00380	V04CA01	E11
ds:H00409	dr:D09763	A10BK01	E11
ds:H00409	dr:D07080	A10BH02	E11
ds:H00409	dr:D06960	NA	E11
ds:H00409	dr:D11066	A10BD24	E11
ds:H00409	dr:D06404	A10BJ02	E11
ds:H00409	dr:D00219	A10BB31	E11
ds:H00409	dr:D09756	NA	E11
ds:H00409	dr:D01111	A10BX03	E11
ds:H00409	dr:D01599	A10BB09	E11
ds:H00409	dr:D00336	A10BB01	E11
ds:H00409	dr:D01799	NA	E11
ds:H00409	dr:D09780	NA	E11
ds:H00409	dr:D00271	A10BB02	E11
ds:H00409	dr:D00594	A10BX02	E11
ds:H00409	dr:D04121	A10BJ01	E11
ds:H00409	dr:D03230	A10AF01	E11
ds:H00409	dr:D04475	A10AD05	E11
ds:H00409	dr:D06645	A10BH01	E11
ds:H00409	dr:D08843	A10BJ04	E11
ds:H00409	dr:D06553	A10BH04	E11
ds:H00409	dr:D09848	A10BD06	E11
ds:H00409	dr:D04540	A10AB06	E11
ds:H00409	dr:D04477	A10AD04	E11
ds:H00409	dr:D09566	A10BH05	E11
ds:H00409	dr:D09727	A10AE06	E11
ds:H00409	dr:D09753	A10BH03	E11
ds:H00409	dr:D00944	A10BA02	E11
ds:H00409	dr:D10025	A10BJ06	E11
ds:H00409	dr:D09744	A10BD05	E11
ds:H00409	dr:D09592	A10BK02	E11
ds:H00409	dr:D09889	A10BJ05	E11
ds:H00409	dr:D09978	NA	E11
ds:H00409	dr:D10459	A10BK03	E11
ds:H00409	dr:D10195	NA	E11
ds:H00409	dr:D10263	A10BD10	E11
ds:H00409	dr:D10264	A10BD11	E11
ds:H00409	dr:D10244	A10BD03	E11
ds:H00409	dr:D10253	A10BD13	E11
ds:H00409	dr:D10261	A10BD07	E11
ds:H00409	dr:D10266	A10BD02	E11
ds:H00409	dr:D10159	A10BD09	E11
ds:H00409	dr:D10160	NA	E11
ds:H00409	dr:D10743	A10BD08	E11
ds:H00409	dr:D10570	A10AD06	E11
ds:H00409	dr:D10586	A10BD15	E11
ds:H00409	dr:D10752	A10BD20	E11
ds:H00409	dr:D00335	A10BB07	E11
ds:H00409	dr:D10826	A10BD21	E11
ds:H00409	dr:D03250	A10AE04	E11
ds:H00409	dr:D04539	A10AE05	E11
ds:H00409	dr:D10897	NA	E11
ds:H00409	dr:D11034	A10AE54	E11
ds:H00409	dr:D00216	A10BF01	E11
ds:H00409	dr:D09729	A10BJ03	E11
ds:H00409	dr:D00625	A10BF02	E11
ds:H00409	dr:D10179	NA	E11
ds:H00409	dr:D10265	A10BD02	E11
ds:H00409	dr:D10500	A10BD14	E11
ds:H00409	dr:D07004	NA	E11
ds:H00409	dr:D05373	NA	E11
ds:H00409	dr:D10587	A10BD16	E11
ds:H00409	dr:D10588	A10BD19	E11
ds:H00409	dr:D11067	A10BD23	E11
ds:H00409	dr:D11064	NA	E11
ds:H00409	dr:D11043	A10BK04	E11
ds:H00409	dr:D11109	NA	E11
ds:H00410	dr:D03230	A10AF01	E13
ds:H00410	dr:D04475	A10AD05	E13
ds:H00410	dr:D04477	A10AD04	E13
ds:H00410	dr:D09727	A10AE06	E13
ds:H00410	dr:D10570	A10AD06	E13
ds:H00410	dr:D03250	A10AE04	E13
ds:H00410	dr:D04539	A10AE05	E13
ds:H00411	dr:D06458	J06BA01	B15
ds:H00411	dr:D08778	J07BC02	B15
ds:H00412	dr:D01626	NA	B16
ds:H00412	dr:D06675	J05AF11	B16
ds:H00412	dr:D04431	J06BB04	B16
ds:H00412	dr:D01982	J05AF07	B16
ds:H00412	dr:D02747	L03AB11	B16
ds:H00412	dr:D04008	J05AF10	B16
ds:H00412	dr:D08781	NA	B16
ds:H00412	dr:D08790	NA	B16
ds:H00412	dr:D08799	NA	B16
ds:H00412	dr:D01655	J05AF08	B16
ds:H00412	dr:D03305	L03AB01	B16
ds:H00412	dr:D03304	L03AB02	B16
ds:H00412	dr:D00353	J05AF05	B16
ds:H00412	dr:D10605	J05AF13	B16
ds:H00412	dr:D02745	L03AB05	B16
ds:H00413	dr:D02748	L03AB10	B17.1
ds:H00413	dr:D00423	J05AP01	B17.1
ds:H00413	dr:D02747	L03AB11	B17.1
ds:H00413	dr:D09012	J05AP02	B17.1
ds:H00413	dr:D09987	NA	B17.1
