ds	drug	atc	icd
ds:H01633	dr:D00405	C02AB01	I10
ds:H01633	dr:D00658	C03AA06	I10
ds:H01633	dr:D06924	NA	I10
ds:H01633	dr:D00421	C09AA05	I10
ds:H01633	dr:D00235	C07AB03	I10
ds:H01633	dr:D00443	C03DA01	I10
ds:H01633	dr:D01895	NA	I10
ds:H01633	dr:D01877	C03BA05	I10
ds:H01633	dr:D10524	NA	I10
ds:H01633	dr:D00331	C03CA01	I10
ds:H01633	dr:D00615	C08CA01	I10
ds:H01633	dr:D00623	C09AA13	I10
ds:H01633	dr:D00627	C09CA07	I10
ds:H01633	dr:D00382	C03CA04	I10
ds:H01633	dr:D01469	NA	I10
ds:H01633	dr:D00340	C03AA03	I10
ds:H01633	dr:D00601	C07AB02	I10
ds:H01633	dr:D01530	A11HA03	I10
ds:H01633	dr:D01069	C09AA08	I10
ds:H01633	dr:D00251	C09AA01	I10
ds:H01633	dr:D00362	C09AA03	I10
ds:H01633	dr:D01605	C03BA09	I10
ds:H01633	dr:D01302	C02DB02	I10
ds:H01633	dr:D00629	C08CA08	I10
ds:H01633	dr:D00272	C03BA04	I10
ds:H01633	dr:D03330	C04AF01	I10
ds:H01633	dr:D00597	C07AB04	I10
ds:H01633	dr:D00599	S01ED05	I10
ds:H01633	dr:D00600	C07AG01	I10
ds:H01633	dr:D01887	NA	I10
ds:H01633	dr:D04997	NA	I10
ds:H01633	dr:D01908	C08CA10	I10
ds:H01633	dr:D09219	C09DA07	I10
ds:H01633	dr:D04266	C02LA51	I10
ds:H01633	dr:D01900	NA	I10
ds:H01633	dr:D09196	C09DA06	I10
ds:H01633	dr:D07041	NA	I10
ds:H01633	dr:D07895	C09DA01	I10
ds:H01633	dr:D08892	C08CA16	I10
ds:H01633	dr:D09197	C09DA03	I10
ds:H01633	dr:D08865	C09CA09	I10
ds:H01633	dr:D00635	C07AB02	I10
ds:H01633	dr:D00617	C08CA04	I10
ds:H01633	dr:D01549	C09AA16	I10
ds:H01633	dr:D00437	C08CA05	I10
ds:H01633	dr:D01553	C08CA11	I10
ds:H01633	dr:D00357	C09CA01	I10
ds:H01633	dr:D09745	C09DB01	I10
ds:H01633	dr:D01279	NA	I10
ds:H01633	dr:D01104	C08CA12	I10
ds:H01633	dr:D01145	NA	I10
ds:H01633	dr:D09594	NA	I10
ds:H01633	dr:D03415	C07AG02	I10
ds:H01633	dr:D01333	C02CA06	I10
ds:H01633	dr:D10480	C09DA04	I10
ds:H01633	dr:D10282	C09BB10	I10
ds:H01633	dr:D10283	C09DA02	I10
ds:H01633	dr:D10280	C09BA09	I10
ds:H01633	dr:D10281	C09BA13	I10
ds:H01633	dr:D10284	C09DA08	I10
ds:H01633	dr:D10243	C09DB05	I10
ds:H01633	dr:D10267	C02LB01	I10
ds:H01633	dr:D10268	C09BA03	I10
ds:H01633	dr:D10269	C03EA01	I10
ds:H01633	dr:D10270	C03EA01	I10
ds:H01633	dr:D10271	C03EA01	I10
ds:H01633	dr:D10273	C07BB02	I10
ds:H01633	dr:D10275	C07BB07	I10
ds:H01633	dr:D10276	C09BA01	I10
ds:H01633	dr:D10277	C09BA02	I10
ds:H01633	dr:D10278	C09BA06	I10
ds:H01633	dr:D10279	C09BA07	I10
ds:H01633	dr:D10285	C09DB02	I10
ds:H01633	dr:D10286	C09DX01	I10
ds:H01633	dr:D10288	C09DX03	I10
ds:H01633	dr:D10289	C09XA52	I10
ds:H01633	dr:D10525	NA	I10
ds:H01633	dr:D10591	C02LC01	I10
ds:H01633	dr:D11069	NA	I10
ds:H01633	dr:D10805	NA	I10
ds:H01633	dr:D00519	C03AA04	I10
ds:H01633	dr:D00619	C08DA01	I10
ds:H01633	dr:D01667	C09AA12	I10
ds:H01633	dr:D03769	NA	I10
ds:H01633	dr:D01691	NA	I10
ds:H01633	dr:D00432	C07AA12	I10
ds:H01633	dr:D10892	NA	I10
ds:H01633	dr:D10274	C07BA05	I10
ds:H01633	dr:D00349	C08CA03	I10
ds:H01633	dr:D01562	NA	I10
ds:H01633	dr:D02082	C09CA02	I10
ds:H01633	dr:D00483	C07AA05	I10
ds:H01633	dr:D01369	C07AB06	I10
ds:H01633	dr:D08864	NA	I10
ds:H01633	dr:D00608	C02CA04	I10
ds:H01633	dr:D02342	C07AB07	I10
ds:H01633	dr:D00319	C08CA02	I10
ds:H01633	dr:D01173	C08CA14	I10
ds:H01633	dr:D00616	C08DB01	I10
ds:H01633	dr:D07031	NA	I10
ds:H01633	dr:D07005	NA	I10
ds:H01633	dr:D10272	C07BA12	I10
ds:H01633	dr:D06962	NA	I10
ds:H01633	dr:D06977	NA	I10
ds:H01633	dr:D07004	NA	I10
ds:H01633	dr:D06995	NA	I10
ds:H01633	dr:D10592	C07CB03	I10
ds:H01633	dr:D09743	C09DB04	I10
ds:H01633	dr:D11388	C09DX05	I10
ds:H01634	dr:D02213	A03FA01	K28
ds:H01634	dr:D01467	A02BA06	K28
ds:H01634	dr:D01491	NA	K28
ds:H01634	dr:D01167	A12CC10	K28
ds:H01634	dr:D01446	A06AD01	K28
ds:H01634	dr:D01956	NA	K28
ds:H01634	dr:D00726	A03FA01	K28
ds:H01634	dr:D01658	NA	K28
ds:H01634	dr:D01131	A02BA08	K28
ds:H01634	dr:D01121	A02BX14	K28
ds:H01634	dr:D00731	G04BX01	K28
ds:H01634	dr:D01976	S01FA03	K28
ds:H01634	dr:D04364	NA	K28
ds:H01634	dr:D02033	NA	K28
ds:H01634	dr:D02416	A02AB01	K28
ds:H01634	dr:D01316	NA	K28
ds:H01634	dr:D04379	NA	K28
ds:H01634	dr:D05259	A02BC01	K28
ds:H01634	dr:D03336	A02BX13	K28
ds:H01634	dr:D04393	NA	K28
ds:H01634	dr:D03236	NA	K28
ds:H01634	dr:D00419	G02AD06	K28
ds:H01634	dr:D07033	NA	K28
ds:H01634	dr:D00540	R03BB06	K28
ds:H01634	dr:D06973	NA	K28
ds:H01634	dr:D00455	A02BC01	K28
ds:H01634	dr:D00446	A02BX02	K28
ds:H01634	dr:D10247	A03CA02	K28
ds:H01634	dr:D05261	A02BC01	K28
ds:H01634	dr:D01611	NA	K28
ds:H01634	dr:D00177	A02BX04	K28
ds:H01634	dr:D00440	A02BA04	K28
ds:H01634	dr:D01529	A02BX07	K28
ds:H01634	dr:D00673	A02BA02	K28
ds:H01634	dr:D00715	NA	K28
ds:H01634	dr:D01451	A03BB01	K28
ds:H01634	dr:D01286	NA	K28
ds:H01634	dr:D01306	A02BX11	K28
ds:H01634	dr:D01226	N05AL01	K28
ds:H01634	dr:D03503	A02BA01	K28
ds:H01634	dr:D00719	A03BA03	K28
ds:H01634	dr:D01827	NA	K28
ds:H01634	dr:D00355	A02BC03	K28
ds:H01634	dr:D00318	A02BA03	K28
ds:H01634	dr:D02452	NA	K28
ds:H01634	dr:D04363	NA	K28
ds:H01634	dr:D04372	NA	K28
ds:H01634	dr:D01991	NA	K28
ds:H01634	dr:D02266	NA	K28
ds:H01634	dr:D05276	A02BX03	K28
ds:H01634	dr:D08704	NA	K28
ds:H01634	dr:D00724	A02BC04	K28
ds:H01634	dr:D02535	A03AB19	K28
ds:H01634	dr:D00481	A03AB05	K28
ds:H01634	dr:D01279	NA	K28
ds:H01634	dr:D04056	A02BC05	K28
ds:H01634	dr:D10466	NA	K28
ds:H01634	dr:D01165	A03AA30	K28
ds:H01634	dr:D00295	A02BA01	K28
ds:H01634	dr:D01984	A02BC05	K28
ds:H01634	dr:D01152	C05AD06	K28
ds:H01634	dr:D00225	N05BA12	K28
ds:H01634	dr:D11114	A02BC05	K28
ds:H01634	dr:D06964	NA	K28
ds:H01634	dr:D01875	NA	K28
ds:H01634	dr:D10120	A02BC05	K28
ds:H01635	dr:D00434	C10AA01	E78
ds:H01635	dr:D00476	C10AX02	E78
ds:H01635	dr:D01915	C10AA07	E78
ds:H01635	dr:D00279	C10AB01	E78
ds:H01635	dr:D00359	C10AA02	E78
ds:H01635	dr:D04267	NA	E78
ds:H01635	dr:D01913	S01XA26	E78
ds:H01635	dr:D01934	V03AE06	E78
ds:H01635	dr:D03582	C10AC04	E78
ds:H01635	dr:D05255	NA	E78
ds:H01635	dr:D00565	C10AB05	E78
ds:H01635	dr:D01862	C10AA08	E78
ds:H01635	dr:D00049	C10AD02	E78
ds:H01635	dr:D00892	C10AA04	E78
ds:H01635	dr:D00893	C10AA03	E78
ds:H01635	dr:D00395	A10BG01	E78
ds:H01635	dr:D01530	A11HA03	E78
ds:H01635	dr:D01291	NA	E78
ds:H01635	dr:D01221	NA	E78
ds:H01635	dr:D01966	C10AX09	E78
ds:H01635	dr:D01754	C10AD01	E78
ds:H01635	dr:D01892	NA	E78
ds:H01635	dr:D02258	C10AA05	E78
ds:H01635	dr:D00334	C10AB04	E78
ds:H01635	dr:D01366	C10AB02	E78
ds:H01635	dr:D10385	C10BA05	E78
ds:H01635	dr:D10292	C10BA01	E78
ds:H01635	dr:D10257	C10BA02	E78
ds:H01635	dr:D10557	C10AX13	E78
ds:H01635	dr:D10711	NA	E78
ds:H01635	dr:D08890	C10AB11	E78
ds:H01635	dr:D10568	C10AA08	E78
ds:H01635	dr:D01300	NA	E78
ds:H01635	dr:D04268	NA	E78
ds:H01635	dr:D10335	C10AX14	E78
ds:H01635	dr:D11092	NA	E78
ds:H01635	dr:D11095	C10AA05	E78
ds:H01636	dr:D01179	N06AX21	M79.7
ds:H01636	dr:D02716	N03AX16	M79.7
ds:H01637	dr:D01915	C10AA07	E78.4
ds:H01637	dr:D03343	B05AA05	E78.4
ds:H01637	dr:D05255	NA	E78.4
ds:H01637	dr:D00565	C10AB05	E78.4
ds:H01637	dr:D00049	C10AD02	E78.4
ds:H01637	dr:D01892	NA	E78.4
ds:H01637	dr:D08890	C10AB11	E78.4
ds:H01638	dr:D00126	R02AX02	M79.2
ds:H01638	dr:D00252	N03AF01	M79.2
ds:H01638	dr:D02716	N03AX16	M79.2
ds:H01639	dr:D01831	L02AE01	N80
ds:H01639	dr:D00990	H01CA02	N80
ds:H01639	dr:D04463	G03FB01	N80
ds:H01639	dr:D03799	G03DB08	N80
ds:H01639	dr:D01217	G03DB01	N80
ds:H01639	dr:D00289	G03XA01	N80
ds:H01639	dr:D00989	L02AE02	N80
ds:H01639	dr:D00573	L02AE03	N80
ds:H01639	dr:D00951	L02AB02	N80
ds:H01640	dr:D01831	L02AE01	D25
ds:H01640	dr:D00990	H01CA02	D25
ds:H01640	dr:D00989	L02AE02	D25
ds:H01640	dr:D10888	NA	D25
ds:H01641	dr:D01121	A02BX14	H04.1
ds:H01641	dr:D04478	NA	H04.1
ds:H01641	dr:D04113	S01XA20	H04.1
ds:H01641	dr:D03864	NA	H04.1
ds:H01641	dr:D10374	S01XA25	H04.1
ds:H01641	dr:D03354	S01KA01	H04.1
ds:H01641	dr:D00184	S01XA18	H04.1
ds:H01642	dr:D01602	NA	N19
ds:H01642	dr:D03651	B03XA02	N19
ds:H01642	dr:D00958	G03BA03	N19
ds:H01642	dr:D03231	B03XA01	N19
ds:H01642	dr:D03232	B03XA01	N19
ds:H01642	dr:D09998	B03XA03	N19
ds:H01643	dr:D01882	NA	T69.1
ds:H01643	dr:D01735	A11HA03	T69.1
ds:H01643	dr:D00036	A11HA01	T69.1
ds:H01643	dr:D04805	NA	T69.1
ds:H01643	dr:D06620	NA	T69.1
ds:H01643	dr:D06455	NA	T69.1
ds:H01643	dr:D07020	NA	T69.1
ds:H01643	dr:D08835	NA	T69.1
ds:H01643	dr:D00049	C10AD02	T69.1
ds:H01643	dr:D00098	C01EB02	T69.1
ds:H01643	dr:D01291	NA	T69.1
ds:H01643	dr:D04372	NA	T69.1
ds:H01643	dr:D04761	NA	T69.1
ds:H01643	dr:D04799	NA	T69.1
ds:H01643	dr:D06392	C01EB02	T69.1
ds:H01643	dr:D01748	C04AA01	T69.1
ds:H01643	dr:D01357	S03BA03	T69.1
ds:H01643	dr:D00983	S01BA05	T69.1
ds:H01644	dr:D00063	S01AA12	H01.1
ds:H01644	dr:D02531	NA	H01.1
ds:H01644	dr:D00589	S01AE06	H01.1
ds:H01644	dr:D01239	S03BA02	H01.1
ds:H01644	dr:D00874	S01AE07	H01.1
ds:H01644	dr:D01367	S01CB05	H01.1
ds:H01644	dr:D00973	S01BA03	H01.1
ds:H01644	dr:D01063	S03AA06	H01.1
ds:H01644	dr:D04106	NA	H01.1
ds:H01644	dr:D04099	NA	H01.1
ds:H01644	dr:D00165	S02BA01	H01.1
ds:H01644	dr:D00244	S03BA03	H01.1
ds:H01644	dr:D00979	H02AB04	H01.1
ds:H01644	dr:D00292	S03BA01	H01.1
ds:H01644	dr:D00926	J01XA01	H01.1
ds:H01644	dr:D00975	S03BA01	H01.1
ds:H01644	dr:D00385	S01BA05	H01.1
ds:H01644	dr:D00983	S01BA05	H01.1
ds:H01644	dr:D00088	S02BA01	H01.1
ds:H01644	dr:D00588	S01AE05	H01.1
ds:H01644	dr:D00472	S03BA02	H01.1
ds:H01644	dr:D00407	H02AB04	H01.1
ds:H01645	dr:D01239	S03BA02	E05
ds:H01645	dr:D00166	B03BA01	E05
ds:H01645	dr:D00401	H03BB02	E05
ds:H01645	dr:D00562	H03BA02	E05
ds:H01645	dr:D00042	B03BA04	E05
ds:H01645	dr:D02707	V03AB33	E05
ds:H01645	dr:D02259	V10XA01	E05
ds:H01645	dr:D00701	N03AA02	E05
ds:H01645	dr:D00244	S03BA03	E05
ds:H01645	dr:D00978	S02BA01	E05
ds:H01645	dr:D00292	S03BA01	E05
ds:H01645	dr:D00975	S03BA01	E05
ds:H01645	dr:D00983	S01BA05	E05
ds:H01645	dr:D00472	S03BA02	E05
ds:H01645	dr:D00407	H02AB04	E05
ds:H01646	dr:D01179	N06AX21	F33
ds:H01646	dr:D01520	N05AA02	F33
ds:H01646	dr:D00823	N06AB03	F33
ds:H01646	dr:D00228	N06AA17	F33
ds:H01646	dr:D01546	N06AA16	F33
ds:H01646	dr:D05374	N06AB05	F33
ds:H01646	dr:D01285	N06AA07	F33
ds:H01646	dr:D05375	N06AB05	F33
ds:H01646	dr:D00815	N06AA02	F33
ds:H01646	dr:D00267	N05BA02	F33
ds:H01646	dr:D00811	N06AA04	F33
ds:H01646	dr:D00817	N06AX12	F33
ds:H01646	dr:D00820	N06AX05	F33
ds:H01646	dr:D00822	N06AB04	F33
ds:H01646	dr:D00819	N06AX06	F33
ds:H01646	dr:D00744	N06BA05	F33
ds:H01646	dr:D00825	N06AB06	F33
ds:H01646	dr:D02570	N06AX23	F33
ds:H01646	dr:D01226	N05AL01	F33
ds:H01646	dr:D02248	N05AA02	F33
ds:H01646	dr:D02034	NA	F33
ds:H01646	dr:D03731	N04BD01	F33
ds:H01646	dr:D07938	N06AX12	F33
ds:H01646	dr:D07793	N06AX23	F33
ds:H01646	dr:D01164	N05AX12	F33
ds:H01646	dr:D09699	N06AX24	F33
ds:H01646	dr:D10185	N06AX26	F33
ds:H01646	dr:D10133	NA	F33
ds:H01646	dr:D10294	N06CA01	F33
ds:H01646	dr:D02567	N06AB10	F33
ds:H01646	dr:D10309	N05AX16	F33
ds:H01646	dr:D02260	N06AB05	F33
ds:H01646	dr:D00293	N05BA01	F33
ds:H01646	dr:D00809	N06AA09	F33
ds:H01646	dr:D02242	N06BA03	F33
ds:H01646	dr:D00821	N06AX16	F33
ds:H01646	dr:D00824	N06AB08	F33
ds:H01646	dr:D10206	N06CA03	F33
ds:H01647	dr:D01239	S03BA02	E06.1
ds:H01647	dr:D00973	S01BA03	E06.1
ds:H01647	dr:D00244	S03BA03	E06.1
ds:H01647	dr:D00292	S03BA01	E06.1
ds:H01647	dr:D00975	S03BA01	E06.1
ds:H01647	dr:D00385	S01BA05	E06.1
ds:H01647	dr:D00983	S01BA05	E06.1
ds:H01647	dr:D00088	S02BA01	E06.1
ds:H01647	dr:D00472	S03BA02	E06.1
ds:H01647	dr:D00407	H02AB04	E06.1
ds:H01648	dr:D01327	D07AC10	L10
ds:H01648	dr:D01239	S03BA02	L10
ds:H01648	dr:D00973	S01BA03	L10
ds:H01648	dr:D00592	J04BA02	L10
ds:H01648	dr:D01272	D07AD01	L10
ds:H01648	dr:D08783	NA	L10
ds:H01648	dr:D00244	S03BA03	L10
ds:H01648	dr:D00981	S03BA02	L10
ds:H01648	dr:D01632	S03BA01	L10
ds:H01648	dr:D02032	S03BA03	L10
ds:H01648	dr:D00979	H02AB04	L10
ds:H01648	dr:D00978	S02BA01	L10
ds:H01648	dr:D00292	S03BA01	L10
ds:H01648	dr:D01357	S03BA03	L10
ds:H01648	dr:D00975	S03BA01	L10
ds:H01648	dr:D00385	S01BA05	L10
ds:H01648	dr:D00751	H02AB04	L10
ds:H01648	dr:D00473	H02AB07	L10
ds:H01648	dr:D00983	S01BA05	L10
ds:H01648	dr:D00088	S02BA01	L10
ds:H01648	dr:D00472	S03BA02	L10
ds:H01648	dr:D00407	H02AB04	L10
ds:H01648	dr:D01637	S03BA03	L10
ds:H01648	dr:D00690	R03BA07	L10
ds:H01648	dr:D08788	NA	L10
ds:H01649	dr:D01520	N05AA02	F20
ds:H01649	dr:D00793	N05AB02	F20
ds:H01649	dr:D00503	N05AB03	F20
ds:H01649	dr:D00197	C02AA02	F20
ds:H01649	dr:D04034	N05AA01	F20
ds:H01649	dr:D01898	N05AD01	F20
ds:H01649	dr:D02163	N05AB02	F20
ds:H01649	dr:D02340	N05AH01	F20
ds:H01649	dr:D00479	N05AB04	F20
ds:H01649	dr:D02100	N05AE04	F20
ds:H01649	dr:D01939	N05AE04	F20
ds:H01649	dr:D00252	N03AF01	F20
ds:H01649	dr:D00458	N05AH04	F20
ds:H01649	dr:D01176	NA	F20
ds:H01649	dr:D01468	NA	F20
ds:H01649	dr:D00136	N05AD01	F20
ds:H01649	dr:D01219	N05AE01	F20
ds:H01649	dr:D01226	N05AL01	F20
ds:H01649	dr:D01051	NA	F20
ds:H01649	dr:D00794	N05AH01	F20
ds:H01649	dr:D02037	N05AB03	F20
ds:H01649	dr:D02248	N05AA02	F20
ds:H01649	dr:D01482	N05AD05	F20
ds:H01649	dr:D04965	N05AB03	F20
ds:H01649	dr:D01485	N05AC01	F20
ds:H01649	dr:D04820	N05AE05	F20
ds:H01649	dr:D08035	N05AD01	F20
ds:H01649	dr:D09876	N05AX15	F20
ds:H01649	dr:D01164	N05AX12	F20
ds:H01649	dr:D06623	N05AH03	F20
ds:H01649	dr:D00560	N05AG02	F20
ds:H01649	dr:D00283	N05AH02	F20
ds:H01649	dr:D00454	N05AH03	F20
ds:H01649	dr:D10309	N05AX16	F20
ds:H01649	dr:D02995	N05AH05	F20
ds:H01649	dr:D10364	N05AX12	F20
ds:H01649	dr:D01321	N05AX11	F20
ds:H01649	dr:D00789	N05AA01	F20
ds:H01649	dr:D00426	N05AX08	F20
ds:H01649	dr:D04038	N05AB03	F20
ds:H01649	dr:D01548	N05AX10	F20
ds:H01650	dr:D01327	D07AC10	L12
ds:H01650	dr:D01239	S03BA02	L12
ds:H01650	dr:D00973	S01BA03	L12
ds:H01650	dr:D00592	J04BA02	L12
ds:H01650	dr:D01272	D07AD01	L12
ds:H01650	dr:D08783	NA	L12
ds:H01650	dr:D00244	S03BA03	L12
ds:H01650	dr:D01632	S03BA01	L12
ds:H01650	dr:D02032	S03BA03	L12
ds:H01650	dr:D00979	H02AB04	L12
ds:H01650	dr:D00978	S02BA01	L12
ds:H01650	dr:D00292	S03BA01	L12
ds:H01650	dr:D01357	S03BA03	L12
ds:H01650	dr:D00975	S03BA01	L12
ds:H01650	dr:D00385	S01BA05	L12
ds:H01650	dr:D00983	S01BA05	L12
ds:H01650	dr:D00088	S02BA01	L12
ds:H01650	dr:D00472	S03BA02	L12
ds:H01650	dr:D00407	H02AB04	L12
ds:H01650	dr:D01637	S03BA03	L12
ds:H01650	dr:D00690	R03BA07	L12
ds:H01650	dr:D08788	NA	L12
ds:H01651	dr:D05697	S01LA04	H35.8
ds:H01651	dr:D09574	S01LA05	H35.8
ds:H01651	dr:D00292	S03BA01	H35.8
ds:H01651	dr:D00983	S01BA05	H35.8
ds:H01652	dr:D00133	S01AX06	L21
ds:H01652	dr:D02011	NA	L21
ds:H01652	dr:D00050	S01XA26	L21
ds:H01652	dr:D00006	A11HA06	L21
ds:H01652	dr:D01327	D07AC10	L21
ds:H01652	dr:D01239	S03BA02	L21
ds:H01652	dr:D00351	J02AB02	L21
ds:H01652	dr:D01619	S02BA01	L21
ds:H01652	dr:D01622	S01XA26	L21
ds:H01652	dr:D00973	S01BA03	L21
ds:H01652	dr:D00024	D10AB02	L21
ds:H01652	dr:D00029	A11HA05	L21
ds:H01652	dr:D03281	A11HA06	L21
ds:H01652	dr:D01266	D07AC19	L21
ds:H01652	dr:D00244	S03BA03	L21
ds:H01652	dr:D02032	S03BA03	L21
ds:H01652	dr:D00979	H02AB04	L21
ds:H01652	dr:D00978	S02BA01	L21
ds:H01652	dr:D00292	S03BA01	L21
ds:H01652	dr:D03488	G01AX12	L21
ds:H01652	dr:D01434	NA	L21
ds:H01652	dr:D00975	S03BA01	L21
ds:H01652	dr:D00385	S01BA05	L21
ds:H01652	dr:D00983	S01BA05	L21
ds:H01652	dr:D00088	S02BA01	L21
ds:H01652	dr:D00472	S03BA02	L21
ds:H01652	dr:D00407	H02AB04	L21
ds:H01653	dr:D00354	N03AX09	F31
ds:H01653	dr:D01520	N05AA02	F31
ds:H01653	dr:D04034	N05AA01	F31
ds:H01653	dr:D02340	N05AH01	F31
ds:H01653	dr:D00304	N03AG01	F31
ds:H01653	dr:D01939	N05AE04	F31
ds:H01653	dr:D00252	N03AF01	F31
ds:H01653	dr:D00458	N05AH04	F31
ds:H01653	dr:D00136	N05AD01	F31
ds:H01653	dr:D00801	N05AN01	F31
ds:H01653	dr:D02248	N05AA02	F31
ds:H01653	dr:D04820	N05AE05	F31
ds:H01653	dr:D00710	N03AG01	F31
ds:H01653	dr:D09876	N05AX15	F31
ds:H01653	dr:D01164	N05AX12	F31
ds:H01653	dr:D00454	N05AH03	F31
ds:H01653	dr:D02995	N05AH05	F31
ds:H01653	dr:D00789	N05AA01	F31
ds:H01653	dr:D00426	N05AX08	F31
ds:H01653	dr:D10206	N06CA03	F31
ds:H01654	dr:D01948	S03BA01	L43
ds:H01654	dr:D00985	S01BA05	L43
ds:H01654	dr:D00689	R03BA01	L43
ds:H01654	dr:D01820	S01BA10	L43
ds:H01654	dr:D00316	D05BB01	L43
ds:H01654	dr:D00244	S03BA03	L43
ds:H01654	dr:D00979	H02AB04	L43
ds:H01654	dr:D00292	S03BA01	L43
ds:H01654	dr:D01357	S03BA03	L43
ds:H01654	dr:D00975	S03BA01	L43
ds:H01654	dr:D00385	S01BA05	L43
ds:H01654	dr:D00983	S01BA05	L43
ds:H01654	dr:D00472	S03BA02	L43
ds:H01655	dr:D00238	L04AX01	M31.3
ds:H01655	dr:D01239	S03BA02	M31.3
ds:H01655	dr:D02994	L01XC02	M31.3
ds:H01655	dr:D00287	L01AA01	M31.3
ds:H01655	dr:D00244	S03BA03	M31.3
ds:H01655	dr:D00979	H02AB04	M31.3
ds:H01655	dr:D00292	S03BA01	M31.3
ds:H01655	dr:D00975	S03BA01	M31.3
ds:H01655	dr:D00385	S01BA05	M31.3
ds:H01655	dr:D00751	H02AB04	M31.3
ds:H01655	dr:D00983	S01BA05	M31.3
ds:H01655	dr:D00088	S02BA01	M31.3
ds:H01655	dr:D00472	S03BA02	M31.3
ds:H01655	dr:D00407	H02AB04	M31.3
ds:H01656	dr:D00146	H01AA01	L40
ds:H01656	dr:D00325	D07AC08	L40
ds:H01656	dr:D00097	S01BC08	L40
ds:H01656	dr:D01132	D05AX05	L40
ds:H01656	dr:D01594	S01BC07	L40
ds:H01656	dr:D01948	S03BA01	L40
ds:H01656	dr:D01327	D07AC10	L40
ds:H01656	dr:D04409	D07AC21	L40
ds:H01656	dr:D04773	NA	L40
ds:H01656	dr:D04796	NA	L40
ds:H01656	dr:D01192	S01GX09	L40
ds:H01656	dr:D00328	D07AC07	L40
ds:H01656	dr:D01886	S02BA01	L40
ds:H01656	dr:D01239	S03BA02	L40
ds:H01656	dr:D03301	S03BA02	L40
ds:H01656	dr:D00689	R03BA01	L40
ds:H01656	dr:D00233	D05AC01	L40
ds:H01656	dr:D01619	S02BA01	L40
ds:H01656	dr:D01098	NA	L40
ds:H01656	dr:D01472	D05AX04	L40
ds:H01656	dr:D00129	D05AX03	L40
ds:H01656	dr:D00973	S01BA03	L40
ds:H01656	dr:D09214	L04AC05	L40
ds:H01656	dr:D00024	D10AB02	L40
ds:H01656	dr:D01820	S01BA10	L40
ds:H01656	dr:D01125	D05AX02	L40
ds:H01656	dr:D01266	D07AC19	L40
ds:H01656	dr:D02754	D05BB02	L40
ds:H01656	dr:D04795	NA	L40
ds:H01656	dr:D08860	L04AA32	L40
ds:H01656	dr:D08733	NA	L40
ds:H01656	dr:D08734	NA	L40
ds:H01656	dr:D09783	L04AA29	L40
ds:H01656	dr:D01272	D07AD01	L40
ds:H01656	dr:D09967	L04AC10	L40
ds:H01656	dr:D00742	L04AB01	L40
ds:H01656	dr:D02597	L04AB04	L40
ds:H01656	dr:D10438	L04AC16	L40
ds:H01656	dr:D10534	D05AX52	L40
ds:H01656	dr:D10788	NA	L40
ds:H01656	dr:D10061	L04AC12	L40
ds:H01656	dr:D10071	L04AC13	L40
ds:H01656	dr:D02598	L04AB02	L40
ds:H01656	dr:D00316	D05BB01	L40
ds:H01656	dr:D00139	D05BA02	L40
ds:H01656	dr:D02115	L04AX03	L40
ds:H01656	dr:D00244	S03BA03	L40
ds:H01656	dr:D01632	S03BA01	L40
ds:H01656	dr:D00184	S01XA18	L40
ds:H01656	dr:D02032	S03BA03	L40
ds:H01656	dr:D00979	H02AB04	L40
ds:H01656	dr:D00978	S02BA01	L40
ds:H01656	dr:D00292	S03BA01	L40
ds:H01656	dr:D01434	NA	L40
ds:H01656	dr:D01357	S03BA03	L40
ds:H01656	dr:D00975	S03BA01	L40
ds:H01656	dr:D00385	S01BA05	L40
ds:H01656	dr:D00983	S01BA05	L40
ds:H01656	dr:D00088	S02BA01	L40
ds:H01656	dr:D00142	L04AX03	L40
ds:H01656	dr:D00472	S03BA02	L40
ds:H01656	dr:D00407	H02AB04	L40
ds:H01656	dr:D01637	S03BA03	L40
ds:H01656	dr:D00690	R03BA07	L40
ds:H01656	dr:D03697	D07XC02	L40
ds:H01656	dr:D04801	NA	L40
ds:H01657	dr:D00146	H01AA01	N04
ds:H01657	dr:D00431	C03BA08	N04
ds:H01657	dr:D00313	C03CC01	N04
ds:H01657	dr:D00247	C03CA02	N04
ds:H01657	dr:D03471	C03AA04	N04
ds:H01657	dr:D01239	S03BA02	N04
ds:H01657	dr:D06917	NA	N04
ds:H01657	dr:D06960	NA	N04
ds:H01657	dr:D00443	C03DA01	N04
ds:H01657	dr:D01392	NA	N04
ds:H01657	dr:D02994	L01XC02	N04
ds:H01657	dr:D00973	S01BA03	N04
ds:H01657	dr:D00272	C03BA04	N04
ds:H01657	dr:D07040	NA	N04
ds:H01657	dr:D10270	C03EA01	N04
ds:H01657	dr:D02105	H01AA02	N04
ds:H01657	dr:D00287	L01AA01	N04
ds:H01657	dr:D00244	S03BA03	N04
ds:H01657	dr:D00981	S03BA02	N04
ds:H01657	dr:D00184	S01XA18	N04
ds:H01657	dr:D00979	H02AB04	N04
ds:H01657	dr:D00978	S02BA01	N04
ds:H01657	dr:D00292	S03BA01	N04
ds:H01657	dr:D00975	S03BA01	N04
ds:H01657	dr:D00385	S01BA05	N04
ds:H01657	dr:D00751	H02AB04	N04
ds:H01657	dr:D00983	S01BA05	N04
ds:H01657	dr:D00088	S02BA01	N04
